,Unnamed: 0,Name,Gender,Time,Text
82,82,Speaker 3,F,00:20:57,child eldest thirty month youngest 31 mm hard lara eldest hard
83,83,Speaker 1,F,00:21:27,move immigrated canada
84,84,Speaker 3,F,00:21:30,
85,85,Speaker 1,F,00:21:32,position child people caring stranger
86,86,Speaker 3,F,00:21:39,child girl boy moved
87,87,Speaker 1,F,00:21:48,family
88,88,Speaker 3,F,00:21:50,
89,89,Speaker 1,F,00:21:51,family hmm
90,90,Speaker 2,F,00:21:57,trusting stranger
91,91,Speaker 4,F,00:22:00,trust life people life trust long time group people community room friend associate straight back room
92,92,Speaker 2,F,00:22:18,sanctuary safe place invading personal space
93,93,Speaker 4,F,00:22:57,shopping
94,94,Speaker 2,F,00:22:58,blimey
95,95,Speaker 4,F,00:23:04,shopping
96,96,Speaker 2,F,00:23:11,mine top gardening exercise life
97,97,Speaker 1,F,00:23:17,mine dancing work equally find difficult visual impairment older totally
98,98,Speaker 1,F,00:23:30,learn adapt find difficult journey sight loss hearing loss deal bit find sight loss big issue deal
99,99,Speaker 2,F,00:23:46,ditto aware dry eye time drive mad fix
100,100,Speaker 4,F,00:24:00,mom muscular degeneration completely blind false upset past half year granny eldest october time home picture upset
101,101,Speaker 1,F,00:24:30,read puzzle watch film photograph loved
102,102,Speaker 4,F,00:24:44,mom read night bed tape audio tape love bingo bingo time week
103,103,Speaker 5,M,00:25:11,enjoy good book good film noticed reading enjoy good book watching good film
104,104,Speaker 2,F,00:25:24,taking photo hard autofocus nice due photo glass harder contact lens make easier stand thought putting eye awful love walking moor live moor taking photo babysit thing
105,105,Speaker 1,F,00:26:05,combination loss lost thing accurate loss watching people sit coffee shop watch people make feel isolated life
106,106,Speaker 2,F,00:26:26,make life people sit eat make thier life spy give interesting life
107,107,Speaker 5,M,00:26:44,make rude comment
108,108,Speaker 2,F,00:26:48,hope
109,109,Speaker 4,F,00:27:11,call time
110,110,Speaker 5,M,00:27:27,car accident
111,111,Speaker 2,F,00:27:31,2010
112,112,Speaker 5,M,00:27:54,mentioned walking
113,113,Speaker 4,F,00:27:58,hobby walking walking day
114,114,Speaker 1,F,00:28:06,list walked kind general top
115,115,Speaker 1,F,00:28:14,exercise exercise care
116,116,Speaker 4,F,00:28:23,watching tv love sit watch tv tv soap
117,117,Speaker 5,M,00:28:38,cooking fun forward eating
118,118,Speaker 1,F,00:28:47,depending cooking skill laugh
119,119,Speaker 3,F,00:28:56,taking care
120,120,Speaker 2,F,00:28:58,care socialising awful totally isolated
121,121,Speaker 4,F,00:29:24,
122,122,Speaker 5,M,00:29:27,granted week
123,123,Speaker 4,F,00:29:34,church sunday lift socialising smaller group family great big church nice week meal amount socialising
124,124,Speaker 2,F,00:29:56,meeting people general cinema friend meal people
125,125,Speaker 4,F,00:30:09,socialisation
126,126,Speaker 2,F,00:30:14,work
127,127,Speaker 4,F,00:30:21,mind time busy grandchild home
128,128,Speaker 1,F,00:30:44,time talked lot people live zoom call week contact
129,129,Speaker 3,F,00:30:55,frightening
130,130,Speaker 1,F,00:30:56,start thinking reminds terrifying contact andnot speak older person checkout supermarket chatting cashier rush back work goodness sake move back mind current contact person flippant socialising begin imagine debilitating literally bed spoken day
131,131,Speaker 1,F,00:31:48,physical ability meet people confidence turn join club super frightening
132,132,Speaker 3,F,00:31:59,live community home care staff family helping people helping people people needed couple day shopping lucky
133,133,Speaker 1,F,00:32:25,absolutely lived house 1988 neighbour
134,134,Speaker 1,F,00:32:33,talk talk
135,135,Speaker 4,F,00:32:39,live barbican neighbour lovely bother good morning
136,136,Speaker 2,F,00:32:54,strange
137,137,Speaker 2,F,00:32:56,world living
138,138,Speaker 4,F,00:32:58,lot people live
139,139,Speaker 2,F,00:33:12,contact lot team phoning people lockdown team
140,140,Speaker 1,F,00:33:25,
141,141,Speaker 1,F,00:33:28,leaseholder find tenant speaking elderly leaseholder phone talk talk fine pick phone
142,142,Speaker 1,F,00:33:51,problem necessarily talk people problem funny positive happened share good news difficult
143,143,Speaker 1,F,00:34:12,suppose losing eyesight losing hearing communication isolating
144,144,Speaker 5,M,00:34:26,isolation prison punishment
145,145,Speaker 5,M,00:34:33,locked
146,146,Speaker 1,F,00:34:36,punishment show punish human isolate
147,147,Speaker 5,M,00:34:45,study made bit cruel statistically cat cat happier kind contact negative contact hit kind thing stroke happier contact sort people bad contact weird
148,148,Speaker 5,M,00:35:34,important laugh
149,149,Speaker 1,F,00:35:35,understatement
150,150,Speaker 4,F,00:35:38,smoker smoked pop started stop minute smoke understand cigarette
151,151,Speaker 2,F,00:36:10,important meeting smoking area
152,152,Speaker 2,F,00:36:25,big decision made
153,153,Speaker 5,M,00:36:28,gut great thing office
154,154,Speaker 2,F,00:36:34,guess pretend candy
155,155,Speaker 5,M,00:36:46,learn team suddenly talk team organisation meeting formal happening neck wood
156,156,Speaker 4,F,00:50:15,worst opening tin
157,157,Speaker 1,F,00:50:19,jar jar
158,158,Speaker 3,F,00:50:24,kind problem open easily time won bang
159,159,Speaker 2,F,00:50:35,gadget
160,160,Speaker 5,M,00:50:38,opener good
161,161,Speaker 2,F,00:50:41,mom make easier knowing gadget thing
162,162,Speaker 1,F,00:50:49,high ceiling house foot tall change light bulb ladder light bulb hang stairwell top ladder hold leg lean god drop change bulb time terrified light future
163,163,Speaker 2,F,00:51:21,dark laugh
164,164,Speaker 1,F,00:51:23,hallway light light stair light stair
165,165,Speaker 5,M,00:51:28,put light
166,166,Speaker 1,F,00:51:30,guess money job scaffolding floor high light floor high literally dangling floor
167,167,Speaker 4,F,00:52:01,wall
168,168,Speaker 1,F,00:52:03,expensive job
169,169,Speaker 2,F,00:52:07,maintenance issue older cleaning window future
170,170,Speaker 1,F,00:52:20,balance thing worry older pension money resource thing adaptation pay small pension afford pay thing house repair adaptation
171,171,Speaker 5,M,00:52:49,lack money barrier
172,172,Speaker 4,F,00:52:56,place home work people sister bath put shower toilet walker
173,173,Speaker 5,M,00:53:23,qualify social service
174,174,Speaker 1,F,00:53:29,
175,175,Speaker 4,F,00:53:29,meant social service
176,176,Speaker 3,F,00:53:32,depends money ve
177,177,Speaker 1,F,00:53:35,condition becausei feel situation assessing formalised
178,178,Speaker 1,F,00:53:45,social service needy
179,179,Speaker 3,F,00:53:50,stool sit peeling vegetable cooking make bed stop pain back hour put hoover stop sit place back age cleaner
180,180,Speaker 1,F,00:54:13,cost resource coming home
181,181,Speaker 3,F,00:54:20,
182,182,Speaker 5,M,00:54:22,knowing nice explained lot lot older people claim thing today entitled
183,183,Speaker 1,F,00:54:41,pride
184,184,Speaker 4,F,00:54:46,mom pension stopped blind social service filled form fortune
185,185,Speaker 1,F,00:55:02,depending letting social service
186,186,Speaker 4,F,00:55:08,mom entitled entitled
187,187,Speaker 5,M,00:55:18,paid life social insurance
188,188,Speaker 4,F,00:55:25,
189,189,Speaker 1,F,00:55:26,house designed health height capability change reach cupboard wheelchair stick thing simple suddenly impossible manage
190,190,Speaker 2,F,00:55:52,story high ceiling coming stair banister banister moment door front door main road path 12 step ability step door neighbour cancer husband mobility scooter step put ramp wow bit steep mouse imagine disappearing garden wow laugh
191,191,Speaker 2,F,00:56:45,thing easily year adapting home suit
192,192,Speaker 1,F,00:56:57,shopping shopping car wanted bus shop small day walk back bus stop close house carry trolley lift trolley bus constantly carry carry aid shop
193,193,Speaker 3,F,00:57:28,walking stick
194,194,Speaker 2,F,00:57:32,live remotely sort city harder drive anymore necessarily bus service make harder village shop sell basic thing expensive half dozen egg pound woo state pension compromising health thing save boiler break heat important loaf bread milk prioritising
195,195,Speaker 2,F,00:58:37,struggling pandemic
196,196,Speaker 4,F,00:58:41,shopping hope love shopping
197,197,Speaker 2,F,00:58:51,food menu long shopping based buy bargain special offer making rest month
198,198,Speaker 5,M,00:59:08,clothes feel
199,199,Speaker 4,F,00:59:11,lot shop shut debenhams gutted love shop
200,200,Speaker 3,F,00:59:18,home delivery rely product good fresh product
201,201,Speaker 4,F,00:59:27,supermarket big trollies picking shelf
202,202,Speaker 3,F,00:59:34,checking day expiry
203,203,Speaker 1,F,00:59:37,fussy people row
204,204,Speaker 1,F,00:59:43,gonna back shop make beef stew today shop reasonable catch eye
205,205,Speaker 2,F,00:59:59,
206,206,Speaker 5,M,01:00:03,bargain
207,207,Speaker 2,F,01:00:04,sort
208,208,Speaker 4,F,01:00:06,clearance bargain buy good stuff
209,209,Speaker 3,F,01:00:14,put freezer
210,210,Speaker 1,F,01:00:16,delivery found difficult guy door dump floor short timescale turn kind shopping stressed kind yank thing house chucking stuff rushing
211,211,Speaker 5,M,01:00:48,give thing
212,212,Speaker 1,F,01:00:50,giving helpful
213,213,Speaker 5,M,01:00:55,colour laugh
214,214,Speaker 1,F,01:01:07,food shopping personal
215,215,Speaker 3,F,01:01:11,socialising people
216,216,Speaker 4,F,01:01:14,thing live spend amount delivered
217,217,Speaker 4,F,01:01:22,twenty
218,218,Speaker 4,F,01:01:26,born food necessarily looked shopping basket trolley judgemental umm laugh
219,219,Speaker 4,F,01:01:38,
220,220,Speaker 1,F,01:01:40,shop feel guilty buying bottle wine local op
221,221,Speaker 2,F,01:01:46,
222,222,Speaker 1,F,01:01:47,hold low alcohol laugh
223,223,Speaker 2,F,01:01:51,clock morning laugh
224,224,Speaker 5,M,01:02:57,knowledge big knowledge knowing information
225,225,Speaker 5,M,01:03:04,heard
226,226,Speaker 2,F,01:03:13,internet village parish council find web page internet
227,227,Speaker 4,F,01:03:24,talking age internet great mother 80 blind bought mobile phone
228,228,Speaker 4,F,01:03:49,worth
229,229,Speaker 1,F,01:03:52,socialisation
230,230,Speaker 3,F,01:03:53,knowledge social service facility
231,231,Speaker 5,M,01:04:07,65
232,232,Speaker 2,F,01:04:08,community group
233,233,Speaker 1,F,01:04:12,physical thing
234,234,Speaker 1,F,01:04:19,people big problem actual physicality house live keeping good repair suitable
235,235,Speaker 2,F,01:04:31,maintenance
236,236,Speaker 1,F,01:04:32,describe maintenance adaptation property living
237,237,Speaker 2,F,01:04:40,bath stair
238,238,Speaker 2,F,01:04:58,
239,239,Speaker 1,F,01:05:10,transport
240,240,Speaker 2,F,01:05:17,mention sort loss car loss independence
241,241,Speaker 5,M,01:05:22,transport
242,242,Speaker 1,F,01:05:23,mm
243,243,Speaker 3,F,01:05:33,knowledge
244,244,Speaker 1,F,01:05:35,physical
245,245,Speaker 5,M,01:05:38,
246,246,Speaker 3,F,01:05:39,
247,247,Speaker 1,F,01:05:39,social informational thinking kind brick mortar type physical environment
248,248,Speaker 4,F,01:05:49,shopping shopping big
249,249,Speaker 2,F,01:06:05,physically
250,250,Speaker 6,M,01:06:08,mobility mhm moving transporting thing mobility
251,251,Speaker 1,F,01:06:24,physical capability
252,252,Speaker 6,M,01:06:27,loved knowledge guy talked physical fit amazing
253,253,Speaker 1,F,01:06:43,run regular newsletter regular update community centre physical sense people community worker age concern housing provider
254,254,Speaker 3,F,01:07:02,lot
255,255,Speaker 1,F,01:07:05,kind physical environment agency
256,256,Speaker 6,M,01:07:10,information centre
257,257,Speaker 2,F,01:07:12,gp surgery demographic
258,258,Speaker 5,M,01:07:26,learn job
259,259,Speaker 2,F,01:07:36,make life easier knowing sort grab handle door struggling front door
260,260,Speaker 3,F,01:07:50,information important lady moved wrong house realised heating bill
261,261,Speaker 1,F,01:07:59,bless
262,262,Speaker 3,F,01:07:59,freezing cold winter hospital hypothermia bad information
263,263,Speaker 1,F,01:08:10,frightened put
264,264,Speaker 3,F,01:08:12,extra money realise talking information told end
265,265,Speaker 1,F,01:08:32,good job explaining guess
266,266,Speaker 3,F,01:08:40,maintenance house keeping warm
267,267,Speaker 1,F,01:09:23,helpful gadget love gadget
268,268,Speaker 3,F,01:09:31,meet sister load stuff hospital doctor social worker found lot stuff
269,269,Speaker 1,F,01:09:52,gadget adaptation physically stay environment
270,270,Speaker 4,F,01:09:59,independence
271,271,Speaker 1,F,01:10:04,handrail versus moving home quick win
272,272,Speaker 3,F,01:10:10,flat person lived wheelchair
273,273,Speaker 1,F,01:10:28,cat love cat
274,274,Speaker 3,F,01:10:30,dangerous older trip stair stair straight avoid top bottom boom back
275,275,Speaker 1,F,01:10:46,rid cat
276,276,Speaker 3,F,01:10:49,laugh
277,277,Speaker 1,F,01:10:50,love cat
278,278,Speaker 5,M,01:10:51,company
279,279,Speaker 1,F,01:10:53,company
280,280,Speaker 1,F,01:11:00,found cat died felt care routine life left breakfast hmm routine kind thinking company routine sense
281,281,Speaker 5,M,01:11:32,worry
282,282,Speaker 1,F,01:11:33,found hard died felt house felt house home felt missing struggled find routine
283,283,Speaker 5,M,01:11:53,die
284,284,Speaker 1,F,01:11:56,november
285,285,Speaker 5,M,01:11:57,
286,286,Speaker 1,F,01:12:00,rob ready
287,287,Speaker 5,M,01:12:05,home
288,288,Speaker 3,F,01:12:07,kitten
289,289,Speaker 3,F,01:12:09,kitten
290,290,Speaker 3,F,01:12:12,allowed pet pet
291,291,Speaker 1,F,01:12:17,difficult
292,292,Speaker 3,F,01:12:19,tying
293,293,Speaker 4,F,01:12:21,birthday worry
294,294,Speaker 3,F,01:12:29,problem moved barbican
295,295,Speaker 3,F,01:12:35,tying mother hard good neighbour
296,296,Speaker 1,F,01:12:52,pet important long distance travelling longer period time
297,297,Speaker 3,F,01:13:06,waiting kirsty home dog dog sit grand dog liam born manchester
298,298,Speaker 3,F,01:13:29,stair lift lot people live story house stair lift physical adaptation mobility stair lift mobile upstairs bring
299,299,Speaker 5,M,01:13:56,adaptation
300,300,Speaker 6,M,01:13:59,broad category
301,301,Speaker 1,F,01:14:02,thinking pet important people important
302,302,Speaker 4,F,01:14:10,dog dog cat sense unhappy
303,303,Speaker 1,F,01:14:21,cat care unhappy
304,304,Speaker 3,F,01:14:30,dog reliant owner cat dependent
305,305,Speaker 1,F,01:14:36,suppose dog long massive great big dog feed exercise rason push exercise
306,306,Speaker 3,F,01:14:56,space park lot
307,307,Speaker 4,F,01:15:01,live barbican green space sea rubbish seagull laugh
308,308,Speaker 5,M,01:15:16,nice
309,309,Speaker 3,F,01:16:14,thing find supermarket cater single people buy big buy big tin small tin tomato thing necessarily catered single people
310,310,Speaker 4,F,01:16:35,buy small tin cheaper buy big tin
311,311,Speaker 1,F,01:16:47,holiday restaurant uncomfortable experience sit coffee shop sit restaurant restaurant table remember expression sit chat
312,312,Speaker 6,M,01:17:14,shared table
313,313,Speaker 1,F,01:17:16,scheme notice table community coffee table sit prepared sit chat kind thing cup coffee feel good drinking pretend reading
314,314,Speaker 3,F,01:17:41,time eat nice
315,315,Speaker 1,F,01:17:51,difficult cook home feel place didn feeling dear
316,316,Speaker 3,F,01:18:08,older harder make friend friend moved passed sort thing make friend hard
317,317,Speaker 4,F,01:18:24,left home family friend 30 year ago husband split moved plymouth daughter eldest daughter find hard forty moved plymouth find hard lot friend army environment big family left home moved friend sutherland friend people grew family
318,318,Speaker 1,F,01:19:15,lose partner divorce die lose half friend
319,319,Speaker 4,F,01:19:27,lose half family
320,320,Speaker 1,F,01:19:29,couple family friend person reason suddenly include thing grandchild thing
321,321,Speaker 4,F,01:19:42,family supportive close kid kid basically friend hazel friend haven family nice
322,322,Speaker 5,M,01:20:20,compared china culture elderly respected live house social connection britain lost lot century
323,323,Speaker 3,F,01:20:39,care home system
324,324,Speaker 4,F,01:20:43,family drop heart needed meet
325,325,Speaker 1,F,01:20:54,family left living end lot prejudice older people lot assumption older people putting activity put music find war song people
326,326,Speaker 1,F,01:21:19,laugh teen listening stuff sixty idea hit 50 talk war knind
327,327,Speaker 3,F,01:21:36,mention elvis presley laugh
328,328,Speaker 1,F,01:21:41,hit age physically deteriorated mentally deteriorated
329,329,Speaker 4,F,01:21:48,child brought listening disco love disco grandchild grow horrible music music child
330,330,Speaker 1,F,01:22:10,allowed sense older allowed music allowed clothes shopping shop buying clothes mark spencer buying suitable age
331,331,Speaker 5,M,01:22:35,kind interesting stuff older younger valued
332,332,Speaker 3,F,01:22:49,young eldest bos changed annoys
333,333,Speaker 1,F,01:23:01,interesting older find people telling work lot younger ummm laugh
334,334,Speaker 3,F,01:23:13,respect mother 61 year losing control kid rule roost adult
335,335,Speaker 5,M,01:23:42,put foot
336,336,Speaker 3,F,01:23:43,laugh
337,337,Speaker 3,F,01:23:43,thing find good technology daughter
338,338,Speaker 3,F,01:24:02,thing barrier older people technology thing sleeping airline banking online sort stuff thing phone age
339,339,Speaker 3,F,01:24:26,rotten phone call money
340,340,Speaker 1,F,01:24:29,scammer
341,341,Speaker 3,F,01:24:30,scammer sort thing understand environmental problem
342,342,Speaker 5,M,01:24:36,big social thing facebook stuff
343,343,Speaker 3,F,01:24:40,properly talk anymore phone nasty thing people feeling hmm face face terrify person
344,344,Speaker 1,F,01:24:57,thing technology coffee shop day spend awful lot coffee shop app working counter point app working app app work love talk working older hair grey immediately assumed app working
345,345,Speaker 3,F,01:25:39,hazel young
346,346,Speaker 1,F,01:25:43,
347,347,Speaker 3,F,01:25:43,past
348,348,Speaker 1,F,01:25:45,bad day laugh
349,349,Speaker 1,F,01:25:49,condescending raising voice speaking
350,350,Speaker 1,F,01:26:05,found upsetting reminded people people assumption end missing thing treated people made judgement decided person capable offer opportunity
351,351,Speaker 3,F,01:26:35,bus younger person sit idon sit stand laugh
352,352,Speaker 4,F,01:26:46,eldery person give seat people sat lady man move
353,353,Speaker 1,F,01:27:07,medium negative attacked street run marathon age 50 run marathon mugged pa 50 deal 73 mugged amazing man 81 run marathon thing culture
354,354,Speaker 3,F,01:27:35,mugged nice
355,355,Speaker 1,F,01:27:36,imagine people perception thinking people age
356,356,Speaker 3,F,01:27:46,give confidence
357,357,Speaker 1,F,01:27:48,make start thinking supported environment safe
358,358,Speaker 1,F,01:28:01,frightening
359,359,Speaker 4,F,01:28:24,plymouth community home brilliant fault people put mentioning hazel talking good
360,360,Speaker 3,F,01:28:52,person person learn people person family
361,361,Speaker 4,F,01:29:08,move booklet do don t waht helpful reckon lady told moved told property told pay payment understand lady told
362,362,Speaker 4,F,01:29:45,sit cold
363,363,Speaker 5,M,01:29:48,missed told thing remember
364,364,Speaker 3,F,01:29:57,place frightened suppose worried people
365,365,Speaker 1,F,01:30:05,sit cold
366,366,Speaker 3,F,01:30:07,thought cover wanted
367,367,Speaker 3,F,01:30:12,blood blood low
368,368,Speaker 4,F,01:30:17,people put heating understand put heating
369,369,Speaker 3,F,01:30:21,thought pay extra top
370,370,Speaker 4,F,01:30:25,
371,371,Speaker 3,F,01:30:26,told heating included told thought pay extra top place warm
372,372,Speaker 5,M,01:30:38,thinking social group club holding people back kind thing fact make friend laugh generally good good people encouraged
373,373,Speaker 1,F,01:31:01,thing people encouraged mix age intergenerational stuff patronising thing young people basket food
374,374,Speaker 3,F,01:31:16,love mixing elderly
375,375,Speaker 1,F,01:31:19,thing lunch club start age reinforces lot kind
376,376,Speaker 5,M,01:31:36,creating family suppose
377,377,Speaker 1,F,01:31:38,absolutely
378,378,Speaker 3,F,01:31:39,lucky generation 60 20 year ago age talking sixty older people weird scrapping 60 year back lucky infrastructure free national health sort thing lucky living longer past care home day
379,379,Speaker 4,F,01:32:18,thing past plastic pollution plastic bag young paper bag
380,380,Speaker 4,F,01:32:32,grease proof paper wrap ham put brown paper bag stuff stop generation
381,381,Speaker 1,F,01:32:57,physical barrier plastic packaging fruit day pull
382,382,Speaker 3,F,01:33:01,arthritis hand
383,383,Speaker 1,F,01:33:09,pretty funny put back paper bag
384,384,Speaker 5,M,01:33:12,tv big social friend people
385,385,Speaker 4,F,01:33:17,wouldn live telly
386,386,Speaker 1,F,01:33:20,tv regular channel thing netflix prime
387,387,Speaker 5,M,01:33:27,people access guess friend corner coming
388,388,Speaker 4,F,01:33:32,noise taking noise background talking
389,389,Speaker 1,F,01:33:38,time watching news background
390,390,Speaker 5,M,01:33:46,gogglebox
391,391,Speaker 1,F,01:33:48,funny
392,392,Speaker 5,M,01:33:49,watch feel chat friend kind social contact weird
393,393,Speaker 3,F,01:34:13,staff staff contact
394,394,Speaker 4,F,01:34:18,child
395,395,Speaker 3,F,01:34:22,child plymouth london
396,396,Speaker 4,F,01:34:25,daughter daughter granddaughter daughter granddaughter
397,397,Speaker 1,F,01:34:39,rob
398,398,Speaker 3,F,01:34:42,
399,399,Speaker 1,F,01:34:44,ring christine
400,400,Speaker 3,F,01:34:48,eye simply knock door
401,401,Speaker 4,F,01:34:58,people make friend neighbour hmm live friend 70
402,402,Speaker 3,F,01:35:12,rely younger generation older
403,403,Speaker 4,F,01:35:20,child
404,404,Speaker 1,F,01:35:23,people enjoyed zoom message call video call
405,405,Speaker 4,F,01:35:28,
406,406,Speaker 5,M,01:35:30,prefer face face
407,407,Speaker 3,F,01:35:31,group lovely
408,408,Speaker 1,F,01:35:33,prefer face face generally find technology aggravating
409,409,Speaker 3,F,01:35:41,find rude
410,410,Speaker 5,M,01:35:43,hmm interaction fluid
411,411,Speaker 3,F,01:35:49,tablet screen
412,412,Speaker 5,M,01:35:56,mind
413,413,Speaker 1,F,01:35:58,found loved lockdown online access aladdin cave online people teaching thing giving content involved
414,414,Speaker 5,M,01:36:25,facebook
415,415,Speaker 1,F,01:36:28,wouldn
416,416,Speaker 5,M,01:36:29,bit phobic technology
417,417,Speaker 1,F,01:36:32,dance class people australia week ballet class royal ballet school weekly lesson lady london start taking weekly lesson guy washington
418,418,Speaker 5,M,01:36:49,topic
419,419,Speaker 1,F,01:36:53,ballet class washington
420,420,Speaker 5,M,01:36:57,bar
421,421,Speaker 1,F,01:36:57,bar bar mirror mirror
422,422,Speaker 1,F,01:37:13,social group group dancer germany flood couple week ago koblenz kind check lady give bit support encouraging
423,423,Speaker 3,F,01:37:29,older eyesight good cataract order good hear people talk
424,424,Speaker 1,F,01:37:44,medicine advancing technologically wise time cataract afternoon cataract pop
425,425,Speaker 4,F,01:37:59,
426,426,Speaker 1,F,01:37:59,
427,427,Speaker 3,F,01:38:03,hope mum macular degeneration ll cataract deep
428,428,Speaker 1,F,01:38:20,hoping steve austin million dollar man replaced
429,429,Speaker 3,F,01:38:38,cataract close black cataract week ago colour fuzzy
430,430,Speaker 1,F,01:38:52,bit worry national health service older scary thing health service ve ve benefited
431,431,Speaker 3,F,01:39:13,sister carer sunderland northeast live speak time speak day home daughter lot spend half time daughter carer mother
432,432,Speaker 1,F,01:39:47,mentioned earlier dementia dementia lost social connection mentally
433,433,Speaker 4,F,01:40:06,memory good rely online banking online trouble
434,434,Speaker 4,F,01:40:36,family
