,Text,Happy,Angry,Surprise,Sad,Fear
51,I look after my grandchildren all the time because my daughter works. So and now it's a six weeks holidays.,0.0,0.0,0.0,0.0,1.0
52,"You're a busy, girl.",0.0,0.0,0.5,0.0,0.5
53,"Yeah, but I've always been a giver. I'm not a taker, so. Me too. Anything you can do to help someone, I will.",0.0,0.0,0.5,0.5,0.0
54,"it's like my next door neighbours through lockdown. The wife has got really serious cancer and treatments doctor in lockdown. And so I did their shopping. I mean, I only ordinarily do shopping once a month, but they like best weekly because it does. So I was coming into Plymouth every week to do the shopping because I had to be in Lidl's, so I held my breath go into Lidl's.",0.0,0.0,1.0,0.0,0.0
55,"Phew! I'm home. So it was really stressful. I don't want to get this disease. Yeah. So that was, you know, it was just nice to be able to do things for them. But then he's a builder. And so he reciprocated by building us a porch, when I gone shopping and you said, Well, you're not going to be there, so I'll go and do your front porch. So I came back and it was almost finished that way. Wow!",0.08,0.08,0.5,0.08,0.25
56,"So, yeah, yeah, I think, yeah, that scares me having people look after me and not the other way around.",0.0,0.0,0.5,0.5,0.0
57,"Yes, definitely.",0.0,0.0,0.0,0.5,0.5
58,I don't want to be looked after.,0.0,1.0,0.0,0.0,0.0
59,I'm too independent for that.,1.0,0.0,0.0,0.0,0.0
60,And they wouldn't it do it right anyway.,0.0,0.0,0.0,0.0,1.0
61,Of course not.,0.0,0.0,0.0,0.0,0.0
62,Cooking for start. You see it is a theme here.,0.0,0.0,0.0,0.0,0.0
63,"Cooking, cleaning. just do everything that you normally do. That person does, you know,",0.0,0.0,0.0,1.0,0.0
64,"and you have to be grateful as well. Yeah, which I don't want to be.",0.5,0.5,0.0,0.0,0.0
65,I'm going to be really miserable. Oh yeah.,0.0,0.0,0.5,0.0,0.5
66,But to be beholden to anybody.,0.0,0.0,0.0,0.0,0.0
67,"Because you have to be grateful that somebody is coming and doing it and they have their way of doing it. But you have your way of doing things and it's like, I don't want it, I want it done how I want it, but I'm just going to have to accept. And again, that just adds, and I think I'll probably end up quite low and depressed thinking, Yeah, I didn't have the control of anything.",0.08,0.08,0.33,0.33,0.17
68,"Yeah, you have to compromise all the time, isn't it? Yeah, yeah.",0.0,0.0,0.0,0.0,0.0
69,you're quite easygoing.,0.0,0.0,0.0,1.0,0.0
70,"Yeah, I still look after my children, even though my eldest is thirty nine next month and my youngest is 31, I still look after them, you know? Mm yeah, it'll be hard. Like I said, Lara said, she's going to be looking after me. That's my eldest. So be hard for me not being able to look after her because I still do.",0.0,0.33,0.33,0.17,0.17
71,What if she moves away? What if she immigrated to Canada?,0.0,1.0,0.0,0.0,0.0
72,She should take me with her,0.0,0.0,0.0,0.0,0.0
73,"What if you were in a position where your children weren't the people caring for you, like strangers?",0.0,0.0,0.0,1.0,0.0
74,"Yeah, because I've got four children and my girls are here. My boys have moved away. So, yeah,",0.0,0.5,0.5,0.0,0.0
75,Because not everybody has their family.,0.0,0.0,1.0,0.0,0.0
76,"Yeah, yeah, I know that.",0.0,0.0,0.0,0.0,0.0
77,And not everybody has a family whose wants to or able to look after them. yeah. Hmm.,0.0,0.0,1.0,0.0,0.0
78,"It's about trusting a stranger, isn't it?",0.0,0.0,0.0,0.0,1.0
79,"??? trust anyone because I've got a life of people all my life and just trust in it takes a long time. I can be with a group of people in the community room, but I don't have to be friends with them, I don't have to associate, I can come straight back into my room.",0.08,0.0,0.17,0.17,0.58
80,"Yeah, that's your sanctuary, isn't it? It's your safe place. Yeah. And yeah, and it's invading your personal space.",0.0,0.0,0.0,0.0,1.0
81,Shopping.,0.0,0.0,0.0,0.0,0.0
82,"Oh, blimey, no!",0.0,0.0,1.0,0.0,0.0
83,I would go shopping for everyone.,0.0,0.0,0.0,0.0,1.0
84,"See mine is still at the top, like gardening and doing exercise. Yeah, that's really, that's my life.",0.0,0.0,0.5,0.25,0.25
85,"Yeah, mine is dancing because that's all I do outside of work. But equally, I would find it really difficult if I had any visual impairment as I got older because I think there's so much that I do that would be totally different.",0.0,0.0,0.29,0.14,0.57
86,"and I don't know. Obviously, I would learn I would adapt, but I would find that really difficult journey to sight loss. Hearing loss, maybe I could deal with a little bit better, but I would find sight loss a really big issue to deal with.",0.0,0.0,0.38,0.12,0.5
87,"Yeah, ditto because I'm aware, you know, I get dry eyes now all the time and that drives me mad. Yeah. It's not something that they can fix.",0.0,0.33,0.0,0.33,0.33
88,"Yeah, my mom's got that muscular degeneration. So she's not completely blind. It's just a false. And she gets really upset because obviously the past six and a half years I became, I became a granny with my eldest do seven in October, and there is one on the way and every time I go home, I'll take pictures of them. And she gets really upset because she can't see them",0.0,0.0,0.29,0.29,0.43
89,"But it takes so much away, doesn't it? You can't read, you can't do puzzles, you can't watch films, you can't look at photographs with your loved ones.",0.14,0.14,0.43,0.14,0.14
90,"Yeah, yeah. My mom used to read every night before she went to bed. She has those tapes now. Audio tapes? Yeah. She used to love bingo.  Yeah, she used to be at the bingo five times a week. And she can't. She can't now so ...",0.17,0.33,0.33,0.0,0.17
91,"Yeah, yeah. I think I like taking photos as well. And so that be hard, you know, you can have the autofocus, but it's nice sometimes to just do it again and due to what you will and I do take photos now without my glasses, but I know it's getting harder. Yeah. And I don't want to have contact lenses to make it easier because I just can't stand the thought of putting something in my eyes. And so even at that, that would be awful if I, you know, so I love walking on the moors to the live on the moors and taking photos to babysit. To have those two things taken away from me.",0.12,0.19,0.38,0.12,0.19
92,"That's a combination of loss, I've lost one thing but it is accurate loss of  ... I like watching people what I like to sit in a coffee shop and watch people and what's going on around me. Because it's sometimes makes me feel less isolated just seeing life around me. But again, if I couldn't do that, yeah,",0.0,0.0,0.3,0.3,0.4
93,"I know my two. When they were little, we used to make up lives of people doing that. We'd sit and eat. Shall we make up thier lives? What do you think of that? She is a spy? Yeah, well, yeah, right.We give them a really, really interesting lives, they might have them but yeah, so?",0.11,0.11,0.33,0.22,0.22
94,"To yourself, I hope.",0.0,0.0,0.0,0.0,1.0
95,I've got these calls all the time .,0.0,0.0,0.0,0.0,0.0
96,"Oh, that was 2010. Go away.",0.0,1.0,0.0,0.0,0.0
97,"yeah, that's one of my hobbies is walking, even though that I can't do. I used to go walking every day.",0.33,0.0,0.0,0.67,0.0
98,"So out of that list walked on the kind of the general. We think of the top three, the.",0.33,0.0,0.67,0.0,0.0
99,"Oh, Yeah. Exercise, yeah. Yeah. So exercise self-care.",0.0,0.0,0.0,1.0,0.0
100,"Watching TV, I love  to sit down and watch TV. Yes, TV, I like all the soaps.",0.25,0.0,0.5,0.25,0.0
101,Yeah. Depending on your cooking skills. Laughs...,0.0,0.0,0.0,0.0,0.0
102,Probably taking care of myself,0.0,0.0,0.5,0.0,0.5
103,"we've got self care. Yeah. Yes, socialising, because it would be awful to be in a totally isolated, wouldn't it?",0.0,0.0,0.0,0.2,0.8
104,"See, I like being on my own Sometimes.",0.0,0.0,0.0,0.0,0.0
105,"Yeah. I go to my church every Sunday, and if it weren't for getting a lift there, I like socialising with them, it's a smaller group and it's more like a family. It's not a great big church and it's nice once a week or we go out for a meal, you know, so there is a certain amount of socialising.",0.29,0.0,0.57,0.0,0.14
106,"Yeah. Just maybe just meeting other people in general in what however, you like to do it. If you know if it's going to the cinema with friends, go for a meal with people",0.33,0.0,0.33,0.0,0.33
107,in this is like socialisation?,0.0,0.0,0.0,0.0,0.0
108,Even going to work is in a way.,0.0,0.0,0.0,0.0,1.0
109,"I don't mind being on my own but if I was on my own all the time, I wouldn't like it, because obviously I'm busy with my grandchildren and sometimes I just like to be at home on my own doing nothing. But if I didn't have that, I probably wouldn't like it.",0.0,0.33,0.0,0.22,0.44
110,"I mean, obviously during this time, I've talked to a lot of people who do live alone, and maybe the one Zoom call that I do with them a week is the only contact they have.",0.0,0.0,0.0,1.0,0.0
111,"Oh, that's frightening.",0.0,0.0,0.0,0.0,1.0
112,"Yeah. And I think, yeah, when I start thinking about it, it reminds me actually how terrifying that must be, you know, not having any contact andnot being able to speak to anyone. And I think we've all seen it, haven't we? The, you know, an older person at the checkout in a supermarket and just chatting to the cashier. And especially if you're in a rush to get back to work or something or go somewhere, you like the for goodness sake, you know, just move along. But in the back of your mind, you know, that may be the only current contact that person must have. So I think that we can be quite flippant about socialising because we get it. Yeah, yeah. But I can't begin to imagine how how debilitating it is if if literally you get up and there's no one and you go to bed and you've spoken to no one in, that happens day.",0.13,0.07,0.47,0.07,0.27
113,"Also, you may not have the physical ability to get out and meet new people or the confidence to just turn up to something and can't join this club or something that must super frightening.",0.0,0.0,0.2,0.2,0.6
114,"Where I live in community homes. We do take care of each other and the staff family. And if they're not, there is always somebody there if you need. You know, I'm helping people. Yeah, I'm helping people and people will help me. Yeah, it's needed. So you don't see each other for a couple of days before. Oh, and go and look at shopping. So I'm lucky that I'm there.",0.25,0.0,0.5,0.25,0.0
115,"Yeah, absolutely. I mean, I've lived in my house since 1988, and I still don't know the neighbours.",0.0,0.0,0.0,0.5,0.5
116,"Yeah, well, I know them, but we don't talk to each other. Yeah, yeah. I mean, nobody talks to each other at all.",0.0,0.0,0.0,0.0,0.0
117,"Yeah, it's like I live on the Barbican and some of the some of the neighbours are lovely. Others don't even bother with you. You know, I'm always like this: "" Hello, good morning"" but I'm like that.",0.5,0.0,0.0,0.25,0.25
118,"They are looking at you like you're strange. Yeah, yeah.",0.0,0.0,0.0,0.0,0.0
119,"I mean, I think it's the world we're living in now.",0.0,0.0,1.0,0.0,0.0
120,"Yeah, yeah. But like I say, I know a lot of people where I live so, you know, I'm never on my own. and there is always someone there.",0.0,0.0,0.33,0.67,0.0
121,"But now what if I say do, too, and that is the only contact I know we get it a lot. And I know you like your teams, but you were phoning people on their own when, you know, through lockdown. Yeah, and you said the same team.",0.0,0.0,0.67,0.33,0.0
122,Yes. Yes.,0.0,0.0,0.0,1.0,0.0
123,"Um, and we would get leaseholders as well, like I did. We we don't find them like you would for tenants. But you know, when we're speaking with our like more elderly leaseholders, you can't get them off the phone. And it's just they just want to talk and talk. And oh, we really, really something. Don't be sorry. That's fine with us. Somebody else will pick up the phone to somebody else is. You know, it's just ...",0.12,0.0,0.25,0.25,0.38
124,"And I think sometimes it's not your problems. You don't necessarily want to talk to other people about your problems. But it's when something funny or something really positive has happened to you. You want to share with someone and then it's like, Oh, oh, I can't tell anyone and I've got nobody to tell my good news to, you know, that must be really difficult.",0.11,0.0,0.44,0.22,0.22
125,"And again, I suppose, you know, it's all about being going, losing your eyesight, maybe losing your hearing. Then when you don't have that communication, you know, that must be quite isolating as well.",0.0,0.0,0.0,0.5,0.5
126,"You know, it is still used as a punishment.So that just goes to show that, doesn't it? That's how you punish human beings and actually isolate them. Yeah, yeah.",0.0,0.0,0.33,0.0,0.67
127,Yes. And that's an understatement.,0.0,0.0,0.0,1.0,0.0
128,"I'm an ex smoker and I, you know. But I smoked until just after the pop started to stop you, and I used to be outside every five minutes up in smoke if I. So I do understand when you want a cigarette? Yeah.",0.0,1.0,0.0,0.0,0.0
129,Did they say that all the most important meetings go on in the smoking area?,0.33,0.33,0.33,0.0,0.0
130,All the big decisions are made.,0.0,0.0,0.0,0.5,0.5
131,"Yeah, I guess you can just pretend, you know, one of those candy ones we used to have when we were little.",0.0,0.0,0.5,0.0,0.5
132,Oh the worst one is opening a tin,0.0,0.0,0.0,0.5,0.5
133,O Jar Jar. Oh yeah.,0.0,0.0,0.0,0.0,0.0
134,"I think everyone knows what kind of problem. I know, I know. Sometimes, you can get it open easily and other times, it's just won't. Yeah. Yeah. Bang it!",0.2,0.0,0.2,0.0,0.6
135,"You can get a gadget, though.",0.0,0.0,0.0,1.0,0.0
136,"My mom's got one to make it easier, but it's knowing that you can get that gadget , that's the thing.",0.0,0.0,0.5,0.5,0.0
137,"So I have very high ceilings in my house they are nine foot tall, so to actually change a light bulb needs a ladder. I also have one light bulb that hangs over the stairwell, which you have to get on top of a ladder. Somebody has to hold your legs and you have to lean over, Oh God, the drop to change the bulb. Oh no. And every time I have to do it, I am so terrified. And that's now. So if that light goes in the future.",0.0,0.0,0.38,0.38,0.25
138,It's going to say dark. Laughs,0.0,0.0,0.33,0.33,0.33
139,but it's the hallway light that lights the whole stairs. So then I would have no light in the stairs.,0.0,0.0,0.0,0.0,1.0
140,"Well, I I guess if I had the money to have somebody come and, you know, do the job. But yeah, that would need somebody quite... Because it will need scaffolding. Yes. Yeah. Yeah, because it's three floors high and the the one lights on three floors high and literally dangling over and you can see the floor and you're like ....",0.0,0.0,0.4,0.1,0.5
141,Get them on the wall.,0.0,1.0,0.0,0.0,0.0
142,"Yeah, but I was saying it's going to be quite an expensive job.",0.0,0.0,0.33,0.0,0.67
143,"I think any maintenance issue, isn't it? When you getting older that you can't do it yourself. You know, even like, you know, cleaning the windows outside, I can do it now, but you know, in the future,.",0.0,0.0,0.5,0.5,0.0
144,"And it's that balance, isn't it? between because I think one of the things that worries me about getting older and having a pension is not having enough money because I don't have resources. So if you can't do things for yourself or you have to have adaptations, you have to be able to pay for them. So if I'm on a small pension and I can't afford to pay to have things done in the house repairs or adaptations.",0.0,0.0,0.4,0.5,0.1
145,"But I think there are places you can go and they'll come out and do it for you. But you own your own home. So I don't have it works that way. Yeah, but I know people like my sister. She couldn't get in the bath, no more so they came out to put  the shower in, and she's got like a toilet. Yeah. So because she can't, she's on one of those walkers now.",0.0,0.0,0.25,0.5,0.25
146,"Yeah, maybe.",0.0,0.0,0.0,0.0,0.0
147,"That's what I meant, social services.",0.0,0.0,0.0,0.0,1.0
148,All depends how much money you 've got.,0.0,0.0,0.0,0.0,0.0
149,"And how serious your condition is becauseI might feel that my situation is serious, but somebody assessing me in a very formalised way.",0.0,0.5,0.0,0.0,0.5
150,"Social services may say, Oh, we don't think that you're needy enough.",0.2,0.0,0.2,0.2,0.4
151,"Yeah, yeah, I'm going to get a stool to sit on so that I can do peeling vegetables or cooking or anything like that. If I make the bed, I have to stop because of the pain in my back, so that  can take me hours, even put a hoover around. I have to stop, sit down place my back so that can take ages. So actually, I might need a cleaner.",0.0,0.29,0.14,0.29,0.29
152,"Yeah, and that's going to cost you. You know, and you have the resources. Yeah. And then again, that's somebody coming in your home that you might not want.",0.0,0.33,0.33,0.17,0.17
153,"Yeah, yeah.",0.0,0.0,0.0,0.0,0.0
154,"Yeah, yeah. And there is the pride as well, isn't it?",1.0,0.0,0.0,0.0,0.0
155,"Because my mom was the same. She didn't know she she had a pension, and that was it until she stopped going blind and social service came out, filled all these forms for her. She's getting fortune now.",0.17,0.0,0.17,0.17,0.5
156,"Yeah, but that is depending on somebody letting social services know.",0.0,0.0,0.0,0.5,0.5
157,"And my mom doesn't think that she should be entitled to it now. Well, if you're not entitled to take it off you.",0.0,0.0,0.0,0.33,0.67
158,"Yeah, yeah.",0.0,0.0,0.0,0.0,0.0
159,"I think also my house is designed for me at my health and my height and my capabilities. If any of those change, you know, I won't be able to reach the cupboards. I won't be able to get down, you know, if I were in a wheelchair or was having to use sticks to get around things that are simple now. Yeah, you know, would suddenly just be impossible to manage.",0.0,0.0,0.43,0.0,0.57
160,"So I mean, we've only got like a two story and not really high ceilings, but they're coming down the stairs. We've not got banisters because don't need banisters at the moment. And one of I actually. And we've got like one door the front door. To go out of that to get up to the main road to the path  we've about 12 steps. So again, like if I, you know, if my abilities gone. How would I get up those steps. Because you know my next door neighbour, he's got the cancer, her husband, she's got a mobility scooter now. And he took away the steps and put in a ramp. But it's like, Wow, it's a bit steep. I would say, mice, imagine, you know, going down it and disappearing down in the garden. wow..laughs",0.0,0.17,0.39,0.06,0.39
161,"So it's that, you know, all of that you think, Oh, so you like you can do all of these things now quite easily, but in years to come? Yeah, I saw those in it adapting your home to suit. Yeah.",0.0,0.0,0.5,0.25,0.25
162,"And shopping. You know, obviously, we go shopping. We take the car. If I wanted to get the bus, I would then have to maybe shop small every day because I'd have to walk back from the bus stop, which is close to the house. I wouldn't be able to carry much. And if I got a trolley, I wouldn't be able to lift the trolley onto the bus to get, you know, so I'd constantly be having to think about what do we need? What can I carry? How far do I have to carry aids? What shops can I still use?",0.29,0.0,0.14,0.0,0.57
163,"And if you're using a walking stick, you've got less.",0.0,0.0,0.0,0.0,1.0
164,"Yeah, yeah. And if you live remotely, sort of away from the city even harder because. You know, if you can't drive anymore. They're not necessarily bus services to where you want to go, when you want to go there. I said that makes it even harder as well. I mean, we've got like one little village shop we sell basic things, but they are expensive. Yeah, exactly. So, you know, like half a dozen eggs is just over two pounds woo. So again, if you want, you know, just a state pension, you know you going to be compromising your health because you you're doing without things. Because, yeah, because of that, you know? Yeah, I save the boiler break down. Heat is more important to you may be than have been a loaf of bread or some milk. I don't know. You know, you've prioritising what you do and don't need, isn't it?",0.07,0.13,0.27,0.2,0.33
165,"Yeah, yeah. Yeah, they were struggling during the pandemic, weren't they?",0.0,0.0,0.0,0.0,0.0
166,"For me, I like to go shopping myself, I hope not never happens to me because I love shopping.",0.5,0.0,0.0,0.0,0.5
167,"I like I like to my own food. Yes, because my my menu for the however long I've done my shopping is based on what I buy. Yeah. And if so, I'll be getting the bargains. Yes. Yes, special offers. And then that takes what you're making for the rest of the month.",0.0,0.0,0.3,0.5,0.2
168,"Lots of shops have shut down, like Debenhams, I'm gutted because I love that shop.",0.25,0.25,0.0,0.5,0.0
169,"With  home delivery you've got to rely on the products being good, especially fresh products.",0.5,0.0,0.0,0.5,0.0
170,"When you are in the supermarket, you see them going around with these big trollies and they just go on like they're picking it off the shelves.",0.0,0.0,0.0,0.0,1.0
171,"Yeah, I'm checking the day of expiry.",1.0,0.0,0.0,0.0,0.0
172,"I'm too fussy. I'm one of these people that if there's a row of them, it's like not the first one.",0.0,0.0,0.5,0.5,0.0
173,"And yeah, yeah, yeah, somebody's gonna take the first one. I have to get one from around the back. You know, I might go and shop and think I'm going to make beef stew today, and then I go in the shop and something else is more reasonable, or catches my eyes. So yeah,",0.0,0.2,0.4,0.2,0.2
174,"yeah, it's exactly what I do.",0.0,0.0,0.0,0.0,0.0
175,"Yeah, yeah, it's what it's sort of",0.0,0.0,0.0,0.0,0.0
176,"clearance. I like to look at bargains. Yeah, yeah. Well, I buy some good stuff.",0.5,0.5,0.0,0.0,0.0
177,"You can put it in the freezer, can't you?",0.0,0.0,0.0,1.0,0.0
178,"Yeah, I have had deliveries before, and what I found difficult is the guy comes to the door and dumps it down on the floor. And then you know that he's on a really short timescale. You know, he's got to turn around in so many seconds and and he's kind of like, you know, get your and get your shopping and you're like, Oh, really stressed that I'm going to kind of like yank everything out of this thing, and I wouldn't like somebody to come into the house and be just chucking stuff. Yeah, and then rushing off. So yeah, I don't know.",0.19,0.19,0.38,0.12,0.12
179,"Yeah, we've given you this instead. Did I ask for that? No. Why are you giving me that?  How is that helpful?",0.2,0.0,0.0,0.0,0.8
180,"Also, I think food shopping is quite personal, isn't it? Yeah.",0.0,0.0,0.5,0.0,0.5
181,And it's another way of socialising. You get to see people.,0.0,0.0,0.0,0.0,0.0
182,"Yeah, but the thing is, if you live on your own, you've got to spend a certain amount for it to be delivered.",0.0,0.0,0.5,0.0,0.5
183,Yeah. So get five over twenty five or whatever.,0.0,0.0,0.0,0.0,0.0
184,"Yeah, well, yes, that's right. I was born out of food and you're not going to necessarily be using that. Yeah. Have you ever looked in somebody else's shopping basket or trolley and been quite judgemental umm? Laughs",0.0,0.0,0.2,0.4,0.4
185,Yeah.,0.0,0.0,0.0,0.0,0.0
186,"And sometimes if I've got something in my shop, I always feel guilty. If I'm buying a bottle of wine, you know, my local co-op, I was like,",0.5,0.0,0.0,0.5,0.0
187,Does anybody know?,0.0,0.0,0.0,0.0,0.0
188,Yeah. And then I think I want to hold it up and go low alcohol. Laughs,0.0,0.0,0.5,0.5,0.0
189,"Okay, maybe. It's eight o'clock in the morning and I need it...Laughs",0.0,0.0,0.0,0.0,0.0
