,Text,Happy,Angry,Surprise,Sad,Fear
23,"Yeah, I didn't know they existed till I got one. Yeah. And I thought. And anybody struggling to get in and out of a bath of bullying about slipping falling in the bath. I mean, say we really, for me, a period in my confidence that started off with a bench going across the bath and I nearly went headfirst into the touch. And so I was at seven. Not we're not going to forget, you know,",0.0,0.09,0.27,0.18,0.45
24,"that period of time where we moved when I moved to now. Most of us got wet rooms. I think there's only one fly out the 34. It's got a bath. And their ideal for us, even if you only want a walking yeah, like I say, I was given that wheel chair just sat on that and it is quite comfy cushions say, you know, it's great.",0.14,0.0,0.57,0.0,0.29
25,Not for me?,0.0,0.0,0.0,0.0,0.0
26,"Yeah, that that bothers me because I have neuropathy means so don't feel heat straight away. Um, when I moved back in, I'm now four years ago, I was in a wheelchair. I'm in my bedroom. Very rarely wore it. Don't do this impression, but the important hello worked for me. I didn't have open air fryer and a small hub that was great while I was in the chair that was worried about leaning forward, bending down to get to the Oven. And even now I can bend down. Sometimes I can lose me balance, so it didn't bother me. And I think as I got older, personally that does concern me. You know, I've I lost me there like that. Be it, then I wouldn't be cooking takeaways. Yeah.",0.12,0.18,0.06,0.41,0.24
27,I like talking!,0.0,0.0,0.0,0.0,0.0
28,"Yeah, well, not at the moment, but stairs, perhaps at some point in the future.",0.0,0.0,0.5,0.0,0.5
29,"Yes. Well, also outside the house is two dozen stairs up from the road to the house, so maybe I'll have to move at some point.",0.0,0.0,0.5,0.5,0.0
30,"Oh, there will be no look area,.",0.0,0.0,0.0,0.0,0.0
31,"Transport is probably one chance for trying to get in and out because they can't use buses or taxis because I have difficulty trying to get into a door had trouble getting your car, you know? Yeah, and quite tall. Not quite as you bend, I've got back and hip problem. I can't kind of move properly. It's difficult with me. So is transport is a an issue.",0.1,0.4,0.0,0.1,0.4
32,"I'm glad you mentioned that because transport will be the top of my list. And the reason being that as long as I can get on a bus and I can celebrate it in a bus stop, I can see my children and one lives in Launceston. One lives in Woodbridge and two and a half hours on the bus. But the only problem I've got with buses are and get on the bus at the moment and get off. But. I've got a hopefully I can manage without a wee until I get to Bodmin.",0.12,0.12,0.12,0.12,0.5
33,pretty soon because it stops them enough above me for me to get out and have a pea that I've got to tell you this too.,0.5,0.0,0.0,0.5,0.0
34,"Yeah, yeah, no. I'm sure I could go all the way to Bodmin to do a wee, awfull.",0.0,0.0,0.0,0.0,1.0
35,"Yeah, I've already mentioned we're right. Yeah. You know, I've been since, you know, legally here.",0.0,0.0,0.0,0.0,1.0
36,"It's no, definitely not. But um. I think it's a good way of being in contact with people in families. I know it's nice to be together, but with everything we've gone through, you know, on Zoom or other social media, you can be your messenger through Facebook and it is good you can see your family talking to, you know, um,",0.3,0.0,0.3,0.1,0.3
37,"without it through your lockdown, you wouldn't have seen anybody that didn't have no children with anybody who didn't have that. You're isolated you",0.0,0.0,0.0,0.6,0.4
38,"thinking, Oh yeah.",0.0,0.0,1.0,0.0,0.0
39,"I mean, I think the said, I know it's unusual that the pandemic will take the effect on mental health as being. Of jobs,",0.0,0.0,0.75,0.0,0.25
40,"I struggle with it when I thought I had to isolate, because that meant taking early last year was to say isolate for 14 days. I struggled to quell my scooter to try to avoid everybody. Well, no shops open in town show free travel around there, but it can get scary as well. And I think I'm more scared now than it was last year, and I think it's because of the understanding of it about both the Jabs obsessive test yourself twice a week. But we have a great community where we live. We're lucky, we're very lucky, and we all realise that, um, we had nobody had the infection or anything like that, you know, the virus. So and we do sit downstairs. I'm not in the community when we weren't allowed to use that, but it's still sitting in the main entrance. You know, I don't",0.32,0.0,0.26,0.11,0.32
41,"do or out in the courtyard, you know, so we had the communication wasn't too bad for us. But if you look what your own in your own house and I think you're more isolated than I think communication right through technology is in really, you know.",0.0,0.0,0.43,0.14,0.43
42,"When some people can't drive a car, that's how you do notoriety before then. Once you try to ?  During lockdown I was stuck for two years. Yes. We just live in a bedroom and that's it is a shared house for four people. And I wouldn't go see it.",0.0,0.0,0.0,0.25,0.75
43,"And I just don't think even though we've got a community, we do face to face just in our reality now. You know, while they are still things like, do they really, I don't know what we would have done 40 years ago. I really don't, you know, so",0.0,0.0,0.43,0.43,0.14
44,"You know, I was very, very lucky at the very beginning. I had a heart bypass and my daughter took me up to Kent to stay with her. Unfortunately, not going to school. I was there, so she got stuck with me for three weeks, unfortunately. And you know, any excuse because they brought me back in time or had my first job in Kent and they brought me back to have a second one here. Uh huh.. I must be horrible. Well, it doesn't bother me. I mean, where I live, we don't have a community centre. We don't have anywhere we can go and talk. So I was in the courtroom every day, but I just didn't",0.12,0.06,0.12,0.47,0.24
45,"day. Yeah. Well, I'm lucky I live on the Hoe. Oh, so I've only I've only got to walk five minutes. I'm actually on the Hoe a life long live every day for a little walk and talk again. I mean, I used to see some of the neighbours, but. You know, we didn't mix.",0.5,0.0,0.17,0.0,0.33
46,"is the ones that couldn't get out in the community. I mean, there's the bungalows and we could see if we couldn't meet up with them and it was fun to see people there was certain neighbours that we had couldn't leave home. I don't blame them. And it could be that. And I love the interaction of people. But without Zoom and teams and all that, I well, I would recommend. Definitely. I mean, I wouldn't have been able to see my family without the internet.",0.18,0.0,0.09,0.27,0.45
47,I haven't got the internet or and I don't use the computer now just it doesn't bother me from the get go and don't bother me when I have to contact firms and they,0.0,0.0,0.0,0.0,1.0
48,"or doctors. Doctors, now that they are nightmares now because I'm trying to get hold on to an e-consult and if you're not on the internet now, for your prescriptions and contacting doctors. That is huge!",0.0,0.0,0.0,0.0,1.0
49,"yeah. Well, there again, I'm very lucky because when I want my prescription, I'll just bring up a little chemist in West Hoe and they they just routinely get it and they deliver it to me.",0.5,0.0,0.0,0.5,0.0
50,I hope they are not going to stopping that.,0.0,0.0,0.0,0.0,1.0
51,"Yeah, I'm very lucky.",1.0,0.0,0.0,0.0,0.0
52,"They've been very good press so of. I mean, I'm not with them, but some the our residents are yeah. And you know, I mean, that struggle. I don't even have to pay for my prescriptions. I got a text message from Boots's chemist because of pain and your prescription is ready for collection and closes the book. The booth came back only 10 minutes, you know? Yeah. So our customer, so we've been lucky like that.",0.67,0.0,0.17,0.0,0.17
53,How did you set that up?,0.0,0.0,0.0,0.0,1.0
54,"But I was with Lloyds in Devonport. Then when I moved, I told my doctor that my prescription is going to Boots. And at the start, I had to keep ringing up, ringing up, getting prescriptions that over now Boots supply for it, for me.",0.0,0.0,0.0,0.5,0.5
55,My surgery will let you know what.,0.0,0.0,0.0,1.0,0.0
56,"We won't now go back four years ago. You know, these are driving where we have all agreed for, you know what I need from when they need it. So, OK, OK.",0.0,0.0,0.0,0.0,1.0
57,And also this kind of forgotten health care.,0.5,0.5,0.0,0.0,0.0
58,"I forgot how my Doctor looks like,.",0.0,1.0,0.0,0.0,0.0
59,"Well, how can they see what you look like? It's only telephone.",0.0,0.0,0.0,0.0,0.0
60,"Yeah, that's my issue.",0.0,0.0,0.0,0.0,0.0
61,"and you know, especially with the chest problem, and it's a bit of a telephone consultation. And when I say it's a consultation, a conversation because you will only be hearing huh huh down the phone ...",0.0,0.0,0.75,0.0,0.25
62,from the phone down and you prevent even breathe.,0.0,0.0,0.0,0.0,1.0
63,"Well, I was just thinking of touch wood how fortunate I am at the moment. I did have a partner who has a lot of difficulties that you seem to have. Yeah, you make a good point. Most of your doctors, but all sort of organisations I wanted to get in touch about my television license. And there's no number to ring them. Very annoying. And yet I've done so well.",0.13,0.0,0.13,0.4,0.33
64,"You know, I mean, I tried to ring with William, and I try to ring them the other day, and I didn't find a number, My grand daughter found it on the computer and I rang them. Oh, you've come to the wrong place, you should go for hero.",0.25,0.0,0.25,0.0,0.5
65,"Yeah, I do get annoyed, really, don't you all?",0.0,0.0,0.5,0.5,0.0
66,"Yeah, yeah.",0.0,0.0,0.0,0.0,0.0
67,"Yeah, it is very hard for trying to communicate concretely for people. And I think that's where you get fed up. And I think some people just give up to try to communicate with them. The next thing to get electricity, to know why you're doing this, why are you doing that? And again, people get put under pressure. Well, you know, it's it's horrible. Yeah, it's I'm quite fortunate I do get your scam calls, you know, text messages from my provider BT. And if I'm not sure I ring BT up, you know, saggy pants and stuff like that, you know so well, a lot of people don't know how to do all lot, you know?",0.07,0.14,0.29,0.29,0.21
68,"I read about after quite a lot of our residents doing jobs for them and things like that. It's something in my nature. I would reward myself and I used to work for, Yeah, and I still do it now. You know, that's what keeps me going mentally. You know, without all that I don't know, I'll be there enough income of our party, you know?",0.0,0.0,0.12,0.25,0.62
69,"unless there is a  danger now if you were not switched on to the scam, they'll go and say, Oh, something with your back press one. As soon as you press one.",0.0,0.0,0.2,0.0,0.8
70,"Yeah, that's it. Yeah.",0.0,0.0,0.0,0.0,0.0
71,"And you do it automatically like the something with the police and comics, as you know in the show. Yeah. They will panic, you know, at the moment of screen time, and I don't think so. And. But I would think you'd be lucky, he said, just don't don't don't engage conversation with people. But people do! yeah, and they get caught and they lose an awful amount of money. There's people out there, though this is awful, awful evil creatures that know it. And again, just because everything is online or on the phone. That's how you get people's lives in danger for all this technology",0.07,0.0,0.14,0.43,0.36
72,"to do something very plausible, the people very and I sometimes tell our residents like I've had this scam call, if you get a scam call or they're asking you to BT again, we say my payment last month hasn't gone through and they take my details. Well, I've checked my bank statement. I know that it was paid, so I didn't have to do anything else. I just blocked the numbers. But they come back with different numbers",0.0,0.0,0.12,0.25,0.62
73,oh they did,0.0,0.0,0.0,0.0,0.0
74,"So it's it's never ended, and I don't think it will stop the way we're going to stop it.",0.0,0.0,0.0,0.33,0.67
75,There is a way for these big companies don't want to.,0.0,1.0,0.0,0.0,0.0
76,"You can't keep. Yes. Yeah. We have agreed to our place doing Taichi every Monday afternoon. I start doing it with them well, so a lot of them, our regulars, that they drifted off along with what your you can't be with the big group and this group called the Barbican legends, which there were a lot around the Barbican. They were coming in, doing this Taichi. It is very good for you.",0.1,0.0,0.3,0.3,0.3
77,"And it's a great way of being able to meet up with people. But at the moment it is not right to do. Um, I think they started it again and",0.25,0.25,0.25,0.0,0.25
78,"Yeah, for now we can't.",0.0,0.0,0.0,0.0,0.0
79,"That's right. Yeah, yeah, yeah. Yeah.",0.0,0.0,0.0,0.0,1.0
80,"So if I can just just go back three spaces. Somebody mentioned television licences. Now there's no getting away from the fact that television is very important to elderly people who are confined to their own home. Yeah, now I'm 82 soon be 83, and I've got a TV licence because they stop the free ones. And this week, for example, I got a message to renew my television licence, and I haven't done so because I got so annoyed that the millions and millions of people have not even done last year's licence. And yet, so I think because it's so important that elderly people have the facility legally to watch television, it ought to be sorted out.",0.33,0.11,0.22,0.22,0.11
81,"Yeah, I get mine to be renewed every year automatically, and I don't know why, because by the people I to.",0.0,0.0,0.0,1.0,0.0
82,"I don't mind paying, but I do expect other people to expect other people to pay.",0.67,0.33,0.0,0.0,0.0
83,"A little bit of back, some decent television.",0.0,0.0,1.0,0.0,0.0
84,"The repeat programmes, you could expect a double bill for your licence.",1.0,0.0,0.0,0.0,0.0
85,"Well, we'll just make one comment on digital communication. I didn't actually comment when it was discussed. I use a zoom, a great deal and sometimes that as many as 400 people can go on Zoom sessions from around the world little corners of the world had never heard of.",0.33,0.0,0.33,0.33,0.0
86,How do I use it?,0.0,0.0,0.0,0.0,0.0
87,"I use it for groups of which I am myself a member and the worldwide groups, and I use it for church activities, which I am a member. And I also use it digitally for communicating with my children with a portal, which is a magic machine. I just make telephone calls by saying to the television, Please ring Harry and Harry's on the television.",0.0,0.0,0.5,0.2,0.3
88,"I also wondered about that one. Well, I'd probably get it for my family. Well.",0.0,0.0,0.67,0.0,0.33
89,"So having said that, I'm not keen on it if I think about it deeply because it really does eliminate social interaction. Person to person, yes. So although I'm spot on a bit of a coward in a way, I use it. But. The back of my head says I don't really agree with this.",0.0,0.0,0.55,0.18,0.27
90,So it is both,0.0,0.0,0.0,0.0,0.0
91,I would say the pope was there on a big TV screen. You can see the state that was behind the screen and completely look like you got real bad luck.,0.14,0.0,0.14,0.57,0.14
92,I only got this because one of my kids bought it for Christmas.,1.0,0.0,0.0,0.0,0.0
93,Yeah.,0.0,0.0,0.0,0.0,0.0
94,"No, I think I said digital interaction. Um, communication is important, but there are still a lot of people that don't have that. They don't want to. You know, I'm. I got it for just over two years, and I'm still scratching the surface with it, um. People come to me and ask me. Because so wrong when we computed hello. No, but your son can work for the education services on I.T., you know? So, um, I'm more a practical person.",0.12,0.12,0.25,0.25,0.25
95,"Well, the way I've been thinking. I'm sorry and everything things down because I'm so used to doing it. It seems to be self-care, social interaction, and I guess it's not so magical. So it's self-care. And that breaks up into all sorts of activities, social interaction and medical and financial. Accessing those.",0.0,0.0,0.44,0.33,0.22
96,You're good.,1.0,0.0,0.0,0.0,0.0
97,"Do you think that a lot of people think a realise that you know about self-care, that is important",0.25,0.0,0.5,0.25,0.0
98,"exactly what is it? See, I use 40 words but two would do. Yeah, yeah.",0.0,0.5,0.0,0.0,0.5
99,All the different activities tells us that it's totally those,0.0,0.0,0.0,1.0,0.0
100,"same as activities, you know, even though it's essential to you. You know, I've got to have a bath. It's an activity or a shower. You know, it's an activity.",0.0,0.0,0.0,1.0,0.0
101,"But this session don't, isn't it?",0.0,0.0,0.0,0.0,0.0
102,"People say to me, Always enjoy what you do or enjoy doing what you do. I have got saving for life, and I'm fortunate to have that. Um? Well, so, I've seen people that hasn't, you know, people",0.5,0.0,0.17,0.17,0.17
103,"with it, isn't it? Two things of the three important things is some of the things you want to do, but there's some things you have to do of those, those three, all the activities you have to do. You have to look after yourself. What was the middle name again?",0.2,0.0,0.8,0.0,0.0
104,"So social, interactive. Yeah, your health and well-being is included in your social and stuff.",0.0,0.33,0.0,0.0,0.67
105,"Because there was no idea. OK. She's not confused. I'm lucky because all I do is to jump on the bus and go into town do some shopping there is this. I was used to thinking of reserves with that stuff. Yeah, yeah. Tuesdays I used to go for lunch at the church in Glenfield. That's yeah. Well, now I make myself go into water for a walk on the road or catch the bus in the town.",0.09,0.09,0.27,0.36,0.18
106,"and it's important. Yeah, if you talk about what's in the three top important things it's important to and yeah, I think I just think you're good.",0.5,0.0,0.5,0.0,0.0
107,"But I think the transport as a part of social interaction is vital. I mean, for example, I've got a son who's a copper in Launceston. Yeah. Now I'm going to hop on the bus right outside my door. No one from here to those tables that hop on the bus and I get off at Tesco's in Launceston, which is eight minutes for my son, he collects me in the car. Yeah, I'm just starting to get some of the best of Tesco's naturally, but",0.0,0.14,0.29,0.0,0.57
108,"then I'm fortunate I've got a car hold beloved for. I don't know what I do generally road some of the residents around to the garden centres that help yourself, you know, so I've got no taxis but waste money on taxis, you know that. So I enjoy getting out excuse to get out. And so that is important to me.",0.5,0.0,0.17,0.33,0.0
109,"Um, with transport going on that, yeah, I'm limited.",0.0,0.33,0.33,0.0,0.33
110,"Yes, you are.",0.0,0.0,0.0,1.0,0.0
111,"Yeah, yeah. But I mean, I'm pretty nifty getting on and off both the load, the ramp and stuff. Yeah, crashed of the south on the bus that we gloss over that. But it would be here if it's not on the bus route. There's only a certain type of taxi. I can have a map, but you probably yeah, it comes back to transport. It is huge.",0.08,0.23,0.23,0.0,0.46
112,"Yeah, yeah. Is there any approximation when you crashed on the bus I worked with was comedy, a nightclub, three buses in the depot.",0.0,0.0,0.5,0.0,0.5
113,"So I burst in because the crowds in the way that I went because it felt I felt pressured to do that and put the post goes quiet because I do like to use to drive. I do reverse parking and they'll go, Oh, you know, the flashing to the side? Yeah, something out.",0.0,0.0,0.0,0.56,0.44
114,"I don't know his picture post. You can't, you",0.0,0.0,0.0,1.0,0.0
115,"know, it's a self-drive 'cause people make up, they go off, right? And I had two arguments to have taxi drivers in Plymouth but I didn't hear. He started giving me a lot of, you know, doing that and I'll get off an engineering and technology made.You would think a lot about Typekit. I think more people are going to get hit by a car, but yeah,.",0.0,0.08,0.17,0.25,0.5
116,"They are know what you're saying, but it's all about climate change and people have to suffer with climate change and not just because of climate change. Electric cars, like you said, they're very quiet. I've never stepped out looking the wrong way, but you know, you don't ever call me, you know, so there's no",0.0,0.0,0.8,0.2,0.0
117,"way they can let you know I'll meet someone who's I've been down to the Did you come from home? Yeah, I'm going",0.0,0.0,0.0,0.67,0.33
118,"to say this about the guide dogs. All that because the guide dogs go by what they can hear. Yeah, yeah. So it's really massive. Yeah, yeah, yeah.",0.0,0.0,1.0,0.0,0.0
119,It's not been introduced.,0.0,0.0,0.0,0.0,0.0
120,"No, I know",0.0,0.0,0.0,0.0,0.0
121,what it's,0.0,0.0,0.0,0.0,0.0
122,"like coming otherwise three three years in this place. But in the Pines University here, 50 years ago, it's never, never",0.0,0.0,0.5,0.0,0.5
123,"been a polytechnic. Yes. Yeah, I think so. She's very down. That's all you need to know. Oh, yeah, yeah.",0.0,0.0,0.5,0.5,0.0
124,"But it was a complete idiot or not. One thing I miss is my driving licence and I can't drive. And I just let it lapse, like living in France and Belgium, and I didn't need one because this is I just never one of  ...",0.0,0.14,0.29,0.29,0.29
125,"Yeah, we're getting my driving licence back. It is not impossible that they have a point because I'm insulin dependent diabetic and had four heart bypass. I have cancer twice. They take all these medical things into account. And because you're over 80 years , You wait for years to get your driving licence, which is really going to make it hard to just renewed your degree and wouldn't have any problems in this country.",0.0,0.07,0.29,0.21,0.43
126,"When you think of how the world's changed in the past 80 years, it's just a man. Yeah, and frightening.",0.0,0.0,0.33,0.33,0.33
127,"Oh yes, totally.",0.0,0.0,0.0,1.0,0.0
128,"see these films that come out, you know, robots.",0.0,0.0,0.0,0.0,1.0
129,"But a very Victorian upbringing wouldn't even have electric vehicle guests if that oil lamps, no wireless or anything like that.",0.0,0.0,0.5,0.0,0.5
130,"it's kind of my generation now. You know, I mean, I can't imagine having a television since I was a toddler. But when microwave was coming you give me pause and think that now you feel like I can't give me that one?",0.17,0.0,0.33,0.17,0.33
131,"Well, my wife wouldn't have one she wouldn't use it to get the room microwave oven.",0.0,0.0,0.0,0.25,0.75
132,"Well, I think everyone was horrified.",0.0,0.0,1.0,0.0,0.0
133,"Well, I think we read you talk about radiation and not what you think. You find that you know what's going to happen.",0.0,0.0,0.67,0.0,0.33
134,We were worried about what's coming out of the Blue Submarine.,0.0,0.0,0.33,0.67,0.0
135,"So I went to my well, I spent most of her time in the spinning wheel to yeah, yeah, straight on the spinning room. And she was very well as well.",0.0,0.0,0.0,0.0,1.0
136,"And frankly, that was",0.0,0.0,0.0,1.0,0.0
137,"in an antique shop in the day and the end of the old toys. You know, and it's just like this spring on it and this little bobbing on it, you know, it was kids entertainment. Then, you know, and then you try and get a kid now like you one of them night that five year old knows how to use a computer about the knowledge. And it's. Oh yes. So I do have dyslexia, you know, so I struggle with things and not very retellings have to be told this is what you've got to do. Something finished telling me I've forgotten the first part. You know, so I don't know what going to be like in seventy years. I've no idea.",0.25,0.08,0.25,0.33,0.08
138,That that scares me. I want to run a self-drive car sitting in a car andI can't control the steering wheel which is moving along the motorway that terrifies me. I like to be in control.,0.0,0.0,0.0,1.0,0.0
139,"Well, we are in a way because we, you know, somebody at the front and control. You know that because that is",0.0,0.0,0.0,0.0,0.0
140,You don't know that on the docklands light rail that drives itself.,0.0,0.33,0.0,0.33,0.33
141,"Yeah. And when you talk about planes without pilots, I mean, I won't even go on a plane anyway, you know, with the pilot",0.0,0.0,0.0,0.0,0.0
142,"of these cars. Driverless cars? Yeah. But you know, there's not a lot goes wrong with the mechanics of the computer. Who do you blame in? And I think both someone killed recently.",0.0,0.0,0.5,0.25,0.25
143,"Yeah, that was yes. Yeah, yeah. Oh yeah. Yeah, yeah. I wouldn't know. Did frighten me. Right? The Wi-Fi goes down. You go, Okay,.",0.0,0.0,0.0,0.33,0.67
144,"If I get in the left hand drive car. Yeah. Even though I know so many drive, you know where I'll be banging my feet on the floor when you go to a break and you just instinctively think you've been driving for a long time. Yeah. And I mean, even get my car out of an adapted factory to be left for the accelerator and the brake, and for 40 years I've been driving.",0.0,0.0,0.33,0.11,0.56
145,How did you get on doing that? Because they tried me with it?,0.0,0.0,0.0,0.0,0.0
146,It was easier than I thought.,0.0,0.0,1.0,0.0,0.0
147,I wrote off the gearbox.,0.0,0.0,0.0,0.0,0.0
148,"What I did before I got the car, I got in touch with a driving school that caters for disabled people. And when I got in the car and I said, Look, I'll be driving this in seventy nine, I said. Now the problem, do not say anything about my driving this bad. Tell me, but I don't want to be criticised, you know, because you have old habits and drive you driving your own way. And I was a bit edgy, $40 a throw, and it was only a tiny little car, you know, and I thought, I'm going to do wheelies and I brake I brake too sharp, so I have to concentrate on that. Then the car got the Nissan Qashqai sitting in there. It looks massive extra to get it. OK, now driving that for a couple of weeks, I was nervous. Is that on the road? Because trying to get out of style where I live onto the main road and I'm waiting for traffic to grow. I've got a gap and I just hit it slightly too hard. We're spending trying to get out, but now no problem.",0.0,0.17,0.21,0.17,0.46
149,"Well, what they did with me because I can drive by right next. I can swap to. So the process was 19. Yeah. And occasionally the automatic. What do you do? I panicked because it took me straight out into the main road which I did think it was stupid. Yeah. And so I was I was I was nervous, so it didn't make any sense. What don't you do with an automatic car?",0.0,0.0,0.22,0.11,0.67
150,"Yeah, I've done my right leg suddenly burst into life, I suppose.",0.0,0.0,0.0,0.0,1.0
151,"Yeah, I've done that. Come up, take Pulling away the automatic changed gear.",0.0,1.0,0.0,0.0,0.0
152,"Into face to face, so to drive. But yeah,",0.0,0.0,0.0,0.0,1.0
153,"it was the first time I drove an automatic car. Not adapted. Yeah, not a standard automatic car wasn't concentrated as it pulled away before it went to the clutch. I hit the foot brake. Yeah, I mean, by the way, through the windscreen fortunate to the seatbelt umm",0.14,0.29,0.14,0.0,0.43
154,"Oh, well, then you go on that. Yeah, it was just  you're naturally link stink when you're driving. In some betting. You can just get in the car. You don't think about anything. You can get and off you go, All right. And again, with all that I'm going off to Manchester in a couple of weeks. Yeah, I've never been further than IKEA Exeter and looked a bit nervous on the A38 driving fast I don't know why. I mean, there's going to be in Manchester I don't know how how many times it's just one go basically.",0.0,0.0,0.0,0.31,0.69
155,"I can't drive now, it's one of the drive and you just really. Quite dangerous. Yeah, yeah, yeah. I am not supposed to drive anyway.",0.0,0.0,0.17,0.0,0.83
156,"Yeah, well, I've got mobility scooter that I use in town quite a lot you know, but I'll throw in the big free cash flow and.",0.33,0.0,0.0,0.67,0.0
157,I've got an ability scooter as well. Things I don't know. I would have come on that today ...,0.0,0.0,0.33,0.33,0.33
158,"Well, that's it. I've got daily fit to motorbike change. So when I finally managed to keep my scooter outside anyway, I'll change it off. yeah. even if it just showed a sign outside the shop that changed to that, you know? Yes, I've been very fortunate to have the ...",0.33,0.0,0.0,0.17,0.5
159,"The other robot brought was a cat. It was a cat seating on your lap. We have to right be outside TG. This is nine to nine this is not what the carer describes it's coming back...She wanted to buy it. So she wanted to buy it. That was a hundred sixty pounds. Other robot like this you did with Astro came in and said...Well, she locked the cap and she wanted it to buy it. And she says to Hazel I've got the money here and I'll give you the money  laughs it's safe to. They give it to Eric. He can sort it...laughs",0.0,0.0,0.36,0.09,0.55
160,"I know, a bit of a dinosaur. I'm quite frightened for the future over there. Well, I think technology has advanced far too rapidly.",0.0,0.0,0.33,0.0,0.67
161,"Well, I think that's probably where a lot of people struggle with it. Either don't do that and I don't put PCH a big grade with doing the computer courses where they but there's a lot of places on the dome, but you got to pay to go and it can be very expensive. So,.",0.0,0.0,0.12,0.62,0.25
162,People are supposed to deliver houses and so they don't do well.,0.0,0.0,0.0,0.5,0.5
163,"No, no. I mean, I always felt well, not always but recently the PCH felt a bit get a bit too controlling over us now. Yeah. When the rules change because of covid, we don't get told until a month after and we have a lot of us are desperate to get back to the coffee mornings and the bingo afternoon we can use the community room. We can't just use the kitchen. And I said, Well, Bring your coach down for tea and coffee, you know? And I'm borrowing a cow out in the courtyard. Oh, OK. A lot more can carry hot drinks on their own, you know, so they I got so oh, you can't do that.",0.0,0.0,0.12,0.71,0.18
164,"Well, what about this is the percentage of buildings with these thermal cups? Yeah, you can get some of them is what we're trying to do is say thank you can how even though the sort of thing and bring your own drink, you know how it's going to work because honestly, I'm just like, I just manage, yeah. And if I go to shows and stuff, oh, well, we're going to try and find to have those cardboard trays thinking about it so we can help people.",0.0,0.15,0.31,0.15,0.38
