,index,Unnamed: 0,Name,Gender,Time,Text
69,178,178,Speaker 5,F,01:13:30,But it's not what it's about. Why would you have to if you're doing enough to meet your needs? That's what it's about.
70,182,182,Speaker 3,F,01:15:10,"You know, so if it's like you say, it's what you said, so you need to give it. You want older people to embrace it as because they don't need it, make it easier. Make it less scary. Yeah, they get that. Sometimes these iPhones. I mean, I love it. I'm a geek. Yeah. As soon as therie is a new technology I want it! But I'm lucky enough to become A.. I've got friends that was so, you know, can't understand it. The technical wording is too difficult if you make it simple wording. Yet I just say press number one press number two fine. Why would you just interface? You know this? I love it, but I don't understand a lot of it. Make it easy. We want older people or people who are scared of it to to embrace the technology. Make it every dayable. Yeah, if that makes sense. Right?"
71,187,187,Speaker 5,F,01:17:50,"Don't you find it like your eyes on ebay, as you said, Oh, there's marvellous tablet! It should be £700 for £200 if you think you're going to get the genuine thing £200..."
72,192,192,Speaker 5,F,01:19:12,"So I've got bars all around my house, even if that's possible, because when I go home, I've tried to make myself show for like four stuff stuff. Yeah, I think wherever I put my hand and, well, I set up. That's why we need your help when you come in the hole every everywhere around the world. So do not think you should design. So let's make it open. Right. But I'm going to go around the outside world. Yeah, because everybody everywhere I put my hand, I need a handrail. Yeah, there's basic, that's not technology, that's just"
73,195,195,Speaker 5,F,01:21:16,"So you've got stairless, haven't you? It is not the one that goes up to the floor. And I think we have seen that. We've got that. Yeah. So it goes, that is lovely."
74,197,197,Speaker 6,F,01:21:46,"Look by my own house, yeah, so."
75,199,199,Speaker 3,F,01:21:55,The one I'm thinking about to move back to the stairs up on the outside is a public footpath. Uh-Huh. Yeah. So that's a different part.
76,200,200,Speaker 5,F,01:22:07,"We couldn't adapt where I used to be. I have what I have now because some of those that go through the others say that the future builds. It's already in place and things, but it's not like they can't be adapted. So this oh we need it to be installed."
77,208,208,Speaker 3,F,01:24:11,"I am about to have the bathroom changed because it's something I physically need. Yeah, and you said about being able to stay where I am. Yes, if I get worse, then the equipment that's being fitted, it can be again. I think this phrase know it's coming from a future group. They can adjust it so I can stay where I am, so I'm going to need. It's probably at some stage a way of showering and this new equipment can't be and have an add on so I can stay where I won't need help to be showered. So I'm keeping into handles. So that's important"
78,209,209,Speaker 3,F,01:25:04,"it will be based solely on this idea of being checked being built next week, and it's the hardest part of the electric service and Flamingo is once that's done and it looks perfectly normal. But if I get worse, they can adjust they can block put something onto that'll  help me, which again is thinking ahead."
79,211,211,Speaker 3,F,01:25:29,"Yeah, thinking ahead. Yes, these things are built and put in it's thinkable ok. What like Bath? Possibly what you're saying? What do we need to put in now just in case? Yeah, I don't know if you understand."
80,212,212,Speaker 3,F,01:26:00,Sorry.
81,213,213,Speaker 5,F,01:26:07,"It's lucky that you live where you are, where I am. I'm coming down my bedroom world and I have for 12 months and I've been trying to get it. I have reported it and they keep saying Yes, yes, we'll do it. I've had scaffolding outside my flat for about 14 months. Nothing to do with me. It was a flat blow that took them a long time to cure their down. Yeah, when I said, Well, why can't you expand it because it sounds like no, why can't you expand it? Oh, no, all the scaffolding has got to come down and we'll just build a separate little one for you. Oh, how stupid! The scaffolding came down last week, but I don't know where I'm going to get mine. They are all removed."
82,214,214,Speaker 5,F,01:27:03,"It's not mould, it is just the black strips."
83,216,216,Speaker 5,F,01:27:09,"Yeah, and I have this severe case where and oh yes, it is definitely damp. It needs to be done. It's coming through the outside cladding."
84,217,217,Speaker 3,F,01:27:16,"Yeah, but it could spot, I think, what you're saying. It could be that if you go too bad, they have to say yes, it's not suitable for it to stay. Yeah. So they need to put it right."
85,219,219,Speaker 6,F,01:27:35,Do you pay rent ?
86,220,220,Speaker 3,F,01:27:37,"No, it's my own flat, but we're going to come on those factory housing."
87,222,222,Speaker 3,F,01:27:50,"Uh, yeah, yeah. Yeah, yeah, yeah."
88,228,228,Speaker 6,F,01:28:59,"Yes, absolutely. I suppose we're looking at, we get a bus every half an hour."
89,232,232,Speaker 6,F,01:29:48,there aren't the amount of seats on the blue buses downstairs.
90,234,234,Speaker 6,F,01:29:54,"I mean, you see people that are able to stand but they're still using seats. Yeah, yeah, that's interesting."
91,237,237,Speaker 5,F,01:30:22,"Yeah, I have to ask, what does Pepper think? Because his head is this is kind of, you know, he's looking down"
92,239,239,Speaker 5,F,01:30:48,"It just gives you a right look, and .."
93,240,240,Speaker 3,F,01:31:31,"Oh, I think the facilitators is accessibility and that covers what you were saying about accessibility, and that's allowing for people like Gaynor to stay where she is, and she has to be able to use and things like that. And it's making it technology accessible as well. Mm hmm. So it's fair to say the barriers is the inaccessibility to those things."
94,241,241,Speaker 3,F,01:32:19,"I love what you say about the house. Is that the future proofed? Yes. Yeah. We want more of that because we are an ageing population. Yeah. Yeah, we."
95,242,242,Speaker 5,F,01:32:33,"It's already in place, we keep coming back to this thing, but it's you're off."
96,243,243,Speaker 6,F,01:32:39,"You might also make one comment about the accessibility and I mean, I know this room because the astronomical society used to meet in this room and I belong to that we had a long time, but it just doesn't seem to be a hearing in this room."
97,245,245,Speaker 5,F,01:33:08,Absolutely right. I noticed that. Yeah.
98,246,246,Speaker 6,F,01:33:11,"But I mean, simple people in here were wearing hearing aids. But there isn't any hearing loop here.  A hearing loop is something that you  fix in the room, it's not difficult, you put wires all around the room. We have one in the church, and so people with wearing hearing aids, they can set their hearing aid to the new system and then they can hear it might be worth mentioning this to university."
99,248,248,Speaker 6,F,01:34:47,"to him just yet. Yes, you should be like in our church yet we're hearing aids. And she said it's the hidden disability, and she wear them for the service and as soon as the service was out, she's taken them off and goes,"
100,250,250,Speaker 6,F,01:35:07,"but they don't have a lot of patience with usual deaf. with blind people she can always... Yeah, yeah, yeah. Yeah, yeah, yeah."
101,252,252,Speaker 6,F,01:35:30,"or speak more slowly. Yeah, I mean, I'm finding that with the telephone. You know, these companies occasionaly rang, and I get blown and I say, please start again slowly."
102,253,253,Speaker 3,F,01:35:41,"Yeah, yeah, I'm lucky with my phone, I press on something and then it comes out very loud,."
103,254,254,Speaker 6,F,01:35:49,"But OK, so OK, you have used technology to help you."
104,256,256,Speaker 3,F,01:38:34,Yes. Yes.
105,257,257,Speaker 5,F,01:38:36,"I just said about physical places. And I have to say it's a criticism of the university. Where I live my home, I can only live one door away because threshold strips. Mm. Yeah. And I'm talkative I couldn't get out of the kitchen,  because the designers need to think, of, this is my soapbox. There are too many able bodied designers designing for disabled people. Yeah, they need to sit in a wheelchair and go round themselves. So that's just my soapbox that it might be. What I have come today. I had a real struggle to find somewhere to get to get in and to come out of the and the Cafe out the cafe. Yeah. You get to live with that. Yeah, yeah."
106,259,259,Speaker 5,F,01:39:51,"A  big thing for yourself, I'm looking at the factors you're looking at, for me to stay there what was said to me recently? It's all right. The fire brigade will get you just get over the threshold to stand outside. So that way gonna happen. It's something that I'm fighting at the minute. Yeah, it's a big issue. And it might has been adapted for me, both ongoing and there's a few blows. This is the same. It's not only once inside, it's getting in and out, which is also an issue, and you've got stairs and stuff and something you can't get out it's something you never get over. But whereas I would have thought reasonable to adapt or to adjust, and that is a reason to stay where if I would have to move, I'm lucky it can be done. But there are places if you want to stay in your own home, there has to be a way of making from this part of accessibility not only in where you live, getting in and I'm sure that that makes sense."
107,260,260,Speaker 5,F,01:41:22,"I'm working on this at the minute,"
108,263,263,Speaker 5,F,01:42:10,"That's well, first, that comes back to self-care, but well to tell you when someone says the word, isn't it? You go, Oh yes, to stay where I am, if I have a problem, if I do well enough to comfort me, rock, as you say, get to know me. If I fall there is a technology, I can get home. But without that, you didn't have somebody like that who taught me that's have to go the care home."
109,265,265,Speaker 5,F,01:42:47,"It's not too bad. It's not cheap, I used to pay."
110,268,268,Speaker 5,F,01:43:34,"My hob, every ring on my hob I can set a timer on and it would go off."
111,270,270,Speaker 5,F,01:44:24,"Why if every time I've put something on the hob, but if I have to leave the kitchen, and the chance of that cliff, would you not believe it? But like the open, it's perfect if you remember to do it. Oh, the grill, the oven to set because I know I have to because of the technology on that is absolutely out of control"
112,272,272,Speaker 5,F,01:44:50,Each hob I could turned off in time.
113,274,274,Speaker 5,F,01:47:31,"It's it's it's getting it's getting worse as hard as times going on the stopping you just using the phone and you're being forced into it, which I think is wrong. But to do this, it's not to be human. Yes, and that's where I live there. But there are a lot of people who say I called that one particular service pool and said, we call this all medication, and they said, Well, we're not going to do this anymore. And that is wrong. Go online doing an e-consult. I am speaking to the doctor. I have to do. So want to hear how many people are falling sick because of it? And I think that is a huge barrier and it is causing people to go to the special care, because they're not being as that. What we don't mind coming up to date a doctor place isn't great. But outside agencies have also got to realise they've got to. We're not all. On the same page is that we're not using the technology."
114,278,278,Speaker 6,F,01:50:39,"OK. I know. Yeah, but you were able to ring them up. That's right. Yeah. You think if they had?"
115,279,279,Speaker 5,F,01:50:46,"Yeah, yeah, you hadn't realised that the word risk was."
116,281,281,Speaker 3,F,01:51:53,"There's going to be a follow up session, I guess."
117,282,0,Speaker 1,F,00:04:38,"Well, this. Well, you don't want any meal kit now."
118,283,1,Speaker 2,F,00:04:46,"You want your independence. Yeah, yeah. So it's been kind of a bit of freedom as well. You know, you've worked all your life lived all your life independently and then to get somebody else to be telling you what you should be doing. Yeah. You know, while you can still do it yourself, you understand?"
119,284,2,Speaker 3,F,00:05:04,Having your kids do it on the phone.
120,285,3,Speaker 1,F,00:05:06,"Oh yeah. I don't want to be sat in a chair then, and old people just want when it's time."
121,286,4,Speaker 4,F,00:05:27,"I think if you live in a home and you really become institutionalised, you know, I I mean, I know many people that have moved to the home and they were they were finaly independent in their own home, but they've completely changed when they go into their homes. That's one reason why I want to stay in my own home."
122,287,5,Speaker 1,F,00:05:49,"And, you know, people could stay longer independently in their own home, but still might need a bit of support, like a bit of a care package, somebody coming in, maybe just to check on them, not necessarily to do something for them, but just to check their all right. And they've taken the medication, you know, and that helps them stay longer. They don't actually want somebody in there."
123,288,6,Speaker 1,F,00:06:20,"But that's that can be quite spooky as well, because I've worked with people with dementia and they put in place different needs to keep them safe at home, like. They they made a recording of their daughter's voice, prompting them to take their medication. Yeah, and it's like that. Well, that can be spooky. If you've got dementia you suddenly got your daughter talking at 10 o'clock at night. Yeah. You she then spent the next few hours looking for her."
124,289,7,Speaker 2,F,00:06:49,"No. You know, there was like sensor pads in the bed. But if you set it for eight o'clock in the morning and if you weren't at that bed by 8:30, you get a prompt for what we would like laying but  you know. That type of thing, we have physically seen where voice is coming from. I think here is as an adverse effect on a lot of people."
125,290,8,Speaker 3,F,00:07:15,"I've found too. My aunt's got dementia and I was talking to her on the phone when she was still answering the phone and she'd be going on about these people cooking all these lovely meals and then drinking my wine, she said. I've paid for it. They never offered me any and I never get the meal. I was really surprised about this because she got a carer and I wasn't too sure of. And then it tweaked I said: have you got and it was John and Lisa on cooking on a Saturday morning on the television, and she said the television was was real. It took me a while to dig in because she is..."
126,291,9,Speaker 4,F,00:08:06,"Did you say, Jill, that she had dementia?"
127,292,10,Speaker 3,F,00:08:09,"Yes, she said she got diagnosed"
128,293,11,Speaker 4,F,00:08:11,"with Alzheimer's dementia, it's very very difficult. You have to worry about a robot."
129,294,12,Speaker 5,F,00:08:30,"we deviate until she's got a brain. So much, much harder. Yes. Yes. So this is not what we are."
130,295,13,Speaker 5,F,00:08:55,Walking. Going outside and walking everyday you have to do.
131,296,14,Speaker 4,F,00:09:04,"Yeah, yeah, we do. When you took it, you did. Four of us here do Taichi, dancing."
132,297,15,Speaker 4,F,00:09:16,"I thought we'd been on hold. Yeah. Yeah. If we're walking for health today,"
133,298,16,Speaker 4,F,00:09:23,an we do DJ dancing. Don't forget our DJ dancing. Sorry because the racing is starting these days?
134,299,17,Speaker 3,F,00:09:31,"I think it's going out into the Fresh air. I say that. But if I just let you use it fresh off, they need you to just go out. Yeah, I think it's expensive that I think as a matter of law, you can you could use it as well. Yes, I can live outside well, it's 50 times what. But once you get to the stage when some things that might help stem"
135,300,18,Speaker 4,F,00:10:15,"You know the Taichi, with a lot of older people, they don't realise it, but it is so good for you. Oh yeah. Do you konw if you get something really wrong with you and you have a physio? Let's say a physio, most of the exercises they do is the same ones that we do at Taichi, and it's just ample. Do you agree that it's good for you?"
136,301,19,Speaker 4,F,00:10:39,"Because it's a social event as well, it's not just going for the exercise.It's a social adventure, it sounds lovely."
137,302,20,Speaker 1,F,00:10:53,"Sorry, we shouted out the poor boy."
138,303,21,Speaker 4,F,00:10:55,It's a man man. Laughs. We do all lessons.
139,304,22,Speaker 3,F,00:10:58,"I tell you what, we'll take you with the nap state."
140,305,23,Speaker 6,F,00:11:01,You can come on first.
141,306,24,Speaker 5,F,00:11:02,I think I did Taichi and like this. It's like some all gentle exercise. It's chinese.I did it in China and ...
142,307,25,Speaker 4,F,00:11:15,"give me a bouncing ball, fans, and sticks  and they are very ..."
143,308,26,Speaker 4,F,00:11:31,"All right. So is there another reason for going out is the communication, even if you have only have a few words with a stranger and say, Good morning, how are you? Because it's so like, OK, it's so easy when you're on your own to lose the power of speaking. If you like of having a conversation, if you're on your own all the time, you're just sharing a television set and you're not getting anything constructive back from it."
144,309,27,Speaker 4,F,00:12:01,So it is quite easy then over time to lose the art of conversation.
145,310,28,Speaker 6,F,00:12:07,I sit on your board as well if you want to put swimming.
146,311,29,Speaker 6,F,00:12:14,"Yeah, in the life centre swimming."
147,312,30,Speaker 5,F,00:12:20,"And that's that's good, because it's easier than most exercises, isn't it? swimming in the water"
148,313,31,Speaker 1,F,00:12:43,just walk around again. Hmm. I don't want to Taichi. I do volunteering and I I'm back at Food Bank.
149,314,32,Speaker 3,F,00:13:04,"Coating on footwear, self-care. Yes. Some people come when they go into the shoes to do the shoes ..."
150,315,33,Speaker 1,F,00:13:49,"Yeah, I think it's important to keep in mind up to this. Well, very important."
151,316,34,Speaker 1,F,00:14:00,"Puzzles, crosswords, reading. Mm hmm. Yeah. Well, all the media stuff."
152,317,35,Speaker 4,F,00:14:07,"You've also got to be able to adapt to a change in your lifestyle. Things that you could quite easily do with, you know, you have domestic chores, putting the garbage outside, things like that. Sometimes you've got to adapt and find a different way of doing something that you're able to do so that you can still carry on doing it. It's not causing you any distress or worry. Simple things like my son in law, my son in law, my grandson has just moved everything off the top shelf to the middle shelf, in the kitchen cupboard because I've shrunk a bit and I can't reach the top ones anymore. So he's put the ones I don't use very much up there and put all the"
153,318,36,Speaker 4,F,00:14:55,"Yeah. So that. Every time they come out, I'm not saying, can you get me this, can you get me that? Yeah, he's already then for me. So, you know, you've got to look to adapt rather than say, I can't do something. You've got to try and find a different way of doing it."
154,319,37,Speaker 6,F,00:15:27,You've got to be careful with walking as well because of the stairs and ...
155,320,38,Speaker 6,F,00:15:49,"It causes it for pure nativism because I always hated House, but I forgot how hard it was hard to get enthusiastic about all these days. Laughs."
156,321,39,Speaker 4,F,00:16:02,It can be soul destroying because you aren't going to do it again.
157,322,40,Speaker 1,F,00:16:05,What's that?
158,323,41,Speaker 4,F,00:16:06,House works.
159,324,42,Speaker 3,F,00:16:07,"Oh, I hate it. Well, nobody likes it.I don't know some people do."
160,325,43,Speaker 1,F,00:16:16,We get going.
161,326,44,Speaker 4,F,00:16:18,"I tell you what is missing, is family. Yeah. If you're seeing your grand children and things like that, that visual let you have done it."
162,327,45,Speaker 3,F,00:16:27,"Some people are unable to do that, all their children and grand children and family live away. So you know, you just have to get on with it and go on with it basically."
163,328,46,Speaker 4,F,00:16:40,"You say last week, my grand son rang me and said, Can you come for breakfast today? And then? Yeah, I'm quite lucky because mine are in Plymouth."
164,329,47,Speaker 4,F,00:16:52,"No. Yeah, no. Well, I could travel to Malta to see my son.. and I'm not comfortable with that."
165,330,48,Speaker 4,F,00:17:02,"Yeah, yeah. I've got some family in Plymouth and some family away. So I used to because the children at school and stuff and got activities, I usually travel up there."
166,331,49,Speaker 6,F,00:17:20,"it becomes a challenge when you get older, because well, for the last 10, 11 years, I've been travelling to Canada every year for so long, I've got family there. But then the more I think about it now, especially after Covid, it's out frames frame that he performed in schools, tested in students. I mean, I just think of them as 10 and a half hours long. Yes. Yeah. And I think as you get older, it's a bit more daunting that I never used to think about. Mm-Hmm. But I've got older. Yeah. Yeah, you've got something."
167,332,50,Speaker 4,F,00:18:02,You can see more obstacles in your way. Don't you?
168,333,51,Speaker 5,F,00:18:07,It always seems so much more effort. Do I really want to go?
169,334,52,Speaker 6,F,00:18:12,"I think it's because you can overthink things, can't you?"
170,335,53,Speaker 3,F,00:18:14,"Yeah, I think it's it's because of Covid, that's why? Well, mine is going for a long time, isn't it? so..."
171,337,55,Speaker 5,F,00:18:46,"I volunteer for the home for the blind. And going back to keeping mind active, they do a crossword every morning and they know what they want to do it because they know that it's going to keep their mind active. And I think that's very important for them."
172,339,57,Speaker 4,F,00:19:17,"I have plenty to plant but I'm not a gardener. I was never a gardener before. I will do a bit more now. Now, though,."
173,341,59,Speaker 4,F,00:19:47,"No. Yeah, I don't like it."
174,342,60,Speaker 1,F,00:20:41,"Three. Yeah. Okay. So so one could be for the mind. Yeah. The other is physical like exercises, swimming and ..etc."
175,343,61,Speaker 2,F,00:20:54,"Because that comes back with exercises in that section because that can cope with the dancing and Taichi, and all this, that is exercise, isn't it?"
176,344,62,Speaker 4,F,00:21:06,Another important one is family of friends. Yeah.
177,345,63,Speaker 1,F,00:21:09,"Socialising. Socialising, activity and your mind."
178,346,64,Speaker 2,F,00:21:16,"I'm still looking out for people that need help. Yeah, it's a bit of a helping in hand."
179,347,65,Speaker 3,F,00:21:21,"But they're the three things that are important, our minds, our physical, and  socialising"
180,348,66,Speaker 4,F,00:21:48,"Social interaction is important, I think."
