,Tweet,Anger,Disgust,Fear,Joy,Sadness,Surprise,Trust,Anticipation
45,"Some people are unable to do that, all their children and grand children and family live away. So you know, you just have to get on with it and go on with it basically.",0.003904299,0.0002765553,0.076362945,0.8279003,0.00085724366,0.0025458245,0.08760362,0.0005492244
46,"You say last week, my grand son rang me and said, Can you come for breakfast today? And then? Yeah, I'm quite lucky because mine are in Plymouth.",0.03468072,0.0033467438,0.017468754,0.09741695,0.04211315,0.5264248,0.2386656,0.039883226
47,"No. Yeah, no. Well, I could travel to Malta to see my son.. and I'm not comfortable with that.",0.012586762,0.0016684262,0.15056023,0.13483235,0.052253038,0.10981521,0.51273024,0.02555375
48,"Yeah, yeah. I've got some family in Plymouth and some family away. So I used to because the children at school and stuff and got activities, I usually travel up there.",0.02293469,0.06553392,0.09404944,0.359358,0.14385366,0.09408291,0.20542738,0.014759996
49,"it becomes a challenge when you get older, because well, for the last 10, 11 years, I've been travelling to Canada every year for so long, I've got family there. But then the more I think about it now, especially after Covid, it's out frames frame that he performed in schools, tested in students. I mean, I just think of them as 10 and a half hours long. Yes. Yeah. And I think as you get older, it's a bit more daunting that I never used to think about. Mm-Hmm. But I've got older. Yeah. Yeah, you've got something.",0.0039121755,0.00042934174,0.005461512,0.0059132967,0.0015970034,0.019201262,0.96340626,7.916408e-05
50,You can see more obstacles in your way. Don't you?,0.000697444,0.00024306223,0.0020218007,0.0026161189,0.00088823674,0.005865962,0.9869482,0.0007191926
51,It always seems so much more effort. Do I really want to go?,0.036349833,0.0009513706,0.056140896,0.039329298,0.5530736,0.039161827,0.21665,0.05834322
52,"I think it's because you can overthink things, can't you?",0.021893956,0.0021378102,0.053893887,0.02680969,0.034947544,0.029348569,0.8283848,0.0025837377
53,"Yeah, I think it's it's because of Covid, that's why? Well, mine is going for a long time, isn't it? so...",0.05990275,0.009992855,0.049576275,0.11080773,0.26323488,0.058182456,0.43808216,0.010220886
54,"I volunteer for the home for the blind. And going back to keeping mind active, they do a crossword every morning and they know what they want to do it because they know that it's going to keep their mind active. And I think that's very important for them.",0.010720186,0.0006687543,0.0033847005,0.1459003,0.0026159552,0.0010836347,0.8354847,0.00014176064
55,"I have plenty to plant but I'm not a gardener. I was never a gardener before. I will do a bit more now. Now, though,.",0.007858867,0.0008638407,0.030587386,0.25046074,0.041318934,0.11833693,0.41257134,0.13800193
56,"No. Yeah, I don't like it.",0.034377135,0.0062388047,0.18153447,0.057702728,0.10588232,0.1958441,0.4083918,0.010028642
57,"Three. Yeah. Okay. So so one could be for the mind. Yeah. The other is physical like exercises, swimming and ..etc.",0.020344116,0.00026302383,0.046121616,0.6971599,0.01236399,0.005338682,0.21469963,0.0037090469
58,"Because that comes back with exercises in that section because that can cope with the dancing and Taichi, and all this, that is exercise, isn't it?",0.00889885,0.0010770191,0.2518152,0.13425323,0.001078527,0.009402801,0.5924281,0.0010462806
59,Another important one is family of friends. Yeah.,0.001460136,0.0013741952,0.0044080643,0.3532096,0.005804252,0.20782764,0.41863096,0.0072851493
60,"Socialising. Socialising, activity and your mind.",0.0495193,0.0014856051,0.2670782,0.34182528,0.0033353611,0.013470322,0.31157485,0.0117111
61,"I'm still looking out for people that need help. Yeah, it's a bit of a helping in hand.",0.0088482015,0.000712875,0.05014331,0.195949,0.018401036,0.031991564,0.6885691,0.005384854
62,"But they're the three things that are important, our minds, our physical, and  socialising",0.006583507,6.461967e-05,0.13921428,0.3784452,0.0031824226,0.005259457,0.45044437,0.016806133
63,"Social interaction is important, I think.",0.0019943013,0.002008975,0.03133658,0.075056136,0.0097924145,0.11090366,0.75339913,0.015508767
64,"Well, there is my grandson. Yeah, as a friend, just as a friend, there's all sorts for him. But the problem is  the man is working at is getting elderly and he couldn't hardly walk but he stopped trying to walk.",0.007369365,0.010274418,0.029844496,0.02754486,0.03811329,0.0041327947,0.8801612,0.0025595543
65,"Which is sad. because, you know, I know, and my ...",0.015612994,0.003701732,0.015966434,0.06274055,0.8067812,0.009343985,0.07985155,0.006001609
66,"This really really helping it, yeah, without them, I don't know what we ca do.",0.0050377995,0.0014596776,0.0094404435,0.17834075,0.28003046,0.255603,0.25731435,0.012773541
67,Wow. Know you just need someone to encourage him...,0.008719173,0.0032245475,0.026315155,0.13006432,0.07005856,0.05121035,0.6984735,0.011934372
68,"It takes away any aches and pains you've got, right. But in a sympathetic ear or an arm to ...",0.012176116,0.0032089984,0.13657467,0.16764106,0.33681127,0.012342688,0.32486355,0.0063816416
69,No. He doesn't want. We won't go along with with them. He won't go to the trouble of it. He can't be bothered.,0.009364415,0.0011208276,0.006472461,0.00269609,0.005122485,0.0047098417,0.9698591,0.0006547426
70,"I think it comes at a time in everyone's life when. They give up. Yeah, yeah. But you can't try to encourage them. Yeah. And I think, yeah, they don't really want to do it.",0.007110734,0.00070774177,0.050716646,0.15133478,0.14077139,0.035202917,0.6124735,0.0016823098
71,"It's hard to accept. Yes, he doesn't want to be a bother. He doesn't want to be? All these people are worse off than me?",0.0013633718,0.0015348666,0.015230959,0.0053747,0.011017256,0.0031874548,0.9618041,0.00048732094
72,With technology in Italy being scammed. That's what worries me one thing is scamming.,0.0062611327,0.00027291666,0.5336933,0.04421171,0.0012574202,0.004857391,0.40649316,0.0029529443
73,"Yeah. The problem with technology, you've got to teach the elderly people  how to use it. Yeah, I have many friends who would be , umm, would help them to to join a Zoom meeting or face talk, but they don't know how to use the technology. And that is the problem with them.",0.09319545,0.0019858717,0.15275563,0.35585898,0.15474358,0.02480353,0.19521065,0.02144629
74,"They don't know, yes. I've just been teaching someone. I downloaded Zoom for her and then I showed her how it works. But before that, she didn't have a clue about how it worked.",0.02607206,0.0023447394,0.014710527,0.26841193,0.039164264,0.044036064,0.6009409,0.004319516
75,"OK, It's trying to get somebody to explain how it works. Yeah, in simple terms, don't use any jargon, you know, and have patience. Yes, do it slowly, and you might have to go over a couple of times. But there was a company, a phone company EE, that used to run workshops and teach people how to use it. But I don't know if any places now.",0.047059752,0.0005043618,0.17198612,0.114026524,0.3560431,0.013462902,0.29427567,0.0026415961
76,"So technology is good. Yeah. But then you've got to know how to use it, and also be careful, being safe as well when you're using these things. That's my priority all the time.",0.0014059887,3.6601195e-05,0.009711157,0.074349985,0.00094441604,0.0026668562,0.91055864,0.00032633197
77,"There is increasing pressure, they're trying to get you to spend money over the computer or bank over the computer, and I eventually refuse.",0.021167452,0.0028275466,0.09064014,0.7594698,0.026460513,0.032142352,0.055095274,0.012196906
78,"I will not do them over the computer, and I refuse to do that. I'll end up having doodies under the bed if need be, but ...",0.09368356,0.008694023,0.20491195,0.08037602,0.06426063,0.074729554,0.43706658,0.036277685
79,"I tell you what makes me very sad about technology is when you hear these people, these women that get sucked in by these men for all this money. Laughs. It's true, isn't it?  that's true. Yeah.",0.011096151,0.00018955297,0.020663386,0.55950195,0.0029805815,0.0010550842,0.4044943,1.899127e-05
80,"No, I know but they must be some loosing in their mind. I mean, how could anybody let's say my age, think about a 28 year old man's going to fancy me when he couldn't get anybody.",0.0003823473,0.00012541658,0.023993876,0.009845433,0.00013851022,0.00020524065,0.9653081,1.0485946e-06
81,How old you are? Like 20.,0.22220008,0.09843524,0.11074244,0.05183286,0.034468595,0.20158486,0.27404785,0.006688076
82,"Oh, yeah, but he doesn't put his own picture on...Laughs.",0.034151714,0.021759637,0.022338547,0.36159727,0.3728448,0.11297066,0.063981146,0.01035625
83,"You were laughing, you've probably done it. Well, you put your own photo up. laughs.",0.014420985,0.0040956032,0.012220562,0.72424394,0.025680203,0.07584577,0.14086682,0.002626125
84,"So they won't use the phone to phone up, say different companies, because they know you phone their number and then you've got five different menus. Press this one, press that one. And even then, you don't get through. Even if you press the right number, you don't get through a person. You're given another menu. Well, by that time, it's got so frustrating that you hang up.",0.34195864,0.10400545,0.110500224,0.015510302,0.0052987323,0.023031231,0.39926887,0.00042654664
85,"I know I get frustrated when it comes the message. Thank you for your patience. I don't have any. Laughs.You are important to me, answer the phone then.",0.91279364,0.0077761677,0.0041785953,0.04718412,0.0026521143,0.0044931564,0.020150196,0.00077202055
86,"I think that's why a lot of people don't get in contact with their doctors because you're hanging on and hanging on 30-35 minutes is common. And then you've got the receptionist who say your GP  will phone back. but then you can't be sat by the phone for a whole day waiting for the call. You go and do one little job, and that's when they call. So, You back to square one. Yeah. You know, and I think a lot of older people maybe have issues that really need seen to. Yeah, you know, and that just don't get helped there because of it. They give up in the end.",0.60351753,0.018966926,0.023340536,0.012942033,0.17416018,0.0069019333,0.15796432,0.0022065605
87,"Well, it's hard as well as the same people who get older. Mm-Hmm. Everything's changing money wise. And COVID hasn't helped because obviously people weren't using cash or weren't accepting cash, so it was all going to be on your card, or whatever. Or you have to go in a bank to organise things, and a lot of people, older people don't work by card but they might find it hard to go on the cash machine and remember what to do to get what they want.",0.023279628,0.00027982667,0.009547519,0.14483614,0.009969224,0.007203032,0.7956058,0.00927887
88,"And if you're giving your card, if you've got carers coming in to do your shopping for you, then you would have to give them your card and your pin number, which is what you tell them not to do, you know?",0.013038307,0.013047264,0.2335758,0.18451852,0.009415287,0.014901103,0.52721524,0.00428848
89,"Years ago, when you got your pension, you had a book with the, you know, it said what money was due on what date. And that was quite safe because you could give that to a carer and they could only draw that much money out. But now, if you give them your card and your pin number, you don't know whether they need to accept it. They've could taken two lots of £50.",0.0048768898,0.0009992218,0.13953325,0.06814532,0.005872647,0.1323375,0.613667,0.034568176
90,So you would end up maybe not asking them to get you some food shopping.,0.019650284,0.014367778,0.0065867547,0.03816756,0.087907866,0.36085215,0.46920627,0.003261352
91,"Well, I think that's particularly relevant if you agree to have your bank statements online. Yeah, I was having out the sense so I can peruse it very carefully.",0.0756306,0.01029631,0.032771543,0.08929459,0.009112882,0.07719785,0.699463,0.0062331962
92,"But I like to say it was right. It's like a friend of mine, Joe Drew. I mean, she was the same because she was doing that. But you know, it's not the one that lived in that specific. And then, of course, then when I was away on holiday, she took over the, you know, the cleaning girl. And of course, that was there. The money was just coming out.",0.034118168,0.0014512907,0.060387347,0.6842105,0.029987061,0.11617725,0.06968451,0.0039839097
93,So they don't realise how much money is being spent because they have now.,0.010087126,0.0039107352,0.012930923,0.06843055,0.20028712,0.6059764,0.091370426,0.0070067393
94,They've said that we,0.0128411045,0.010486768,0.16556041,0.048636537,0.0468443,0.23864512,0.46647534,0.010510412
95,given a five panel and got the change back from it.,0.06610286,0.008209,0.17111784,0.08996872,0.036864065,0.08858499,0.5234698,0.015682736
96,"Yeah, yeah. Yeah. So, you know. Yeah.",0.010484419,0.0047868607,0.013840627,0.5635225,0.020268433,0.22844018,0.14524932,0.013407653
97,"about about living at home? Yeah, I live on the fourth floor, that's upstairs. There are still I'm done it. So one day in the future, I may find it difficult. Yeah, I'm fine at the moment. Mm-Hmm. I huffed and puffed day on the way up, but you know, I know it could be difficult. Eventually,.",0.008302258,0.001616345,0.04477247,0.45688215,0.35355473,0.081831455,0.047108606,0.0059320102
98,"When you move into a property, when you're younger, you don't always look ahead. And in 20 years, I'm I going to be going to these stairs, you know, am I going to be able to walk up that hill, which is not what you want to think about? No, you don't. Yeah.",0.093279876,0.024609724,0.18564214,0.24910647,0.01313333,0.07846175,0.35299978,0.0027669442
99,"So you've got the bath as well. I mean, I've got another bath and a lot of people have to share it, but in the future, you know, I keep thinking about will not be able to get in and out of the bath, you know? Yeah. Yeah, there are all sorts of little things that, you know, like in that picture of the door with the steps going up to it, your steps could be a big problem. They need handrails. There's no apparatus. Yeah, no handrails there. It's no good not that shining floor with the rugs on it. Yeah. And you can't get trapped.",0.043339286,0.005441598,0.02189049,0.8627412,0.028037105,0.012350137,0.0256784,0.0005218036
100,"You can't get a lot of help with getting adaptations done to your property to help you stay safer. But because older people living longer now, there is a long waiting list for it. So it could be that by the time you've come to the top of the list is that certain adaptation is no longer suitable for you.",0.0026149435,0.0048651095,0.013408041,0.01512808,0.00030482234,0.0012433769,0.9622052,0.00023043061
101,"I did notice as my husband got older, I had to remove all the little the matter in front of the fire. The base trip hazards because.",0.12905769,0.11833876,0.49096575,0.013167668,0.120532125,0.014596785,0.11200943,0.0013317962
102,"Helpful, what's helpful being in a bungalow or a flat because you don't have the stairs to go upstairs like.",0.09259492,0.008739906,0.05103729,0.35466477,0.13737549,0.07762807,0.2608404,0.01711917
103,"I just want the lift for now that you take, you know? Yeah, I've already asked for it.",0.007249323,0.0013082449,0.0492377,0.15853378,0.097781904,0.19416596,0.21574776,0.27597532
104,"I've got it in advance, I've got written down. There is always the possibility to put one in, you know? Well, did you say",0.010411068,0.0011719195,0.080258384,0.10737942,0.0067795943,0.1350799,0.64525294,0.01366676
105,"Yeah. See, when I go to dancing, like this morning, I need to wake up at nine o'clock to get to Plympton and I live in the Barbican, but it's just you just don't do that if you want to do things. Yeah, sometimes you've got to just go where it is and where it's, you know, where it's available.",0.014195588,0.0007823882,0.0040719947,0.003952818,0.001083598,0.006061638,0.9698034,4.8592075e-05
106,"No, no. Half of the class do it on Hoe. Yeah. And some of them is up on the hoe and do it up there, which is nice.",0.034394864,0.0022781466,0.19438131,0.055165112,0.00426191,0.17149477,0.5285219,0.0095019955
107,"To look out and see the sea, it's wonderful.",0.0018044917,0.0012482518,0.0023300906,0.48453066,0.0067503504,0.39525163,0.07826859,0.029815942
108,"Nice parks, places to walk along the sea. It's it's really nice, really. I really appreciate this, it's beautiful. And it is accessible as well.",0.08739667,0.017268905,0.0050266585,0.42070553,0.0032276758,0.037321314,0.4276877,0.0013655282
109,"Yeah, I don't thnk that nowadays it's more important that you you go with someone rather than go walk on your own. Yes, I think sometimes it's a bit dangerous walking on your own, but I think you would love to walk. You walk out on your own.",0.0022391863,0.0028078833,0.026589032,0.019205783,0.004733913,0.006663926,0.9374405,0.00031976032
110,"I never think about it. I just go, I just do it because it's not at night.",0.0101770265,0.00075995276,0.07092149,0.027619239,0.28066126,0.044735104,0.5481218,0.017004145
111,"But little, Jamie said to me, You know, little jean. Yeah, because sometimes she and I go walk together and she said, it's nice to with somebody because you see different things from when you're with somebody else and it's true. Yeah.",0.0051343283,0.0009452065,0.012021653,0.13519293,0.011716627,0.028694263,0.80591655,0.00037842477
112,Flat in Plymouth? Laughs... Plymouth must one of the hilliest place.,0.002568851,0.0006091991,0.010094097,0.86231184,0.005546771,0.010472413,0.10598383,0.0024129958
113,The reason why we live so long is we walk up and down hills so much.,0.041087124,0.0052524325,0.14307089,0.33325815,0.057540126,0.028856263,0.3522364,0.038698606
114,"Well, it well pavements  much in full. Well, it had its share of terrible losses. You can easily fall down.",0.044045895,0.010066943,0.03121608,0.18676263,0.290153,0.07698914,0.3514781,0.009288211
115,I'm to kerb cruel and I didn't know whether to be in Sochi because he was a lady of the night on the ground that you still saw. Laughs...,0.0004080192,6.702835e-06,0.032294773,0.95141166,0.0005646738,0.00025584767,0.015054875,3.4604668e-06
116,But you still got it. Don't put that down. Laughs...,0.00567629,0.0047541386,0.034176677,0.02295526,0.008490142,0.0041577388,0.9186125,0.0011772814
117,"I think most of us go to things that are put on for the older person that isn't working anymore. That can go to these things like dancing, swimming, exercising. And then you go off to the lectures and have news for you. Yeah, I think there are. There's more of that if you want to. If you can find in our walks created for health reasons, people with health reasons that want to walk and they walk us through the parks and everything, and it's sociable. Yes. So there's a lot to be thankful for that we felt like we found herself and she was lost, laughs... And she makes us do all sorts of things.",0.059576754,0.0048907823,0.057525206,0.26923835,0.042065393,0.017428879,0.54601717,0.003257471
118,"She kept us going through this lockdown, but soon enough she came on to...",0.010679098,0.003709541,0.13931066,0.042448692,0.053443428,0.17499352,0.51223195,0.06318314
119,"But you still can't have the motivation to go out enjoying them. And there are a lot of old people that have. I've not just got the motivation to go out there and you can tell them about what is going on in the, you know, in the city and what they can join in with. But a lot of it is, I think that when I've been in this long, it won't hurt me, you know, and they just don't feel that they've got confidence to go and catch a bus anywhere and walk into a new road and sometimes there used to be a buddy system. So I think, you know, you do need maybe a buddy to actually get you over that from doorstep and to join in. Mm-Hmm. I mean, as you can see, I think most the group of outgoing he would make of. Yeah, yeah, yeah. Whereas if you've been in special through lockdown and how you used to being in doing your own thing, not not communicating much with other people that you just don't, you feel it's too much effort now, so they need to speak like a buddy system somewhere? Mm hmm.",0.062201902,0.0062686335,0.017576253,0.090930186,0.055248465,0.07841603,0.68914807,0.00021047001
120,"And Hazel sometimes, bless her, you're in a meeting or somewhere with her and she'll come up and she'll whisper in your ear: ""can we go and have another word with him?"" and invite him to come and join whatever we're doing and we grab another one, don't we?",0.0116705205,0.015206706,0.19158232,0.48842713,0.016792445,0.033021286,0.23089753,0.012402063
121,"Colin, sometimes I'll get into making the first move.",0.0027273344,0.0006110862,0.042175606,0.08110108,0.019699438,0.30696806,0.4924033,0.054314088
122,George as well was going on as Hmm. Took him around the park this morning. Yeah.,0.025927555,0.00845122,0.021875186,0.46052337,0.03410787,0.3373263,0.09775788,0.014030613
123,"Even twice. Yes, I did.",0.0053834943,0.0029076403,0.011417191,0.09615366,0.041295193,0.3712799,0.46633387,0.0052290554
124,"He took me in there and I took the test. He, suddenly I looked out of the corner of my eye and he was wobbling on his legs. He is over ninety bless him on Tuesday. And I thought, Oh God. And then I looked and I go switching for his puffer. I brought my first state book with me. But when it came round to it, they both said, No, we go round that extra bit as well, and they did. The whole lot would be. So they showed me through my test.",0.14750262,0.03184558,0.20038514,0.06088446,0.045464657,0.2715088,0.16450606,0.07790268
125,"Yeah, they do kind of push themselves that little bit more, don't they? rather than give up.",0.035636876,0.05325382,0.12492165,0.037014876,0.041978866,0.101541884,0.6038524,0.0017996394
126,Coffee morning.,0.007736599,0.001338565,0.02357074,0.75910527,0.057789594,0.06425542,0.040063705,0.046140105
127,"Bbut when they say coffee morning, it is in the pub.",0.0029113775,0.00094404275,0.006951564,0.17802195,0.017452043,0.67771465,0.082502596,0.033501804
128,We spend a lot of time on Messenger. We have this spending time and I was on it until now.,0.02510114,0.0043572737,0.04769255,0.30432764,0.2838491,0.14819196,0.08762404,0.09885632
129,"Well, messages to us for most, not just people, is linked to this Facebook and its Facebook Messenger, isn't it? And messages as well. Yeah, messages. This is WhatsApp. Well, some are using WhatsApp.",0.07298953,0.062116165,0.16270766,0.45999843,0.023010561,0.08597111,0.1304869,0.0027196284
130,I use WhatsApp but I don't use Facebook or anything.,0.0375242,0.021039546,0.012693916,0.012585952,0.086970456,0.14012733,0.68687123,0.0021873422
131,You're not missing much when you don't use Facebook.,0.13221543,0.017773172,0.022626156,0.016064418,0.010702373,0.13756578,0.66007704,0.0029756343
