,Tweet,Anger,Disgust,Fear,Joy,Sadness,Surprise
33,"Yeah, but you've got electric bikes today, you know, I think it makes it easier.",0.02594712,0.0014863844,0.089051254,0.638031,0.062119048,0.18336518
34,"After another 10 years, I might have a scooter.",0.00305799,0.0011355815,0.033135444,0.31021026,0.09079713,0.56166357
35,"Yeah, you can. Do you miss walking?",0.035052516,0.004354584,0.050893974,0.7059687,0.08666844,0.11706183
36,I used to walk everywhere.,0.07039262,0.014956171,0.077348195,0.25557446,0.51170254,0.070026
37,Do you miss it now that you can't do it? Well.,0.05823884,0.0072152787,0.13287911,0.3768565,0.28240514,0.14240514
38,"No, I do miss it because I've got this bulges in my spine and the the vertebraes are starting to crumble. And I might get a pinch in my nerve, and my legs just give up and fall to the floor. So I was out with my daughter last week to the Barbican to the Hooe, every five minutes or so, I sit down. And the last two bus stops, I've got a bus I wanted to go home. and I suffered for days after. I don't take painkillers because of if I ever do it and I could, my legs could collapse way with me while I go across the road or anything like that.",0.17190167,0.027589785,0.11859465,0.51171947,0.017995123,0.15219931
39,"Yeah, this is kind of masks the real problem, doesn't it?",0.075841144,0.021306098,0.5872195,0.06391625,0.06896865,0.18274839
40,"Yeah, sort of..",0.21322063,0.019294603,0.08133885,0.28107384,0.18922901,0.21584308
41,"I think washing, and that sounds a bit bizarre. But washing and looking after myself, dressing myself, you know, in the future, yeah, feels like a bit of a scary prospect. You know, you got yourself if you've had an operation, you got hit by a car, so you can actually look. And seeing how little it takes for you to not be able to wash or getting out of the bath and, you know, look, look after yourself. You don't think of it when you're well. But as soon as you can't do that..",0.53485453,0.18650912,0.050253633,0.021317307,0.10493743,0.102127954
42,"My mom, she's got diabetes and she goes for dialysis three times a week. She's she's blind, so she she can't cook for herself. My sister's a carer. But she can still shower herself a shower. She can still get herself ready, but she gets so upset because she can't see, so, yeah, yeah, and yeah, so it's really hard for like, see my mom being like family, she was doing everything for me. Now, it's the other way around, but my daughter sees that, you know, like with my grand children, she says, you're wiping their bums. I'll be wiping your bum when we get old. I don't ever want you to do that. She says that to me all the time, I just doesn't say bums.",0.5678308,0.029924527,0.049050905,0.018888962,0.074931666,0.25937316
43,"Yeah, yeah, yeah. I can imagine. What is she looking forward to it or something?",0.00032714056,0.0002546491,0.0032050854,0.21038686,0.0050144647,0.7808118
44,"I don't know, laughs. So I don't go to do this, do that, but do that. Can you change Alison's nappy, I don't know. For God's sake, Laura, I'm just want to sit down for two minutes and say this. Don't worry, I'll be doing yours when you get old. I'll be wiping.",0.16484696,0.005384514,0.5689248,0.17562349,0.023584947,0.061635304
45,"Oh, bless you.",0.0015279894,0.0006127941,0.015129332,0.43832943,0.016422719,0.5279777
46,"Yeah, my mom is all like that sometimes, she'd say  I wish I weren't here and she's eighty six this year.",0.0207609,0.002923603,0.023426874,0.23154826,0.38309538,0.33824497
47,"When you get to that age, you have to rely on the people you trust, people that are going to look after you. You don't think they're going to abuse you, because in 10 years time I could have Alzheimer's, you know, so you're thinking differently. Yeah, try to trust I mean to trust,  trust people that are coming to look after you, are going to look after you well.",0.068945706,0.0032432117,0.33336893,0.4439494,0.08169722,0.06879553
48,"And I don't think there's a problem with ... Rayan was just saying you can't do things, but you don't realise you can't do things until you fall off the ladder trying to change the light bulb. Yeah, yeah. You have an accident because you haven't realised that maybe physically you can't do what you always been able to do.",0.48697987,0.17195801,0.2542631,0.06299243,0.0047778627,0.019028734
49,"So it's kind of a gradual thing, isn't it? Like with your eyesight and your hearing. I mean, my mom's 88 now, and she's always had really good hearing, but I know lately that she'll say, yeah, or she'll think she's answered what I've said, but I know she's not heard me. And yeah, and you think it's because it's not overnight thing unless you have a serious illness",0.08113509,0.00021529493,0.27054045,0.6223926,0.011770623,0.013945951
50,"and it's like those things she's always repeating herself. I'll say, yes, mom, you told me the other day, and you know,",0.027941464,0.011191666,0.028387675,0.22362147,0.21499631,0.4938614
51,I look after my grandchildren all the time because my daughter works. So and now it's a six weeks holidays.,0.00088375004,0.00030266854,0.000898497,0.9422075,0.041432645,0.014274937
52,"You're a busy, girl.",0.02644329,0.01486502,0.028517071,0.2018234,0.060008727,0.6683425
53,"Yeah, but I've always been a giver. I'm not a taker, so. Me too. Anything you can do to help someone, I will.",0.107011355,0.0042715603,0.11378688,0.4957576,0.17495918,0.104213424
54,"it's like my next door neighbours through lockdown. The wife has got really serious cancer and treatments doctor in lockdown. And so I did their shopping. I mean, I only ordinarily do shopping once a month, but they like best weekly because it does. So I was coming into Plymouth every week to do the shopping because I had to be in Lidl's, so I held my breath go into Lidl's.",0.139704,0.11752239,0.006237894,0.5012136,0.16326174,0.07206038
55,"Phew! I'm home. So it was really stressful. I don't want to get this disease. Yeah. So that was, you know, it was just nice to be able to do things for them. But then he's a builder. And so he reciprocated by building us a porch, when I gone shopping and you said, Well, you're not going to be there, so I'll go and do your front porch. So I came back and it was almost finished that way. Wow!",0.07841412,0.041547425,0.012070562,0.6610768,0.04920653,0.15768458
56,"So, yeah, yeah, I think, yeah, that scares me having people look after me and not the other way around.",0.044517092,0.026854564,0.5711032,0.020240242,0.029196624,0.30808827
57,"Yes, definitely.",0.018930951,0.0095289815,0.036092628,0.35525545,0.07268789,0.5075041
58,I don't want to be looked after.,0.017809909,0.003643959,0.865175,0.004327777,0.10051248,0.008530888
59,I'm too independent for that.,0.009720599,0.001676182,0.016156588,0.11892218,0.04928689,0.80423754
60,And they wouldn't it do it right anyway.,0.25311676,0.03438421,0.07135422,0.39733,0.099085175,0.14472964
61,Of course not.,0.13132767,0.015073408,0.06620653,0.45375332,0.08259715,0.25104192
62,Cooking for start. You see it is a theme here.,0.005488124,0.0024015657,0.025557598,0.1105468,0.045135275,0.81087065
63,"Cooking, cleaning. just do everything that you normally do. That person does, you know,",0.05350636,0.015989594,0.046266563,0.47293672,0.078681625,0.33261913
64,"and you have to be grateful as well. Yeah, which I don't want to be.",0.012438535,0.0007957174,0.06590839,0.8439362,0.0508508,0.02607037
65,I'm going to be really miserable. Oh yeah.,0.004261182,0.003549563,0.005508298,0.47762293,0.35153463,0.15752338
66,But to be beholden to anybody.,0.011568624,0.008166563,0.39816195,0.22335352,0.16274771,0.19600162
67,"Because you have to be grateful that somebody is coming and doing it and they have their way of doing it. But you have your way of doing things and it's like, I don't want it, I want it done how I want it, but I'm just going to have to accept. And again, that just adds, and I think I'll probably end up quite low and depressed thinking, Yeah, I didn't have the control of anything.",0.085231416,0.0051019187,0.4225368,0.05732711,0.4141927,0.015610069
68,"Yeah, you have to compromise all the time, isn't it? Yeah, yeah.",0.049843013,0.04131867,0.028575033,0.3152428,0.031791393,0.5332291
69,you're quite easygoing.,0.025639294,0.013266184,0.09385954,0.044443484,0.015004383,0.8077871
70,"Yeah, I still look after my children, even though my eldest is thirty nine next month and my youngest is 31, I still look after them, you know? Mm yeah, it'll be hard. Like I said, Lara said, she's going to be looking after me. That's my eldest. So be hard for me not being able to look after her because I still do.",0.013991674,0.002630177,0.53386116,0.3336605,0.036807153,0.07904934
71,What if she moves away? What if she immigrated to Canada?,0.0028479823,0.003715897,0.92888445,0.006597873,0.021937247,0.03601656
72,She should take me with her,0.008645864,0.0169739,0.007042299,0.055814892,0.8523349,0.05918812
73,"What if you were in a position where your children weren't the people caring for you, like strangers?",0.0028171155,0.0027413354,0.8750628,0.046530556,0.03286857,0.039979592
74,"Yeah, because I've got four children and my girls are here. My boys have moved away. So, yeah,",0.010183691,0.0049323887,0.010814627,0.42654,0.25371101,0.2938183
75,Because not everybody has their family.,0.034152795,0.04681669,0.026965678,0.21062398,0.14109865,0.5403422
76,"Yeah, yeah, I know that.",0.037196003,0.017756002,0.077090584,0.19987853,0.11676626,0.5513126
77,And not everybody has a family whose wants to or able to look after them. yeah. Hmm.,0.002919509,0.0025144783,0.0042439653,0.02648486,0.009279482,0.9545577
78,"It's about trusting a stranger, isn't it?",0.0072444025,0.00087316986,0.6336301,0.045910574,0.10942621,0.20291555
79,"??? trust anyone because I've got a life of people all my life and just trust in it takes a long time. I can be with a group of people in the community room, but I don't have to be friends with them, I don't have to associate, I can come straight back into my room.",0.011155286,0.0013218015,0.04796486,0.9375408,0.0018141194,0.00020310082
80,"Yeah, that's your sanctuary, isn't it? It's your safe place. Yeah. And yeah, and it's invading your personal space.",0.3086439,0.269099,0.10587791,0.21837197,0.02300046,0.07500676
81,Shopping.,0.0011719292,0.0006388108,0.0014512433,0.88924575,0.021501334,0.08599093
82,"Oh, blimey, no!",0.025947854,0.008635208,0.350332,0.28571415,0.02941148,0.29995933
83,I would go shopping for everyone.,0.038084496,0.0055201603,0.020467991,0.20017281,0.39563975,0.3401148
84,"See mine is still at the top, like gardening and doing exercise. Yeah, that's really, that's my life.",0.034748208,0.0063448446,0.115912005,0.5991644,0.15948468,0.08434583
85,"Yeah, mine is dancing because that's all I do outside of work. But equally, I would find it really difficult if I had any visual impairment as I got older because I think there's so much that I do that would be totally different.",0.060156662,0.0058882567,0.17372264,0.37026632,0.29163808,0.09832808
86,"and I don't know. Obviously, I would learn I would adapt, but I would find that really difficult journey to sight loss. Hearing loss, maybe I could deal with a little bit better, but I would find sight loss a really big issue to deal with.",0.53522635,0.0026386161,0.010941483,0.06110336,0.38827837,0.0018118502
87,"Yeah, ditto because I'm aware, you know, I get dry eyes now all the time and that drives me mad. Yeah. It's not something that they can fix.",0.028089827,0.00042368998,0.0072895833,0.9586081,0.0020731508,0.003515679
88,"Yeah, my mom's got that muscular degeneration. So she's not completely blind. It's just a false. And she gets really upset because obviously the past six and a half years I became, I became a granny with my eldest do seven in October, and there is one on the way and every time I go home, I'll take pictures of them. And she gets really upset because she can't see them",0.101309426,0.10201655,0.05668435,0.66926664,0.059645608,0.011077433
89,"But it takes so much away, doesn't it? You can't read, you can't do puzzles, you can't watch films, you can't look at photographs with your loved ones.",0.33785427,0.018935261,0.1310899,0.08195928,0.0975304,0.3326309
90,"Yeah, yeah. My mom used to read every night before she went to bed. She has those tapes now. Audio tapes? Yeah. She used to love bingo.  Yeah, she used to be at the bingo five times a week. And she can't. She can't now so ...",0.15083373,0.15593892,0.041013464,0.40723446,0.053844284,0.19113517
91,"Yeah, yeah. I think I like taking photos as well. And so that be hard, you know, you can have the autofocus, but it's nice sometimes to just do it again and due to what you will and I do take photos now without my glasses, but I know it's getting harder. Yeah. And I don't want to have contact lenses to make it easier because I just can't stand the thought of putting something in my eyes. And so even at that, that would be awful if I, you know, so I love walking on the moors to the live on the moors and taking photos to babysit. To have those two things taken away from me.",0.004413798,0.0005230105,0.010129188,0.9816011,0.002409351,0.00092356245
92,"That's a combination of loss, I've lost one thing but it is accurate loss of  ... I like watching people what I like to sit in a coffee shop and watch people and what's going on around me. Because it's sometimes makes me feel less isolated just seeing life around me. But again, if I couldn't do that, yeah,",0.07409732,0.0029793144,0.24329709,0.4734891,0.1466615,0.059475683
93,"I know my two. When they were little, we used to make up lives of people doing that. We'd sit and eat. Shall we make up thier lives? What do you think of that? She is a spy? Yeah, well, yeah, right.We give them a really, really interesting lives, they might have them but yeah, so?",0.027575215,0.03125267,0.2114545,0.31927502,0.05258708,0.3578555
94,"To yourself, I hope.",0.05917341,0.024136038,0.31999248,0.30058074,0.12860547,0.16751184
95,I've got these calls all the time .,0.068424135,0.0066055926,0.097555965,0.25718573,0.07185996,0.49836862
96,"Oh, that was 2010. Go away.",0.35000348,0.045660965,0.1225896,0.08992635,0.26833102,0.1234886
97,"yeah, that's one of my hobbies is walking, even though that I can't do. I used to go walking every day.",0.008877015,0.0012922528,0.017655134,0.7994059,0.14343554,0.029334206
98,"So out of that list walked on the kind of the general. We think of the top three, the.",0.039448414,0.004529903,0.33620024,0.39773571,0.11871652,0.10336919
99,"Oh, Yeah. Exercise, yeah. Yeah. So exercise self-care.",0.03849711,0.004979089,0.016824992,0.84619486,0.014185118,0.079318814
100,"Watching TV, I love  to sit down and watch TV. Yes, TV, I like all the soaps.",0.0036453907,0.0009513008,0.0059472695,0.56434244,0.375188,0.04992559
101,Yeah. Depending on your cooking skills. Laughs...,0.010908259,0.0036098568,0.018467626,0.90268767,0.037438087,0.026888516
102,Probably taking care of myself,0.029770223,0.0029245156,0.021872144,0.87304336,0.035634708,0.036755044
103,"we've got self care. Yeah. Yes, socialising, because it would be awful to be in a totally isolated, wouldn't it?",0.014303912,0.0021298223,0.124174975,0.3568799,0.067436375,0.435075
104,"See, I like being on my own Sometimes.",0.00054840744,0.0005795,0.0040060463,0.7850845,0.10261882,0.107162744
105,"Yeah. I go to my church every Sunday, and if it weren't for getting a lift there, I like socialising with them, it's a smaller group and it's more like a family. It's not a great big church and it's nice once a week or we go out for a meal, you know, so there is a certain amount of socialising.",0.025370188,0.06609599,0.07024139,0.7561091,0.025548035,0.056635298
106,"Yeah. Just maybe just meeting other people in general in what however, you like to do it. If you know if it's going to the cinema with friends, go for a meal with people",0.21528424,0.019179225,0.02573082,0.6858672,0.01863187,0.035306636
107,in this is like socialisation?,0.020019488,0.01949349,0.45306376,0.19778332,0.09717543,0.21246451
108,Even going to work is in a way.,0.012290864,0.0020362127,0.03738317,0.34554616,0.21750839,0.38523522
109,"I don't mind being on my own but if I was on my own all the time, I wouldn't like it, because obviously I'm busy with my grandchildren and sometimes I just like to be at home on my own doing nothing. But if I didn't have that, I probably wouldn't like it.",0.068449415,0.0017395229,0.18877882,0.43409908,0.29317084,0.013762345
110,"I mean, obviously during this time, I've talked to a lot of people who do live alone, and maybe the one Zoom call that I do with them a week is the only contact they have.",0.0049420767,0.008201478,0.19854984,0.7633735,0.02355158,0.0013815442
111,"Oh, that's frightening.",0.0002824324,0.00038347187,0.9889729,0.0077768336,0.00029252373,0.0022918263
112,"Yeah. And I think, yeah, when I start thinking about it, it reminds me actually how terrifying that must be, you know, not having any contact andnot being able to speak to anyone. And I think we've all seen it, haven't we? The, you know, an older person at the checkout in a supermarket and just chatting to the cashier. And especially if you're in a rush to get back to work or something or go somewhere, you like the for goodness sake, you know, just move along. But in the back of your mind, you know, that may be the only current contact that person must have. So I think that we can be quite flippant about socialising because we get it. Yeah, yeah. But I can't begin to imagine how how debilitating it is if if literally you get up and there's no one and you go to bed and you've spoken to no one in, that happens day.",0.029332232,0.012732297,0.19139689,0.7124386,0.005181954,0.048918065
113,"Also, you may not have the physical ability to get out and meet new people or the confidence to just turn up to something and can't join this club or something that must super frightening.",0.002729594,0.02176149,0.06240171,0.013312732,0.0052605392,0.89453393
114,"Where I live in community homes. We do take care of each other and the staff family. And if they're not, there is always somebody there if you need. You know, I'm helping people. Yeah, I'm helping people and people will help me. Yeah, it's needed. So you don't see each other for a couple of days before. Oh, and go and look at shopping. So I'm lucky that I'm there.",0.023988636,0.0009248736,0.05116724,0.64079434,0.23756678,0.045558132
115,"Yeah, absolutely. I mean, I've lived in my house since 1988, and I still don't know the neighbours.",0.013462758,0.0022177466,0.0025513133,0.55636173,0.07295166,0.35245475
116,"Yeah, well, I know them, but we don't talk to each other. Yeah, yeah. I mean, nobody talks to each other at all.",0.083812214,0.027081864,0.075485036,0.28181812,0.15447618,0.37732658
117,"Yeah, it's like I live on the Barbican and some of the some of the neighbours are lovely. Others don't even bother with you. You know, I'm always like this: "" Hello, good morning"" but I'm like that.",0.012532662,0.055333164,0.1739673,0.26688957,0.39630964,0.094967656
118,"They are looking at you like you're strange. Yeah, yeah.",0.021949736,0.026129097,0.038313232,0.1434066,0.049847245,0.7203541
119,"I mean, I think it's the world we're living in now.",0.07512204,0.0072882804,0.07662232,0.6650754,0.14165084,0.034241114
120,"Yeah, yeah. But like I say, I know a lot of people where I live so, you know, I'm never on my own. and there is always someone there.",0.10265103,0.0016206156,0.61268586,0.27301756,0.0079843635,0.0020406048
121,"But now what if I say do, too, and that is the only contact I know we get it a lot. And I know you like your teams, but you were phoning people on their own when, you know, through lockdown. Yeah, and you said the same team.",0.028239746,0.0047737313,0.22404307,0.5719037,0.12839247,0.042647254
122,Yes. Yes.,0.0019733084,0.00038578856,0.0029768632,0.89656156,0.0038303812,0.09427207
123,"Um, and we would get leaseholders as well, like I did. We we don't find them like you would for tenants. But you know, when we're speaking with our like more elderly leaseholders, you can't get them off the phone. And it's just they just want to talk and talk. And oh, we really, really something. Don't be sorry. That's fine with us. Somebody else will pick up the phone to somebody else is. You know, it's just ...",0.018710447,0.005227981,0.04524868,0.26281172,0.61382496,0.054176215
124,"And I think sometimes it's not your problems. You don't necessarily want to talk to other people about your problems. But it's when something funny or something really positive has happened to you. You want to share with someone and then it's like, Oh, oh, I can't tell anyone and I've got nobody to tell my good news to, you know, that must be really difficult.",0.010436794,0.00069154415,0.0073125674,0.02065889,0.037290998,0.9236092
125,"And again, I suppose, you know, it's all about being going, losing your eyesight, maybe losing your hearing. Then when you don't have that communication, you know, that must be quite isolating as well.",0.05074147,0.015912207,0.20084035,0.6185448,0.10257085,0.011390306
126,"You know, it is still used as a punishment.So that just goes to show that, doesn't it? That's how you punish human beings and actually isolate them. Yeah, yeah.",0.02666821,0.045760844,0.27631345,0.51628745,0.013601902,0.121368125
127,Yes. And that's an understatement.,0.0027120125,0.0010790156,0.011098829,0.69455767,0.0021143777,0.2884381
128,"I'm an ex smoker and I, you know. But I smoked until just after the pop started to stop you, and I used to be outside every five minutes up in smoke if I. So I do understand when you want a cigarette? Yeah.",0.11162774,0.022960741,0.05640507,0.3269775,0.18832242,0.2937065
129,Did they say that all the most important meetings go on in the smoking area?,0.037724756,0.009281583,0.12187314,0.5843982,0.034938607,0.21178372
130,All the big decisions are made.,0.03931843,0.0038005896,0.43648675,0.09623077,0.041717704,0.38244575
131,"Yeah, I guess you can just pretend, you know, one of those candy ones we used to have when we were little.",0.0021833517,0.0011542634,0.007213631,0.19407322,0.05641403,0.7389615
132,Oh the worst one is opening a tin,0.06681466,0.013072369,0.088264935,0.6556035,0.07710709,0.099137396
133,O Jar Jar. Oh yeah.,0.0010669435,0.0009867651,0.0049050413,0.90309846,0.008605772,0.08133701
134,"I think everyone knows what kind of problem. I know, I know. Sometimes, you can get it open easily and other times, it's just won't. Yeah. Yeah. Bang it!",0.09741272,0.0409374,0.020735046,0.020582654,0.19155896,0.6287732
135,"You can get a gadget, though.",0.028839849,0.005497786,0.037479367,0.068490915,0.0306745,0.8290176
136,"My mom's got one to make it easier, but it's knowing that you can get that gadget , that's the thing.",0.022218566,0.0034974066,0.13671763,0.42565122,0.25252718,0.15938799
137,"So I have very high ceilings in my house they are nine foot tall, so to actually change a light bulb needs a ladder. I also have one light bulb that hangs over the stairwell, which you have to get on top of a ladder. Somebody has to hold your legs and you have to lean over, Oh God, the drop to change the bulb. Oh no. And every time I have to do it, I am so terrified. And that's now. So if that light goes in the future.",0.000818187,0.00015843137,0.98941225,0.008268307,0.0007036041,0.0006391937
138,It's going to say dark. Laughs,0.0044271536,0.0039870706,0.1996406,0.50007355,0.08903804,0.2028336
139,but it's the hallway light that lights the whole stairs. So then I would have no light in the stairs.,0.014013899,0.0012561912,0.030828526,0.82064235,0.114357956,0.01890105
140,"Well, I I guess if I had the money to have somebody come and, you know, do the job. But yeah, that would need somebody quite... Because it will need scaffolding. Yes. Yeah. Yeah, because it's three floors high and the the one lights on three floors high and literally dangling over and you can see the floor and you're like ....",0.082049,0.077823505,0.1318572,0.47330675,0.050821543,0.184142
141,Get them on the wall.,0.09071577,0.0073351944,0.105653726,0.7468133,0.0061204233,0.043361597
142,"Yeah, but I was saying it's going to be quite an expensive job.",0.006132886,0.00072311173,0.009242241,0.4110397,0.027226146,0.5456359
143,"I think any maintenance issue, isn't it? When you getting older that you can't do it yourself. You know, even like, you know, cleaning the windows outside, I can do it now, but you know, in the future,.",0.050291125,0.09991269,0.33114216,0.31874365,0.068300135,0.13161026
144,"And it's that balance, isn't it? between because I think one of the things that worries me about getting older and having a pension is not having enough money because I don't have resources. So if you can't do things for yourself or you have to have adaptations, you have to be able to pay for them. So if I'm on a small pension and I can't afford to pay to have things done in the house repairs or adaptations.",0.1548728,0.006686795,0.04503079,0.5619983,0.18939795,0.04201338
145,"But I think there are places you can go and they'll come out and do it for you. But you own your own home. So I don't have it works that way. Yeah, but I know people like my sister. She couldn't get in the bath, no more so they came out to put  the shower in, and she's got like a toilet. Yeah. So because she can't, she's on one of those walkers now.",0.044406228,0.023361595,0.094098985,0.11160654,0.029972905,0.69655377
146,"Yeah, maybe.",0.0115561895,0.009000798,0.012783902,0.08057413,0.03663243,0.84945256
147,"That's what I meant, social services.",0.04556654,0.026477456,0.015914686,0.19332767,0.02877146,0.6899422
148,All depends how much money you 've got.,0.023030428,0.0051175775,0.2211342,0.1472463,0.25492835,0.34854314
149,"And how serious your condition is becauseI might feel that my situation is serious, but somebody assessing me in a very formalised way.",0.009697888,5.7374604e-05,0.7348185,0.2549579,0.00041904964,4.927366e-05
150,"Social services may say, Oh, we don't think that you're needy enough.",0.0021856425,0.0026993908,0.00086449686,0.0073380126,0.0044340226,0.98247844
151,"Yeah, yeah, I'm going to get a stool to sit on so that I can do peeling vegetables or cooking or anything like that. If I make the bed, I have to stop because of the pain in my back, so that  can take me hours, even put a hoover around. I have to stop, sit down place my back so that can take ages. So actually, I might need a cleaner.",0.009894866,9.365023e-05,0.020039396,0.9533408,0.0077310903,0.008900195
152,"Yeah, and that's going to cost you. You know, and you have the resources. Yeah. And then again, that's somebody coming in your home that you might not want.",0.01598018,0.0017009514,0.9362673,0.03815754,0.0012091058,0.006684883
153,"Yeah, yeah.",0.0067442446,0.0058021815,0.008984959,0.33909202,0.031450544,0.6079261
154,"Yeah, yeah. And there is the pride as well, isn't it?",0.024467414,0.0035647703,0.028349126,0.5629611,0.026691431,0.35396615
155,"Because my mom was the same. She didn't know she she had a pension, and that was it until she stopped going blind and social service came out, filled all these forms for her. She's getting fortune now.",0.008935758,0.027281402,0.099684305,0.42653015,0.012712167,0.42485622
156,"Yeah, but that is depending on somebody letting social services know.",0.054834764,0.0404316,0.34866238,0.23309523,0.09424516,0.22873087
