,Tweet,Anger,Disgust,Fear,Joy,Sadness,Surprise,Trust,Anticipation
37,"without it through your lockdown, you wouldn't have seen anybody that didn't have no children with anybody who didn't have that. You're isolated you",0.017068693,0.007116732,0.01848875,0.053696353,0.011049058,0.06192194,0.8269726,0.0036858602
38,"thinking, Oh yeah.",0.021042138,0.0041685505,0.04858087,0.51270425,0.10053305,0.19807063,0.09558325,0.019317225
39,"I mean, I think the said, I know it's unusual that the pandemic will take the effect on mental health as being. Of jobs,",0.0030753633,0.00013844644,0.007111219,0.7369467,0.029364541,0.00806702,0.18664056,0.028656121
40,"I struggle with it when I thought I had to isolate, because that meant taking early last year was to say isolate for 14 days. I struggled to quell my scooter to try to avoid everybody. Well, no shops open in town show free travel around there, but it can get scary as well. And I think I'm more scared now than it was last year, and I think it's because of the understanding of it about both the Jabs obsessive test yourself twice a week. But we have a great community where we live. We're lucky, we're very lucky, and we all realise that, um, we had nobody had the infection or anything like that, you know, the virus. So and we do sit downstairs. I'm not in the community when we weren't allowed to use that, but it's still sitting in the main entrance. You know, I don't",0.11432122,0.015102524,0.103454426,0.05773823,0.05293998,0.37366456,0.24040917,0.042369913
41,"do or out in the courtyard, you know, so we had the communication wasn't too bad for us. But if you look what your own in your own house and I think you're more isolated than I think communication right through technology is in really, you know.",0.054118074,0.016928399,0.0682601,0.09404438,0.056767557,0.4056298,0.27216977,0.0320819
42,"When some people can't drive a car, that's how you do notoriety before then. Once you try to ?  During lockdown I was stuck for two years. Yes. We just live in a bedroom and that's it is a shared house for four people. And I wouldn't go see it.",0.033312123,0.00085255154,0.1484201,0.6096277,0.055069916,0.01798256,0.13388667,0.00084837375
43,"And I just don't think even though we've got a community, we do face to face just in our reality now. You know, while they are still things like, do they really, I don't know what we would have done 40 years ago. I really don't, you know, so",0.028062409,0.005088955,0.011227559,0.016346186,0.021428593,0.022043647,0.8916476,0.0041550486
44,"You know, I was very, very lucky at the very beginning. I had a heart bypass and my daughter took me up to Kent to stay with her. Unfortunately, not going to school. I was there, so she got stuck with me for three weeks, unfortunately. And you know, any excuse because they brought me back in time or had my first job in Kent and they brought me back to have a second one here. Uh huh.. I must be horrible. Well, it doesn't bother me. I mean, where I live, we don't have a community centre. We don't have anywhere we can go and talk. So I was in the courtroom every day, but I just didn't",0.13088652,0.040246557,0.42832384,0.052710965,0.14987786,0.0124114575,0.18286824,0.00267456
45,"day. Yeah. Well, I'm lucky I live on the Hoe. Oh, so I've only I've only got to walk five minutes. I'm actually on the Hoe a life long live every day for a little walk and talk again. I mean, I used to see some of the neighbours, but. You know, we didn't mix.",0.0056921714,0.0045738863,0.08014501,0.017533574,0.02375923,0.09673416,0.76481545,0.006746544
46,"is the ones that couldn't get out in the community. I mean, there's the bungalows and we could see if we couldn't meet up with them and it was fun to see people there was certain neighbours that we had couldn't leave home. I don't blame them. And it could be that. And I love the interaction of people. But without Zoom and teams and all that, I well, I would recommend. Definitely. I mean, I wouldn't have been able to see my family without the internet.",0.019517345,0.001108376,0.008462011,0.12996161,0.0067165107,0.26842955,0.55818766,0.0076169465
47,I haven't got the internet or and I don't use the computer now just it doesn't bother me from the get go and don't bother me when I have to contact firms and they,0.0439949,0.0041190316,0.06765061,0.37596998,0.06490022,0.3020906,0.08610186,0.055172812
48,"or doctors. Doctors, now that they are nightmares now because I'm trying to get hold on to an e-consult and if you're not on the internet now, for your prescriptions and contacting doctors. That is huge!",0.055879585,0.0073545272,0.061297666,0.8073922,0.0015685521,0.025483565,0.038721018,0.0023028776
49,"yeah. Well, there again, I'm very lucky because when I want my prescription, I'll just bring up a little chemist in West Hoe and they they just routinely get it and they deliver it to me.",0.6521036,0.0018729283,0.012063227,0.024312481,0.0009370136,0.011024868,0.29743353,0.00025235067
50,I hope they are not going to stopping that.,0.0192756,0.0041550617,0.34722394,0.006100746,0.024663614,0.07507619,0.50243753,0.021067308
51,"Yeah, I'm very lucky.",0.004400281,0.0054944684,0.007827049,0.049528793,0.022690784,0.756758,0.14282872,0.010471951
52,"They've been very good press so of. I mean, I'm not with them, but some the our residents are yeah. And you know, I mean, that struggle. I don't even have to pay for my prescriptions. I got a text message from Boots's chemist because of pain and your prescription is ready for collection and closes the book. The booth came back only 10 minutes, you know? Yeah. So our customer, so we've been lucky like that.",0.0013677485,0.00041716816,0.0064140586,5.315509e-05,0.00013977496,0.025260374,0.0009374333,0.9654103
53,How did you set that up?,0.035687942,0.015106159,0.13596584,0.01854798,0.038118828,0.31677666,0.41397777,0.025818788
54,"But I was with Lloyds in Devonport. Then when I moved, I told my doctor that my prescription is going to Boots. And at the start, I had to keep ringing up, ringing up, getting prescriptions that over now Boots supply for it, for me.",0.025319075,0.0027283267,0.018602176,0.18342042,0.044430006,0.015133799,0.7076917,0.0026744618
55,My surgery will let you know what.,0.0057179793,0.00017607409,0.06876611,0.14092536,0.016687632,0.055546053,0.09527088,0.6169099
56,"We won't now go back four years ago. You know, these are driving where we have all agreed for, you know what I need from when they need it. So, OK, OK.",0.059150442,0.009029288,0.4440926,0.08310748,0.0066227866,0.0072517386,0.3846396,0.0061060865
57,And also this kind of forgotten health care.,0.008483265,0.0003891086,0.012415009,0.367089,0.16061243,0.32285538,0.12114781,0.007007974
58,"I forgot how my Doctor looks like,.",0.004209053,0.0007262874,0.0017372671,0.7764107,0.05330793,0.14935394,0.0050173295,0.0092374915
59,"Well, how can they see what you look like? It's only telephone.",0.052199893,0.013130932,0.03295913,0.10931877,0.3614383,0.18406212,0.22559205,0.021298794
60,"Yeah, that's my issue.",0.018728413,0.00066043047,0.0036062356,0.009537288,0.0058337976,0.011441187,0.9497579,0.00043478786
61,"and you know, especially with the chest problem, and it's a bit of a telephone consultation. And when I say it's a consultation, a conversation because you will only be hearing huh huh down the phone ...",0.100803934,0.010977534,0.08687334,0.5951194,0.002637181,0.0025771903,0.19360991,0.007401487
62,from the phone down and you prevent even breathe.,0.023492105,0.004847898,0.029755162,0.51163715,0.18052642,0.09003839,0.1316786,0.02802427
63,"Well, I was just thinking of touch wood how fortunate I am at the moment. I did have a partner who has a lot of difficulties that you seem to have. Yeah, you make a good point. Most of your doctors, but all sort of organisations I wanted to get in touch about my television license. And there's no number to ring them. Very annoying. And yet I've done so well.",0.030610178,0.0031734626,0.058051873,0.61107826,0.1386572,0.11782094,0.033993725,0.006614395
64,"You know, I mean, I tried to ring with William, and I try to ring them the other day, and I didn't find a number, My grand daughter found it on the computer and I rang them. Oh, you've come to the wrong place, you should go for hero.",0.059985932,0.00053035456,0.0068547586,0.07620798,0.0077979937,0.31597736,0.5306404,0.0020051633
65,"Yeah, I do get annoyed, really, don't you all?",0.05600525,0.015436714,0.014723744,0.022132525,0.009200415,0.041346725,0.8403366,0.00081800524
66,"Yeah, yeah.",0.006225747,0.005138517,0.007582397,0.28394318,0.02861806,0.52833605,0.12984855,0.010307504
67,"Yeah, it is very hard for trying to communicate concretely for people. And I think that's where you get fed up. And I think some people just give up to try to communicate with them. The next thing to get electricity, to know why you're doing this, why are you doing that? And again, people get put under pressure. Well, you know, it's it's horrible. Yeah, it's I'm quite fortunate I do get your scam calls, you know, text messages from my provider BT. And if I'm not sure I ring BT up, you know, saggy pants and stuff like that, you know so well, a lot of people don't know how to do all lot, you know?",0.039382666,0.016947556,0.15143973,0.26529735,0.0066992505,0.035100084,0.48150754,0.0036258192
68,"I read about after quite a lot of our residents doing jobs for them and things like that. It's something in my nature. I would reward myself and I used to work for, Yeah, and I still do it now. You know, that's what keeps me going mentally. You know, without all that I don't know, I'll be there enough income of our party, you know?",0.0017004121,0.00094925525,0.026703792,0.0061122174,0.0004996879,0.005787767,0.95678115,0.0014656916
69,"unless there is a  danger now if you were not switched on to the scam, they'll go and say, Oh, something with your back press one. As soon as you press one.",0.022317031,0.0002847225,0.2841966,0.0038552561,0.00021302058,0.000864662,0.6866019,0.0016668116
70,"Yeah, that's it. Yeah.",0.0062117847,0.0029519498,0.007091111,0.19065462,0.021816632,0.36916357,0.3955374,0.0065729143
71,"And you do it automatically like the something with the police and comics, as you know in the show. Yeah. They will panic, you know, at the moment of screen time, and I don't think so. And. But I would think you'd be lucky, he said, just don't don't don't engage conversation with people. But people do! yeah, and they get caught and they lose an awful amount of money. There's people out there, though this is awful, awful evil creatures that know it. And again, just because everything is online or on the phone. That's how you get people's lives in danger for all this technology",0.04223423,0.0043625156,0.035609465,0.11833073,0.016920796,0.121177934,0.6561653,0.0051990272
72,"to do something very plausible, the people very and I sometimes tell our residents like I've had this scam call, if you get a scam call or they're asking you to BT again, we say my payment last month hasn't gone through and they take my details. Well, I've checked my bank statement. I know that it was paid, so I didn't have to do anything else. I just blocked the numbers. But they come back with different numbers",0.0052148798,0.0006048236,0.012711285,0.882878,0.0018358312,0.014952384,0.08040221,0.0014005888
73,oh they did,0.017093142,0.026017465,0.23038745,0.13720898,0.040766798,0.36985028,0.16194743,0.016728466
74,"So it's it's never ended, and I don't think it will stop the way we're going to stop it.",0.037604816,0.0036979604,0.024477178,0.116095185,0.11719759,0.37803805,0.3072664,0.015622792
75,There is a way for these big companies don't want to.,0.0046935147,0.0010954649,0.21189846,0.0012600214,0.0029664135,0.049115445,0.7259246,0.0030460563
76,"You can't keep. Yes. Yeah. We have agreed to our place doing Taichi every Monday afternoon. I start doing it with them well, so a lot of them, our regulars, that they drifted off along with what your you can't be with the big group and this group called the Barbican legends, which there were a lot around the Barbican. They were coming in, doing this Taichi. It is very good for you.",0.033471707,0.015106352,0.20548631,0.032972172,0.026458433,0.5200625,0.1448561,0.021586457
77,"And it's a great way of being able to meet up with people. But at the moment it is not right to do. Um, I think they started it again and",0.00021826502,6.584888e-06,0.0060353656,0.9829892,0.00010052622,7.271092e-05,0.010577031,2.9482584e-07
78,"Yeah, for now we can't.",0.011099306,0.0011410096,0.024906486,0.33711815,0.04667473,0.14681976,0.42181626,0.010424318
79,"That's right. Yeah, yeah, yeah. Yeah.",0.026702132,0.009267657,0.014935197,0.2566483,0.041219354,0.36906978,0.25783587,0.024321714
80,"So if I can just just go back three spaces. Somebody mentioned television licences. Now there's no getting away from the fact that television is very important to elderly people who are confined to their own home. Yeah, now I'm 82 soon be 83, and I've got a TV licence because they stop the free ones. And this week, for example, I got a message to renew my television licence, and I haven't done so because I got so annoyed that the millions and millions of people have not even done last year's licence. And yet, so I think because it's so important that elderly people have the facility legally to watch television, it ought to be sorted out.",0.03794595,0.0005218681,0.14745156,0.74876994,0.0010298037,0.00037102992,0.06298848,0.0009213668
81,"Yeah, I get mine to be renewed every year automatically, and I don't know why, because by the people I to.",0.092164844,0.009622683,0.09373576,0.2802131,0.028421601,0.04087371,0.44478047,0.010187845
82,"I don't mind paying, but I do expect other people to expect other people to pay.",0.10932224,0.013315635,0.005895721,0.05823673,0.037482776,0.14227618,0.63093776,0.0025329918
83,"A little bit of back, some decent television.",0.024455063,0.005916306,0.009446767,0.15465955,0.52424765,0.10406097,0.17041877,0.0067949262
84,"The repeat programmes, you could expect a double bill for your licence.",0.017765317,0.0016807099,0.0062067425,0.05833993,0.007234689,0.7607917,0.1290541,0.018926797
85,"Well, we'll just make one comment on digital communication. I didn't actually comment when it was discussed. I use a zoom, a great deal and sometimes that as many as 400 people can go on Zoom sessions from around the world little corners of the world had never heard of.",0.020733131,0.0025149952,0.3282232,0.40265125,0.011149248,0.007659792,0.21204236,0.015026013
86,How do I use it?,0.05072733,0.0108922,0.3537945,0.052543834,0.07214828,0.055199195,0.38731876,0.017375924
87,"I use it for groups of which I am myself a member and the worldwide groups, and I use it for church activities, which I am a member. And I also use it digitally for communicating with my children with a portal, which is a magic machine. I just make telephone calls by saying to the television, Please ring Harry and Harry's on the television.",0.058855776,0.17576993,0.28749338,0.21524489,0.037034955,0.034701124,0.16558175,0.02531819
88,"I also wondered about that one. Well, I'd probably get it for my family. Well.",0.007392422,0.0018595945,0.0499221,0.10709314,0.037221752,0.4883882,0.21367887,0.09444391
89,"So having said that, I'm not keen on it if I think about it deeply because it really does eliminate social interaction. Person to person, yes. So although I'm spot on a bit of a coward in a way, I use it. But. The back of my head says I don't really agree with this.",0.08782904,0.0071564396,0.19882125,0.21204129,0.14652422,0.021815911,0.3222462,0.0035656746
90,So it is both,0.016753834,0.0049357563,0.047731534,0.18714869,0.036755502,0.19804476,0.4955077,0.013122235
91,I would say the pope was there on a big TV screen. You can see the state that was behind the screen and completely look like you got real bad luck.,0.0063882363,0.0034507897,0.019263702,0.075793654,0.0037558372,0.025157593,0.86385953,0.0023306762
92,I only got this because one of my kids bought it for Christmas.,0.00090174435,0.00047324077,0.00094344595,0.5919159,0.19006024,0.18357697,0.02603794,0.006090517
93,Yeah.,0.0049883868,0.0050767465,0.009239294,0.4443047,0.032086007,0.32340598,0.17296685,0.007932046
94,"No, I think I said digital interaction. Um, communication is important, but there are still a lot of people that don't have that. They don't want to. You know, I'm. I got it for just over two years, and I'm still scratching the surface with it, um. People come to me and ask me. Because so wrong when we computed hello. No, but your son can work for the education services on I.T., you know? So, um, I'm more a practical person.",0.04080432,0.049519904,0.06085066,0.024425022,0.028816057,0.6400214,0.1339175,0.02164518
95,"Well, the way I've been thinking. I'm sorry and everything things down because I'm so used to doing it. It seems to be self-care, social interaction, and I guess it's not so magical. So it's self-care. And that breaks up into all sorts of activities, social interaction and medical and financial. Accessing those.",0.02189522,0.006842428,0.162562,0.7191191,0.005562149,0.0021506562,0.062144343,0.019724134
96,You're good.,0.0018533082,0.0021982295,0.021725567,0.033428393,0.0037537275,0.12363901,0.8109599,0.0024418635
97,"Do you think that a lot of people think a realise that you know about self-care, that is important",0.036516186,0.020746203,0.045261826,0.034700684,0.018121772,0.016986115,0.822228,0.005439179
98,"exactly what is it? See, I use 40 words but two would do. Yeah, yeah.",0.057543654,0.017544376,0.09379814,0.05981131,0.06750555,0.14906335,0.5411744,0.013559195
99,All the different activities tells us that it's totally those,0.17237413,0.009310233,0.13844047,0.14818335,0.052450504,0.16593619,0.285352,0.027953126
100,"same as activities, you know, even though it's essential to you. You know, I've got to have a bath. It's an activity or a shower. You know, it's an activity.",0.05312327,0.001677541,0.35356423,0.29539013,0.00029870015,0.00015899118,0.2950341,0.00075304013
101,"But this session don't, isn't it?",0.0044861403,0.0003234614,0.05944032,0.1682116,0.028123392,0.099140726,0.60783094,0.03244344
102,"People say to me, Always enjoy what you do or enjoy doing what you do. I have got saving for life, and I'm fortunate to have that. Um? Well, so, I've seen people that hasn't, you know, people",0.04765347,0.019047558,0.00653654,0.5612997,0.025361335,0.15026501,0.18918146,0.00065494626
103,"with it, isn't it? Two things of the three important things is some of the things you want to do, but there's some things you have to do of those, those three, all the activities you have to do. You have to look after yourself. What was the middle name again?",0.19803238,0.008030495,0.08780331,0.2878009,0.0005343398,0.00042291894,0.41734913,2.6516156e-05
104,"So social, interactive. Yeah, your health and well-being is included in your social and stuff.",0.0023947598,0.000906782,0.0059599513,0.73138756,0.01892591,0.09998615,0.13704722,0.0033916703
105,"Because there was no idea. OK. She's not confused. I'm lucky because all I do is to jump on the bus and go into town do some shopping there is this. I was used to thinking of reserves with that stuff. Yeah, yeah. Tuesdays I used to go for lunch at the church in Glenfield. That's yeah. Well, now I make myself go into water for a walk on the road or catch the bus in the town.",0.027618252,0.0029871543,0.16948356,0.6300876,0.0048281476,0.014209141,0.14045696,0.010329154
106,"and it's important. Yeah, if you talk about what's in the three top important things it's important to and yeah, I think I just think you're good.",0.008600896,0.0015824017,0.012115848,0.011767601,0.0027183138,0.00555895,0.9533571,0.0042988975
107,"But I think the transport as a part of social interaction is vital. I mean, for example, I've got a son who's a copper in Launceston. Yeah. Now I'm going to hop on the bus right outside my door. No one from here to those tables that hop on the bus and I get off at Tesco's in Launceston, which is eight minutes for my son, he collects me in the car. Yeah, I'm just starting to get some of the best of Tesco's naturally, but",0.06975904,0.013051872,0.32725173,0.3318208,0.007769559,0.022681944,0.16989645,0.05776861
108,"then I'm fortunate I've got a car hold beloved for. I don't know what I do generally road some of the residents around to the garden centres that help yourself, you know, so I've got no taxis but waste money on taxis, you know that. So I enjoy getting out excuse to get out. And so that is important to me.",0.25017852,0.00046764486,0.13233395,0.23312122,0.01365143,0.009717918,0.35808456,0.0024447707
109,"Um, with transport going on that, yeah, I'm limited.",0.005624146,0.003259397,0.010849344,0.09081331,0.040397637,0.6674634,0.15537907,0.026213694
110,"Yes, you are.",0.017639918,0.02147304,0.023667324,0.38511097,0.031433377,0.11804345,0.3993896,0.0032423309
111,"Yeah, yeah. But I mean, I'm pretty nifty getting on and off both the load, the ramp and stuff. Yeah, crashed of the south on the bus that we gloss over that. But it would be here if it's not on the bus route. There's only a certain type of taxi. I can have a map, but you probably yeah, it comes back to transport. It is huge.",0.010317027,0.0003103773,0.019183964,0.17242503,0.0026642827,0.009174465,0.78169733,0.0042274944
112,"Yeah, yeah. Is there any approximation when you crashed on the bus I worked with was comedy, a nightclub, three buses in the depot.",0.0903748,0.009823554,0.013259725,0.74007255,0.047006287,0.06166306,0.033611935,0.004188112
113,"So I burst in because the crowds in the way that I went because it felt I felt pressured to do that and put the post goes quiet because I do like to use to drive. I do reverse parking and they'll go, Oh, you know, the flashing to the side? Yeah, something out.",0.08446042,0.0017280469,0.045577016,0.05187709,0.002338026,0.069614924,0.74282694,0.0015775402
114,"I don't know his picture post. You can't, you",0.004427164,0.0023900713,0.017596863,0.009151321,0.0637164,0.083167695,0.8097885,0.009761954
115,"know, it's a self-drive 'cause people make up, they go off, right? And I had two arguments to have taxi drivers in Plymouth but I didn't hear. He started giving me a lot of, you know, doing that and I'll get off an engineering and technology made.You would think a lot about Typekit. I think more people are going to get hit by a car, but yeah,.",0.013919153,0.004708333,0.006761777,0.73954004,0.011478687,0.10140773,0.12163784,0.0005464546
116,"They are know what you're saying, but it's all about climate change and people have to suffer with climate change and not just because of climate change. Electric cars, like you said, they're very quiet. I've never stepped out looking the wrong way, but you know, you don't ever call me, you know, so there's no",0.02050975,0.0019644909,0.028227735,0.0512602,0.063199215,0.061791074,0.7724489,0.0005986623
117,"way they can let you know I'll meet someone who's I've been down to the Did you come from home? Yeah, I'm going",0.0002076051,0.00019572885,0.001207344,0.0015879368,0.0017863846,0.96528965,0.02672769,0.0029976587
118,"to say this about the guide dogs. All that because the guide dogs go by what they can hear. Yeah, yeah. So it's really massive. Yeah, yeah, yeah.",0.04124749,0.0067307777,0.18364406,0.36005956,0.0040279124,0.0023320285,0.39990357,0.0020545977
119,It's not been introduced.,0.02618577,0.005043837,0.05402366,0.05245439,0.19005777,0.21321538,0.41641688,0.042602316
120,"No, I know",0.0037500577,0.011923723,0.016352475,0.016367102,0.08148087,0.28582725,0.5729586,0.011339939
121,what it's,0.016696922,0.010542053,0.13453136,0.0881158,0.033427637,0.25180304,0.44612783,0.018755328
122,"like coming otherwise three three years in this place. But in the Pines University here, 50 years ago, it's never, never",0.023117568,0.005965147,0.018925894,0.029585166,0.16870086,0.15491644,0.4483796,0.15040934
123,"been a polytechnic. Yes. Yeah, I think so. She's very down. That's all you need to know. Oh, yeah, yeah.",0.017615316,0.0048446856,0.040798932,0.102330305,0.048033666,0.28436068,0.47391748,0.028098933
