,Tweet,Anger,Disgust,Fear,Joy,Sadness,Surprise
45,"Some people are unable to do that, all their children and grand children and family live away. So you know, you just have to get on with it and go on with it basically.",0.0038930848,0.000493546,0.07635302,0.91673094,0.0009308547,0.0015985614
46,"You say last week, my grand son rang me and said, Can you come for breakfast today? And then? Yeah, I'm quite lucky because mine are in Plymouth.",0.063165255,0.0056876186,0.018207917,0.1327932,0.08371222,0.6964338
47,"No. Yeah, no. Well, I could travel to Malta to see my son.. and I'm not comfortable with that.",0.028946191,0.0044659358,0.3414721,0.28924805,0.11276029,0.22310744
48,"Yeah, yeah. I've got some family in Plymouth and some family away. So I used to because the children at school and stuff and got activities, I usually travel up there.",0.03348178,0.06331391,0.09097321,0.55232537,0.13657276,0.12333298
49,"it becomes a challenge when you get older, because well, for the last 10, 11 years, I've been travelling to Canada every year for so long, I've got family there. But then the more I think about it now, especially after Covid, it's out frames frame that he performed in schools, tested in students. I mean, I just think of them as 10 and a half hours long. Yes. Yeah. And I think as you get older, it's a bit more daunting that I never used to think about. Mm-Hmm. But I've got older. Yeah. Yeah, you've got something.",0.0835098,0.00943412,0.12016768,0.23218705,0.050060004,0.50464135
50,You can see more obstacles in your way. Don't you?,0.064272135,0.024730036,0.15460077,0.21875295,0.07755425,0.46008986
51,It always seems so much more effort. Do I really want to go?,0.057867713,0.0012113746,0.08175625,0.050634526,0.7618592,0.046670966
52,"I think it's because you can overthink things, can't you?",0.14921992,0.011278334,0.32245475,0.15222594,0.20524834,0.15957272
53,"Yeah, I think it's it's because of Covid, that's why? Well, mine is going for a long time, isn't it? so...",0.11207996,0.020255372,0.08281118,0.19009371,0.50082064,0.09393912
54,"I volunteer for the home for the blind. And going back to keeping mind active, they do a crossword every morning and they know what they want to do it because they know that it's going to keep their mind active. And I think that's very important for them.",0.07118013,0.005103977,0.017043052,0.87793666,0.022375764,0.00636044
55,"I have plenty to plant but I'm not a gardener. I was never a gardener before. I will do a bit more now. Now, though,.",0.016404344,0.0019819306,0.06536683,0.5796739,0.09122921,0.24534382
56,"No. Yeah, I don't like it.",0.06302168,0.013193744,0.31351808,0.08993093,0.20262548,0.3177101
57,"Three. Yeah. Okay. So so one could be for the mind. Yeah. The other is physical like exercises, swimming and ..etc.",0.029430952,0.00037592155,0.051133595,0.897038,0.0153931,0.0066284593
58,"Because that comes back with exercises in that section because that can cope with the dancing and Taichi, and all this, that is exercise, isn't it?",0.019039592,0.0029206537,0.55287117,0.39042246,0.003253927,0.031492192
59,Another important one is family of friends. Yeah.,0.0024006695,0.002352652,0.006671472,0.6442361,0.009246773,0.33509234
60,"Socialising. Socialising, activity and your mind.",0.07693549,0.0029594838,0.37210315,0.52419525,0.0050187246,0.018787907
61,"I'm still looking out for people that need help. Yeah, it's a bit of a helping in hand.",0.02818462,0.0021789905,0.15565926,0.6547563,0.06136712,0.09785371
62,"But they're the three things that are important, our minds, our physical, and  socialising",0.011528205,0.00011571629,0.23812206,0.7345163,0.0061975787,0.009520129
63,"Social interaction is important, I think.",0.008833893,0.010550501,0.13340606,0.30197158,0.043273676,0.5019643
64,"Well, there is my grandson. Yeah, as a friend, just as a friend, there's all sorts for him. But the problem is  the man is working at is getting elderly and he couldn't hardly walk but he stopped trying to walk.",0.06270539,0.091492444,0.19833602,0.25984967,0.3593617,0.028254773
65,"Which is sad. because, you know, I know, and my ...",0.01650397,0.0040040785,0.015614204,0.06397154,0.89246,0.0074461903
66,"This really really helping it, yeah, without them, I don't know what we ca do.",0.006800629,0.0019693142,0.015197022,0.26614395,0.3852639,0.3246252
67,Wow. Know you just need someone to encourage him...,0.030719506,0.014258375,0.083275996,0.45006108,0.26370642,0.15797862
68,"It takes away any aches and pains you've got, right. But in a sympathetic ear or an arm to ...",0.020139322,0.0069332784,0.17753662,0.24117628,0.53930867,0.0149058215
69,No. He doesn't want. We won't go along with with them. He won't go to the trouble of it. He can't be bothered.,0.34620854,0.043173857,0.19788727,0.08132721,0.19266239,0.13874073
70,"I think it comes at a time in everyone's life when. They give up. Yeah, yeah. But you can't try to encourage them. Yeah. And I think, yeah, they don't really want to do it.",0.01848951,0.0031029442,0.11194505,0.39372596,0.39318058,0.07955596
71,"It's hard to accept. Yes, he doesn't want to be a bother. He doesn't want to be? All these people are worse off than me?",0.032537546,0.04191956,0.40480483,0.14872783,0.29355302,0.078457184
72,With technology in Italy being scammed. That's what worries me one thing is scamming.,0.010987125,0.00055049115,0.9016736,0.076947324,0.0020560184,0.007785431
73,"Yeah. The problem with technology, you've got to teach the elderly people  how to use it. Yeah, I have many friends who would be , umm, would help them to to join a Zoom meeting or face talk, but they don't know how to use the technology. And that is the problem with them.",0.15139808,0.005206126,0.16284814,0.43870318,0.22391632,0.017928148
74,"They don't know, yes. I've just been teaching someone. I downloaded Zoom for her and then I showed her how it works. But before that, she didn't have a clue about how it worked.",0.073141284,0.004705647,0.03416094,0.66958404,0.11457994,0.10382815
75,"OK, It's trying to get somebody to explain how it works. Yeah, in simple terms, don't use any jargon, you know, and have patience. Yes, do it slowly, and you might have to go over a couple of times. But there was a company, a phone company EE, that used to run workshops and teach people how to use it. But I don't know if any places now.",0.06901551,0.0011473193,0.22902046,0.16625302,0.5165757,0.01798799
76,"So technology is good. Yeah. But then you've got to know how to use it, and also be careful, being safe as well when you're using these things. That's my priority all the time.",0.015686955,0.00065419264,0.12046467,0.8212668,0.011192557,0.030734854
77,"There is increasing pressure, they're trying to get you to spend money over the computer or bank over the computer, and I eventually refuse.",0.023229115,0.0026702308,0.09632269,0.82971257,0.023518348,0.02454704
78,"I will not do them over the computer, and I refuse to do that. I'll end up having doodies under the bed if need be, but ...",0.19889198,0.021113064,0.3610637,0.15095642,0.13816047,0.12981437
79,"I tell you what makes me very sad about technology is when you hear these people, these women that get sucked in by these men for all this money. Laughs. It's true, isn't it?  that's true. Yeah.",0.014665554,0.00055566547,0.03609617,0.94103426,0.006234929,0.0014133988
80,"No, I know but they must be some loosing in their mind. I mean, how could anybody let's say my age, think about a 28 year old man's going to fancy me when he couldn't get anybody.",0.009895225,0.005359886,0.6893594,0.28297946,0.0051580435,0.007247943
81,How old you are? Like 20.,0.32664853,0.15132082,0.15020545,0.069861844,0.046856195,0.2551072
82,"Oh, yeah, but he doesn't put his own picture on...Laughs.",0.04257561,0.026006063,0.022060368,0.40035295,0.40074947,0.10825551
83,"You were laughing, you've probably done it. Well, you put your own photo up. laughs.",0.016158171,0.0052365432,0.011944779,0.8603022,0.029009722,0.07734856
84,"So they won't use the phone to phone up, say different companies, because they know you phone their number and then you've got five different menus. Press this one, press that one. And even then, you don't get through. Even if you press the right number, you don't get through a person. You're given another menu. Well, by that time, it's got so frustrating that you hang up.",0.55851746,0.17440702,0.18092395,0.03429465,0.009408584,0.04244833
85,"I know I get frustrated when it comes the message. Thank you for your patience. I don't have any. Laughs.You are important to me, answer the phone then.",0.9191006,0.00799673,0.00445246,0.060544163,0.0032844706,0.004621583
86,"I think that's why a lot of people don't get in contact with their doctors because you're hanging on and hanging on 30-35 minutes is common. And then you've got the receptionist who say your GP  will phone back. but then you can't be sat by the phone for a whole day waiting for the call. You go and do one little job, and that's when they call. So, You back to square one. Yeah. You know, and I think a lot of older people maybe have issues that really need seen to. Yeah, you know, and that just don't get helped there because of it. They give up in the end.",0.6710014,0.028263915,0.02488125,0.02227983,0.24535093,0.008222684
87,"Well, it's hard as well as the same people who get older. Mm-Hmm. Everything's changing money wise. And COVID hasn't helped because obviously people weren't using cash or weren't accepting cash, so it was all going to be on your card, or whatever. Or you have to go in a bank to organise things, and a lot of people, older people don't work by card but they might find it hard to go on the cash machine and remember what to do to get what they want.",0.12969047,0.0017363051,0.043483928,0.7495272,0.052583028,0.022979077
88,"And if you're giving your card, if you've got carers coming in to do your shopping for you, then you would have to give them your card and your pin number, which is what you tell them not to do, you know?",0.027295906,0.0289856,0.49054986,0.40768412,0.023043917,0.022440618
89,"Years ago, when you got your pension, you had a book with the, you know, it said what money was due on what date. And that was quite safe because you could give that to a carer and they could only draw that much money out. But now, if you give them your card and your pin number, you don't know whether they need to accept it. They've could taken two lots of £50.",0.013611771,0.0035110665,0.3410248,0.20648673,0.018338183,0.41702744
90,So you would end up maybe not asking them to get you some food shopping.,0.043825008,0.033292934,0.012612024,0.07796992,0.18393016,0.64836997
91,"Well, I think that's particularly relevant if you agree to have your bank statements online. Yeah, I was having out the sense so I can peruse it very carefully.",0.2572663,0.037477892,0.10579426,0.33148378,0.03747641,0.23050134
92,"But I like to say it was right. It's like a friend of mine, Joe Drew. I mean, she was the same because she was doing that. But you know, it's not the one that lived in that specific. And then, of course, then when I was away on holiday, she took over the, you know, the cleaning girl. And of course, that was there. The money was just coming out.",0.03737043,0.0021072251,0.08023331,0.73355067,0.04060251,0.10613584
93,So they don't realise how much money is being spent because they have now.,0.013571478,0.0051065106,0.015101187,0.08113721,0.24326417,0.6418194
94,They've said that we,0.024356524,0.023494674,0.3240959,0.08886967,0.09055003,0.44863322
95,given a five panel and got the change back from it.,0.15137546,0.021219395,0.3582553,0.18721676,0.08808685,0.19384624
96,"Yeah, yeah. Yeah. So, you know. Yeah.",0.010548527,0.0051959734,0.0140962275,0.70663553,0.02088847,0.24263526
97,"about about living at home? Yeah, I live on the fourth floor, that's upstairs. There are still I'm done it. So one day in the future, I may find it difficult. Yeah, I'm fine at the moment. Mm-Hmm. I huffed and puffed day on the way up, but you know, I know it could be difficult. Eventually,.",0.007309497,0.001957682,0.026625153,0.59847397,0.31105456,0.05457916
98,"When you move into a property, when you're younger, you don't always look ahead. And in 20 years, I'm I going to be going to these stairs, you know, am I going to be able to walk up that hill, which is not what you want to think about? No, you don't. Yeah.",0.13117589,0.051190816,0.2521549,0.42829704,0.023436671,0.11374473
99,"So you've got the bath as well. I mean, I've got another bath and a lot of people have to share it, but in the future, you know, I keep thinking about will not be able to get in and out of the bath, you know? Yeah. Yeah, there are all sorts of little things that, you know, like in that picture of the door with the steps going up to it, your steps could be a big problem. They need handrails. There's no apparatus. Yeah, no handrails there. It's no good not that shining floor with the rugs on it. Yeah. And you can't get trapped.",0.053945903,0.009476668,0.028100654,0.87260216,0.025465416,0.010409176
100,"You can't get a lot of help with getting adaptations done to your property to help you stay safer. But because older people living longer now, there is a long waiting list for it. So it could be that by the time you've come to the top of the list is that certain adaptation is no longer suitable for you.",0.06347906,0.08577171,0.36894614,0.42976543,0.008725808,0.043311853
101,"I did notice as my husband got older, I had to remove all the little the matter in front of the fire. The base trip hazards because.",0.1610002,0.17070176,0.5043836,0.0134204645,0.1381326,0.012361342
102,"Helpful, what's helpful being in a bungalow or a flat because you don't have the stairs to go upstairs like.",0.15193778,0.014580393,0.06613381,0.46245718,0.20464444,0.10024638
103,"I just want the lift for now that you take, you know? Yeah, I've already asked for it.",0.013759614,0.0027074206,0.09262602,0.31346065,0.21023199,0.36721432
104,"I've got it in advance, I've got written down. There is always the possibility to put one in, you know? Well, did you say",0.029498212,0.003852426,0.20044485,0.35331738,0.019950012,0.39293712
105,"Yeah. See, when I go to dancing, like this morning, I need to wake up at nine o'clock to get to Plympton and I live in the Barbican, but it's just you just don't do that if you want to do things. Yeah, sometimes you've got to just go where it is and where it's, you know, where it's available.",0.4215844,0.036472216,0.13291189,0.14498648,0.044237655,0.21980736
106,"No, no. Half of the class do it on Hoe. Yeah. And some of them is up on the hoe and do it up there, which is nice.",0.08947496,0.007408201,0.39532778,0.13318393,0.01108824,0.3635169
107,"To look out and see the sea, it's wonderful.",0.0021358384,0.0012267428,0.002605864,0.5504648,0.008255562,0.4353112
108,"Nice parks, places to walk along the sea. It's it's really nice, really. I really appreciate this, it's beautiful. And it is accessible as well.",0.10401105,0.018616928,0.011054734,0.7950559,0.0067344015,0.06452699
109,"Yeah, I don't thnk that nowadays it's more important that you you go with someone rather than go walk on your own. Yes, I think sometimes it's a bit dangerous walking on your own, but I think you would love to walk. You walk out on your own.",0.032165673,0.04777336,0.40222475,0.36529896,0.075322874,0.077214405
110,"I never think about it. I just go, I just do it because it's not at night.",0.024771998,0.001936376,0.15007263,0.056397237,0.67402744,0.092794284
111,"But little, Jamie said to me, You know, little jean. Yeah, because sometimes she and I go walk together and she said, it's nice to with somebody because you see different things from when you're with somebody else and it's true. Yeah.",0.02295239,0.004979642,0.05941106,0.75954527,0.0484935,0.10461814
112,Flat in Plymouth? Laughs... Plymouth must one of the hilliest place.,0.0022736737,0.000525644,0.008480544,0.9744398,0.0048211226,0.009459215
113,The reason why we live so long is we walk up and down hills so much.,0.06471868,0.008269723,0.21999575,0.5616473,0.102729745,0.042638786
114,"Well, it well pavements  much in full. Well, it had its share of terrible losses. You can easily fall down.",0.06610057,0.016236,0.043189783,0.29097763,0.4792302,0.10426581
115,I'm to kerb cruel and I didn't know whether to be in Sochi because he was a lady of the night on the ground that you still saw. Laughs...,0.00032546784,5.9744807e-06,0.028221628,0.97092426,0.00039995622,0.0001227108
116,But you still got it. Don't put that down. Laughs...,0.07825832,0.07174299,0.39231747,0.29084384,0.1195895,0.047247868
117,"I think most of us go to things that are put on for the older person that isn't working anymore. That can go to these things like dancing, swimming, exercising. And then you go off to the lectures and have news for you. Yeah, I think there are. There's more of that if you want to. If you can find in our walks created for health reasons, people with health reasons that want to walk and they walk us through the parks and everything, and it's sociable. Yes. So there's a lot to be thankful for that we felt like we found herself and she was lost, laughs... And she makes us do all sorts of things.",0.12759866,0.016251989,0.10559986,0.62730974,0.08878177,0.03445801
118,"She kept us going through this lockdown, but soon enough she came on to...",0.026729476,0.009888761,0.3290578,0.10147508,0.13209634,0.40075254
119,"But you still can't have the motivation to go out enjoying them. And there are a lot of old people that have. I've not just got the motivation to go out there and you can tell them about what is going on in the, you know, in the city and what they can join in with. But a lot of it is, I think that when I've been in this long, it won't hurt me, you know, and they just don't feel that they've got confidence to go and catch a bus anywhere and walk into a new road and sometimes there used to be a buddy system. So I think, you know, you do need maybe a buddy to actually get you over that from doorstep and to join in. Mm-Hmm. I mean, as you can see, I think most the group of outgoing he would make of. Yeah, yeah, yeah. Whereas if you've been in special through lockdown and how you used to being in doing your own thing, not not communicating much with other people that you just don't, you feel it's too much effort now, so they need to speak like a buddy system somewhere? Mm hmm.",0.21161573,0.03118434,0.06382506,0.24683529,0.23022416,0.2163154
120,"And Hazel sometimes, bless her, you're in a meeting or somewhere with her and she'll come up and she'll whisper in your ear: ""can we go and have another word with him?"" and invite him to come and join whatever we're doing and we grab another one, don't we?",0.018765396,0.01527947,0.25093195,0.66872877,0.021826528,0.024467887
121,"Colin, sometimes I'll get into making the first move.",0.006392503,0.0012439227,0.09784548,0.17139287,0.044916257,0.67820895
122,George as well was going on as Hmm. Took him around the park this morning. Yeah.,0.030541081,0.010224007,0.024895012,0.54514897,0.038454644,0.3507363
123,"Even twice. Yes, I did.",0.010561291,0.0056257527,0.021094054,0.17070597,0.08953579,0.70247716
124,"He took me in there and I took the test. He, suddenly I looked out of the corner of my eye and he was wobbling on his legs. He is over ninety bless him on Tuesday. And I thought, Oh God. And then I looked and I go switching for his puffer. I brought my first state book with me. But when it came round to it, they both said, No, we go round that extra bit as well, and they did. The whole lot would be. So they showed me through my test.",0.19902124,0.047583904,0.23787819,0.101240456,0.07034062,0.3439356
125,"Yeah, they do kind of push themselves that little bit more, don't they? rather than give up.",0.10607911,0.15274204,0.3134069,0.08623217,0.102563374,0.23897639
126,Coffee morning.,0.00896365,0.0015481883,0.024071002,0.83188605,0.06700014,0.06653096
127,"Bbut when they say coffee morning, it is in the pub.",0.004535988,0.0012832504,0.0085735805,0.21506974,0.02160666,0.7489308
128,We spend a lot of time on Messenger. We have this spending time and I was on it until now.,0.03367916,0.0056625484,0.055273414,0.3716506,0.36713654,0.16659774
129,"Well, messages to us for most, not just people, is linked to this Facebook and its Facebook Messenger, isn't it? And messages as well. Yeah, messages. This is WhatsApp. Well, some are using WhatsApp.",0.07121201,0.064328,0.1594878,0.6150497,0.02186986,0.06805263
130,I use WhatsApp but I don't use Facebook or anything.,0.1561718,0.08421406,0.037797,0.036591128,0.29092142,0.39430457
131,You're not missing much when you don't use Facebook.,0.46142435,0.07109862,0.056903172,0.041180894,0.03214686,0.33724612
132,"I know who you are, but I'm aware of some of the things I am, but I'm not. Fossil, but with forests in the oceans and the fishing and the palm oil thing, sharing all that, trying to get people to understand what we're all doing. But people get fed up, don't they? to seeing it. It's a fact of life that climate change is the big thing. It always seems to do with it.",0.70843846,0.034228183,0.18450604,0.033730097,0.009119713,0.02997749
133,"I've only got one argument that a lot goes through it. I think, yes, I'll sign it. And then it says at the bottom. Donate. I can't  just donate  and I don't donate online anyway. .",0.011308799,0.0056556826,0.54165006,0.37405285,0.060679484,0.00665312
134,Just stay in your accommodation.,0.03796802,0.008865639,0.28043655,0.6261812,0.012935067,0.03361353
135,"as you know about public transport, access, accessible public transport.",0.12437719,0.02718817,0.47550035,0.31141368,0.018690942,0.042829674
136,"It is not only public transport, but there's also something called Access Plymouth, so people can register and then book a trip if you've got to. If you want to go out to say to Taichi and you can't use public transport, you can book Access Plymouth and they will come and pick you up and drop to it and pick who can take you home again. You have to register and register for it. And there is a small fee. Yet you register in advance and then you book it. You've got to give you a couple of days notice. And there is a small fee you get built at the end of the month for it, but there's various things that you can book it for if you want to go shopping and things and. And I think it's run by volunteers, the drivers are. OK, but the ones I've seen I've never used it, once I've seen it always been really helpful.",0.07435416,0.015239657,0.08611261,0.2018915,0.207195,0.4152071
137,"No, I don't think so. Yeah, but you also can use something also use cars as well as mini cars for the minibuses. You know, so if you are a wheelchair user, for example, you could use that. Well, sometimes I'm afraid they will use the car for you.",0.03552682,0.0015738256,0.8839815,0.04668356,0.019580202,0.012654036
138,"So I think lots of these people live centrally. Don't you? Yeah, we do. You live in Derriford, but I live in Plymstock as well, but everybody else lives centrally rent. And so they won't be looking at the  transport, you know, the public transport.",0.13003676,0.010656836,0.22321025,0.4380315,0.11948273,0.078581914
139,and you got you got lost. Laughs..,0.04699585,0.010966574,0.024437865,0.60883534,0.24889043,0.05987395
140,We've already said a couple of things. So you want us to pick three things out of them?,0.031759005,0.01203358,0.06468372,0.35137892,0.063683905,0.47646087
141,You want three positives and three negatives.,0.10381824,0.030364407,0.45369127,0.30130652,0.0675601,0.043259457
142,Transportation is positive. Yeah. So is Messenger really isn't. Yeah.,0.117122844,0.029787416,0.19423047,0.27771056,0.045180764,0.33596796
143,Yeah. Access to nature,0.015366188,0.008370974,0.019475944,0.74073523,0.05901818,0.15703346
144,access to nature is a blessing.,0.0008894873,7.2614486e-05,0.03448896,0.92408156,0.004082104,0.03638526
145,Yeah. But you don't want to count. Three Don't. So what else would you say was the involvement then by the.,0.13354318,0.02171986,0.4316889,0.18532513,0.110281624,0.11744132
146,"Well, the environment where you live and access to nature.",0.0076250224,0.0031193332,0.025822708,0.8542361,0.0607413,0.048455507
147,"Yeah, yeah, not necessarily one side, but you could be inside no one like outside. Yeah, inside and outside the environment. Yeah. Well, I suppose that access to nature.",0.09160503,0.0157891,0.10957133,0.5376075,0.058858614,0.18656841
148,I'm looking for stairs. Stairs is like a very big negative.,0.02932236,0.012001615,0.3749627,0.157105,0.19810307,0.22850525
149,I think how to use technologies.,0.07711211,0.06834935,0.4212474,0.020871373,0.1467657,0.2656541
150,"Yes. OK. Yeah. Well, I think it's positive.",0.03403873,0.008884105,0.161582,0.5469206,0.06381559,0.18475898
151,"No, no, it's hard. Well, it's a step in the right way.",0.02952916,0.005237906,0.32256496,0.22682503,0.08515033,0.33069262
152,"I mean, you can have your flat, your lift I mean.",0.14374718,0.06169405,0.25480306,0.23825394,0.12982476,0.17167702
153,"No, I have to move, I see you do that. Well, that's going to be difficult. You don't want to move, do you?",0.14045176,0.08129015,0.5806155,0.02455929,0.06895729,0.104125984
