,Tweet,Anger,Disgust,Fear,Joy,Sadness,Surprise
17,It's not even mobility is just some sort of equipment and means that I don't have to have a carer coming to put me in and out of bed. so if we are getting emotional it's a bit too ...,0.07987334,0.02362306,0.21942347,0.55435395,0.11396945,0.008756735
18,"It's little things that concern me to some extent, I mean, for example, one thing that concerns me is actually having a show of. Now, at the moment, with great difficulty, I might add, I can actually stand up in my best, but it's not easy to actually cross your leg over wow and stand up, but the council have put handrails, so you know, OK, hang on to them and I really appreciate that because without them, there's no way I could get into the best and little things like that I really appreciate. And I just wouldn't like to smell too much.",0.22280312,0.0036347022,0.09291714,0.3865956,0.17319016,0.120859295
19,"Yeah, I have a wheelchair. Yeah, which looks like the standard of the big wheel. Yeah, I have that in my shower room, so I transfer from one wheelchair to another looking out in the shower. I don't like it I would prefer to stand up. I've got bad shoulders and from trying to get the showering 100, you know, and you don't feel like you clean yourself as a proper boy but it is better than a bath. When I lost my leg, I was given one of the chairs a rise and fall from Millbrook. And that was great because then I could just raise myself up turn around the chair and put my feet down. That was from the bath. So I don't know if you've got one of them.",0.008401242,0.0016420096,0.5358612,0.42336157,0.008616793,0.022117175
20,I've got an ordinary bath,0.004144861,0.0013892889,0.03890886,0.5342762,0.0114899585,0.40979084
21,ride to call when you put it in your bath.,0.028004572,0.008444817,0.06707126,0.14816388,0.010578723,0.73773676
22,"Oh no, I got nothing in the bath except the best mate drive",0.015877856,0.004537319,0.092804454,0.38511196,0.26210746,0.23956095
23,"Yeah, I didn't know they existed till I got one. Yeah. And I thought. And anybody struggling to get in and out of a bath of bullying about slipping falling in the bath. I mean, say we really, for me, a period in my confidence that started off with a bench going across the bath and I nearly went headfirst into the touch. And so I was at seven. Not we're not going to forget, you know,",0.027007228,0.0043821507,0.09612241,0.31117043,0.24776335,0.31355444
24,"that period of time where we moved when I moved to now. Most of us got wet rooms. I think there's only one fly out the 34. It's got a bath. And their ideal for us, even if you only want a walking yeah, like I say, I was given that wheel chair just sat on that and it is quite comfy cushions say, you know, it's great.",0.11872724,0.003199681,0.089097835,0.6291074,0.047050547,0.11281727
25,Not for me?,0.03242281,0.012365881,0.20484042,0.0758704,0.5637781,0.110722385
26,"Yeah, that that bothers me because I have neuropathy means so don't feel heat straight away. Um, when I moved back in, I'm now four years ago, I was in a wheelchair. I'm in my bedroom. Very rarely wore it. Don't do this impression, but the important hello worked for me. I didn't have open air fryer and a small hub that was great while I was in the chair that was worried about leaning forward, bending down to get to the Oven. And even now I can bend down. Sometimes I can lose me balance, so it didn't bother me. And I think as I got older, personally that does concern me. You know, I've I lost me there like that. Be it, then I wouldn't be cooking takeaways. Yeah.",0.2870299,0.025971701,0.20709953,0.2186039,0.07027456,0.19102041
27,I like talking!,0.09743687,0.016228214,0.059486456,0.2712453,0.018526327,0.53707683
28,"Yeah, well, not at the moment, but stairs, perhaps at some point in the future.",0.031614866,0.0025358726,0.05410477,0.83199227,0.012233949,0.06751825
29,"Yes. Well, also outside the house is two dozen stairs up from the road to the house, so maybe I'll have to move at some point.",0.07394206,0.006328767,0.2527168,0.4391324,0.08483706,0.14304292
30,"Oh, there will be no look area,.",0.0040569273,0.0016814541,0.007605665,0.16956897,0.44870004,0.36838692
31,"Transport is probably one chance for trying to get in and out because they can't use buses or taxis because I have difficulty trying to get into a door had trouble getting your car, you know? Yeah, and quite tall. Not quite as you bend, I've got back and hip problem. I can't kind of move properly. It's difficult with me. So is transport is a an issue.",0.12985471,0.0005437497,0.029406657,0.7710122,0.06485703,0.0043256423
32,"I'm glad you mentioned that because transport will be the top of my list. And the reason being that as long as I can get on a bus and I can celebrate it in a bus stop, I can see my children and one lives in Launceston. One lives in Woodbridge and two and a half hours on the bus. But the only problem I've got with buses are and get on the bus at the moment and get off. But. I've got a hopefully I can manage without a wee until I get to Bodmin.",0.014206358,0.00095599354,0.097731896,0.86141276,0.01056377,0.015129233
33,pretty soon because it stops them enough above me for me to get out and have a pea that I've got to tell you this too.,0.0108531695,0.0007163553,0.013377103,0.40236065,0.016885346,0.55580735
34,"Yeah, yeah, no. I'm sure I could go all the way to Bodmin to do a wee, awfull.",0.052835602,0.0076834923,0.044585675,0.5036229,0.21999452,0.17127784
35,"Yeah, I've already mentioned we're right. Yeah. You know, I've been since, you know, legally here.",0.029943692,0.005202327,0.012348699,0.49467397,0.0902154,0.3676159
36,"It's no, definitely not. But um. I think it's a good way of being in contact with people in families. I know it's nice to be together, but with everything we've gone through, you know, on Zoom or other social media, you can be your messenger through Facebook and it is good you can see your family talking to, you know, um,",0.020063452,0.0042497665,0.21203975,0.7509648,0.006310768,0.0063714464
37,"without it through your lockdown, you wouldn't have seen anybody that didn't have no children with anybody who didn't have that. You're isolated you",0.09865245,0.03655037,0.09430475,0.32311854,0.0747766,0.3725973
38,"thinking, Oh yeah.",0.023542367,0.004740742,0.058877643,0.6043556,0.109037615,0.19944605
39,"I mean, I think the said, I know it's unusual that the pandemic will take the effect on mental health as being. Of jobs,",0.003654715,0.00016472547,0.0072132125,0.94561064,0.03481524,0.008541446
40,"I struggle with it when I thought I had to isolate, because that meant taking early last year was to say isolate for 14 days. I struggled to quell my scooter to try to avoid everybody. Well, no shops open in town show free travel around there, but it can get scary as well. And I think I'm more scared now than it was last year, and I think it's because of the understanding of it about both the Jabs obsessive test yourself twice a week. But we have a great community where we live. We're lucky, we're very lucky, and we all realise that, um, we had nobody had the infection or anything like that, you know, the virus. So and we do sit downstairs. I'm not in the community when we weren't allowed to use that, but it's still sitting in the main entrance. You know, I don't",0.19183801,0.022616312,0.1810536,0.11182503,0.071838066,0.42082897
41,"do or out in the courtyard, you know, so we had the communication wasn't too bad for us. But if you look what your own in your own house and I think you're more isolated than I think communication right through technology is in really, you know.",0.13154984,0.034894124,0.13479975,0.1668532,0.0961884,0.43571466
42,"When some people can't drive a car, that's how you do notoriety before then. Once you try to ?  During lockdown I was stuck for two years. Yes. We just live in a bedroom and that's it is a shared house for four people. And I wouldn't go see it.",0.04500747,0.001385826,0.17576459,0.7056549,0.055989977,0.016197195
43,"And I just don't think even though we've got a community, we do face to face just in our reality now. You know, while they are still things like, do they really, I don't know what we would have done 40 years ago. I really don't, you know, so",0.25231683,0.05708743,0.09746002,0.14371173,0.2430609,0.2063631
44,"You know, I was very, very lucky at the very beginning. I had a heart bypass and my daughter took me up to Kent to stay with her. Unfortunately, not going to school. I was there, so she got stuck with me for three weeks, unfortunately. And you know, any excuse because they brought me back in time or had my first job in Kent and they brought me back to have a second one here. Uh huh.. I must be horrible. Well, it doesn't bother me. I mean, where I live, we don't have a community centre. We don't have anywhere we can go and talk. So I was in the courtroom every day, but I just didn't",0.13719834,0.047032513,0.49981055,0.06514464,0.2362147,0.014599265
45,"day. Yeah. Well, I'm lucky I live on the Hoe. Oh, so I've only I've only got to walk five minutes. I'm actually on the Hoe a life long live every day for a little walk and talk again. I mean, I used to see some of the neighbours, but. You know, we didn't mix.",0.02882917,0.028486429,0.3280211,0.09865835,0.14305016,0.37295476
46,"is the ones that couldn't get out in the community. I mean, there's the bungalows and we could see if we couldn't meet up with them and it was fun to see people there was certain neighbours that we had couldn't leave home. I don't blame them. And it could be that. And I love the interaction of people. But without Zoom and teams and all that, I well, I would recommend. Definitely. I mean, I wouldn't have been able to see my family without the internet.",0.04518148,0.0025109344,0.015938073,0.26606035,0.023356242,0.6469529
47,I haven't got the internet or and I don't use the computer now just it doesn't bother me from the get go and don't bother me when I have to contact firms and they,0.05983651,0.011133528,0.0707538,0.3924313,0.062336206,0.4035087
48,"or doctors. Doctors, now that they are nightmares now because I'm trying to get hold on to an e-consult and if you're not on the internet now, for your prescriptions and contacting doctors. That is huge!",0.06311764,0.00897369,0.050658297,0.8578964,0.0015106738,0.017843338
49,"yeah. Well, there again, I'm very lucky because when I want my prescription, I'll just bring up a little chemist in West Hoe and they they just routinely get it and they deliver it to me.",0.9112994,0.0047494415,0.0144382855,0.0462095,0.0018199066,0.02148343
50,I hope they are not going to stopping that.,0.04923934,0.013074622,0.7214047,0.010994008,0.053970844,0.15131654
51,"Yeah, I'm very lucky.",0.0044964408,0.005283631,0.007267598,0.05582721,0.024901189,0.90222394
52,"They've been very good press so of. I mean, I'm not with them, but some the our residents are yeah. And you know, I mean, that struggle. I don't even have to pay for my prescriptions. I got a text message from Boots's chemist because of pain and your prescription is ready for collection and closes the book. The booth came back only 10 minutes, you know? Yeah. So our customer, so we've been lucky like that.",0.022275366,0.0077735507,0.08470624,0.0015648684,0.0034863278,0.88019365
53,How did you set that up?,0.065598026,0.028996693,0.2675364,0.030205712,0.064906575,0.5427566
54,"But I was with Lloyds in Devonport. Then when I moved, I told my doctor that my prescription is going to Boots. And at the start, I had to keep ringing up, ringing up, getting prescriptions that over now Boots supply for it, for me.",0.07397911,0.010669265,0.065417156,0.6249103,0.17654562,0.048478555
55,My surgery will let you know what.,0.02226258,0.0009949177,0.24491899,0.45931283,0.06724589,0.20526479
56,"We won't now go back four years ago. You know, these are driving where we have all agreed for, you know what I need from when they need it. So, OK, OK.",0.0956776,0.02046044,0.72278416,0.13836347,0.012005716,0.010708597
57,And also this kind of forgotten health care.,0.01168066,0.0005977296,0.014418148,0.44863853,0.2010339,0.32363102
58,"I forgot how my Doctor looks like,.",0.0039204294,0.0006708279,0.0016909546,0.7993269,0.05356003,0.14083089
59,"Well, how can they see what you look like? It's only telephone.",0.0862757,0.019664012,0.043672536,0.15003583,0.4933938,0.20695813
60,"Yeah, that's my issue.",0.4883303,0.013882124,0.055426992,0.15722634,0.11300692,0.17212732
61,"and you know, especially with the chest problem, and it's a bit of a telephone consultation. And when I say it's a consultation, a conversation because you will only be hearing huh huh down the phone ...",0.12510869,0.016848324,0.113318935,0.7384745,0.0035611715,0.0026883865
62,from the phone down and you prevent even breathe.,0.02628619,0.0064098053,0.03144194,0.62618303,0.22397737,0.08570167
63,"Well, I was just thinking of touch wood how fortunate I am at the moment. I did have a partner who has a lot of difficulties that you seem to have. Yeah, you make a good point. Most of your doctors, but all sort of organisations I wanted to get in touch about my television license. And there's no number to ring them. Very annoying. And yet I've done so well.",0.029363744,0.0024740302,0.0481929,0.71838415,0.112556666,0.08902853
64,"You know, I mean, I tried to ring with William, and I try to ring them the other day, and I didn't find a number, My grand daughter found it on the computer and I rang them. Oh, you've come to the wrong place, you should go for hero.",0.15049638,0.0018936661,0.018878933,0.14451869,0.02029182,0.6639205
65,"Yeah, I do get annoyed, really, don't you all?",0.41431007,0.096609496,0.084456496,0.1347685,0.055594154,0.21426131
66,"Yeah, yeah.",0.0067442446,0.0058021815,0.008984959,0.33909202,0.031450544,0.6079261
67,"Yeah, it is very hard for trying to communicate concretely for people. And I think that's where you get fed up. And I think some people just give up to try to communicate with them. The next thing to get electricity, to know why you're doing this, why are you doing that? And again, people get put under pressure. Well, you know, it's it's horrible. Yeah, it's I'm quite fortunate I do get your scam calls, you know, text messages from my provider BT. And if I'm not sure I ring BT up, you know, saggy pants and stuff like that, you know so well, a lot of people don't know how to do all lot, you know?",0.070400566,0.038919,0.31956753,0.5030173,0.013152118,0.05494351
68,"I read about after quite a lot of our residents doing jobs for them and things like that. It's something in my nature. I would reward myself and I used to work for, Yeah, and I still do it now. You know, that's what keeps me going mentally. You know, without all that I don't know, I'll be there enough income of our party, you know?",0.032505523,0.025089901,0.64030635,0.14382261,0.012144949,0.14613068
69,"unless there is a  danger now if you were not switched on to the scam, they'll go and say, Oh, something with your back press one. As soon as you press one.",0.058295865,0.0009768503,0.92231524,0.015189434,0.00096252956,0.0022601022
70,"Yeah, that's it. Yeah.",0.010396706,0.0053044995,0.011222437,0.32974002,0.036414348,0.606922
71,"And you do it automatically like the something with the police and comics, as you know in the show. Yeah. They will panic, you know, at the moment of screen time, and I don't think so. And. But I would think you'd be lucky, he said, just don't don't don't engage conversation with people. But people do! yeah, and they get caught and they lose an awful amount of money. There's people out there, though this is awful, awful evil creatures that know it. And again, just because everything is online or on the phone. That's how you get people's lives in danger for all this technology",0.09201502,0.012585637,0.12654908,0.36190593,0.06532111,0.34162322
72,"to do something very plausible, the people very and I sometimes tell our residents like I've had this scam call, if you get a scam call or they're asking you to BT again, we say my payment last month hasn't gone through and they take my details. Well, I've checked my bank statement. I know that it was paid, so I didn't have to do anything else. I just blocked the numbers. But they come back with different numbers",0.0073161037,0.0007631054,0.0112357605,0.9663679,0.0016690835,0.012648052
73,oh they did,0.020585554,0.030673742,0.27831835,0.1847294,0.05272729,0.43296567
74,"So it's it's never ended, and I don't think it will stop the way we're going to stop it.",0.059226997,0.006862947,0.035762094,0.16406968,0.1841291,0.54994917
75,There is a way for these big companies don't want to.,0.017395461,0.0049943756,0.78451335,0.004275861,0.011065174,0.17775574
76,"You can't keep. Yes. Yeah. We have agreed to our place doing Taichi every Monday afternoon. I start doing it with them well, so a lot of them, our regulars, that they drifted off along with what your you can't be with the big group and this group called the Barbican legends, which there were a lot around the Barbican. They were coming in, doing this Taichi. It is very good for you.",0.056000598,0.038880702,0.28213003,0.04478587,0.028625788,0.549577
77,"And it's a great way of being able to meet up with people. But at the moment it is not right to do. Um, I think they started it again and",0.00014542561,4.223939e-06,0.0042178514,0.9955326,5.5819815e-05,4.4100758e-05
78,"Yeah, for now we can't.",0.020495854,0.0020250396,0.042235646,0.61722803,0.087139815,0.23087563
79,"That's right. Yeah, yeah, yeah. Yeah.",0.035112925,0.012664075,0.01986157,0.36631402,0.055874225,0.51017314
80,"So if I can just just go back three spaces. Somebody mentioned television licences. Now there's no getting away from the fact that television is very important to elderly people who are confined to their own home. Yeah, now I'm 82 soon be 83, and I've got a TV licence because they stop the free ones. And this week, for example, I got a message to renew my television licence, and I haven't done so because I got so annoyed that the millions and millions of people have not even done last year's licence. And yet, so I think because it's so important that elderly people have the facility legally to watch television, it ought to be sorted out.",0.036896367,0.0007660672,0.13560946,0.8248336,0.0015502914,0.00034425256
81,"Yeah, I get mine to be renewed every year automatically, and I don't know why, because by the people I to.",0.1885652,0.020827318,0.16268162,0.50313467,0.054319855,0.07047132
82,"I don't mind paying, but I do expect other people to expect other people to pay.",0.33124375,0.037542943,0.013771609,0.14948036,0.1077379,0.36022344
83,"A little bit of back, some decent television.",0.02859634,0.007933794,0.009768351,0.18040226,0.6649631,0.108336106
84,"The repeat programmes, you could expect a double bill for your licence.",0.024673875,0.0022543108,0.0063531296,0.06783718,0.009634738,0.88924676
85,"Well, we'll just make one comment on digital communication. I didn't actually comment when it was discussed. I use a zoom, a great deal and sometimes that as many as 400 people can go on Zoom sessions from around the world little corners of the world had never heard of.",0.032839846,0.006225538,0.50499916,0.42767224,0.01803337,0.010229811
86,How do I use it?,0.09770511,0.02334765,0.61613965,0.06924475,0.11323759,0.08032524
87,"I use it for groups of which I am myself a member and the worldwide groups, and I use it for church activities, which I am a member. And I also use it digitally for communicating with my children with a portal, which is a magic machine. I just make telephone calls by saying to the television, Please ring Harry and Harry's on the television.",0.07356675,0.18978126,0.3470456,0.32045805,0.03447169,0.03467663
88,"I also wondered about that one. Well, I'd probably get it for my family. Well.",0.011081796,0.0026120425,0.06880655,0.15687084,0.056308188,0.70432055
89,"So having said that, I'm not keen on it if I think about it deeply because it really does eliminate social interaction. Person to person, yes. So although I'm spot on a bit of a coward in a way, I use it. But. The back of my head says I don't really agree with this.",0.10743091,0.014313389,0.31095558,0.35051182,0.19150184,0.02528647
90,So it is both,0.037398163,0.009317141,0.09441555,0.3875897,0.08014419,0.39113528
91,I would say the pope was there on a big TV screen. You can see the state that was behind the screen and completely look like you got real bad luck.,0.04647846,0.019620998,0.099446766,0.6328396,0.037018206,0.16459598
92,I only got this because one of my kids bought it for Christmas.,0.0009210933,0.00054922944,0.0009534402,0.6147844,0.20976005,0.17303176
93,Yeah.,0.0057457667,0.005653041,0.011553489,0.5717259,0.038030714,0.36729106
94,"No, I think I said digital interaction. Um, communication is important, but there are still a lot of people that don't have that. They don't want to. You know, I'm. I got it for just over two years, and I'm still scratching the surface with it, um. People come to me and ask me. Because so wrong when we computed hello. No, but your son can work for the education services on I.T., you know? So, um, I'm more a practical person.",0.08334227,0.07822192,0.09065736,0.042919364,0.043759987,0.6610991
95,"Well, the way I've been thinking. I'm sorry and everything things down because I'm so used to doing it. It seems to be self-care, social interaction, and I guess it's not so magical. So it's self-care. And that breaks up into all sorts of activities, social interaction and medical and financial. Accessing those.",0.01857289,0.007089381,0.13210227,0.83538663,0.0052001537,0.001648655
96,You're good.,0.00907828,0.012248694,0.12122653,0.17707922,0.02215563,0.65821165
97,"Do you think that a lot of people think a realise that you know about self-care, that is important",0.21693884,0.11580464,0.25137424,0.20949583,0.12330673,0.0830797
98,"exactly what is it? See, I use 40 words but two would do. Yeah, yeah.",0.13300714,0.04055069,0.21557166,0.13256612,0.15321566,0.3250887
99,All the different activities tells us that it's totally those,0.28327915,0.017154131,0.19241095,0.21465147,0.07735769,0.21514662
100,"same as activities, you know, even though it's essential to you. You know, I've got to have a bath. It's an activity or a shower. You know, it's an activity.",0.0425453,0.0013584555,0.48415107,0.47138733,0.0003426227,0.00021525694
101,"But this session don't, isn't it?",0.01414281,0.0010306946,0.1657543,0.46469477,0.075631194,0.27874622
102,"People say to me, Always enjoy what you do or enjoy doing what you do. I have got saving for life, and I'm fortunate to have that. Um? Well, so, I've seen people that hasn't, you know, people",0.07015205,0.03287064,0.009112547,0.78167033,0.01864781,0.0875466
103,"with it, isn't it? Two things of the three important things is some of the things you want to do, but there's some things you have to do of those, those three, all the activities you have to do. You have to look after yourself. What was the middle name again?",0.1666296,0.009612575,0.17158644,0.6508879,0.00074511056,0.00053835387
104,"So social, interactive. Yeah, your health and well-being is included in your social and stuff.",0.003233773,0.001209574,0.0066516744,0.86135566,0.02195829,0.105591044
105,"Because there was no idea. OK. She's not confused. I'm lucky because all I do is to jump on the bus and go into town do some shopping there is this. I was used to thinking of reserves with that stuff. Yeah, yeah. Tuesdays I used to go for lunch at the church in Glenfield. That's yeah. Well, now I make myself go into water for a walk on the road or catch the bus in the town.",0.025463957,0.0033271008,0.14577094,0.8092975,0.005305969,0.010834514
106,"and it's important. Yeah, if you talk about what's in the three top important things it's important to and yeah, I think I just think you're good.",0.20983858,0.034008704,0.3077813,0.27019987,0.069455765,0.10871576
107,"But I think the transport as a part of social interaction is vital. I mean, for example, I've got a son who's a copper in Launceston. Yeah. Now I'm going to hop on the bus right outside my door. No one from here to those tables that hop on the bus and I get off at Tesco's in Launceston, which is eight minutes for my son, he collects me in the car. Yeah, I'm just starting to get some of the best of Tesco's naturally, but",0.06990746,0.016436653,0.447931,0.42651284,0.01241396,0.0267981
108,"then I'm fortunate I've got a car hold beloved for. I don't know what I do generally road some of the residents around to the garden centres that help yourself, you know, so I've got no taxis but waste money on taxis, you know that. So I enjoy getting out excuse to get out. And so that is important to me.",0.43368176,0.001292552,0.14940518,0.37792733,0.02338788,0.014305302
109,"Um, with transport going on that, yeah, I'm limited.",0.0070522884,0.0036983658,0.012287169,0.107499905,0.053011063,0.8164512
110,"Yes, you are.",0.027928038,0.036195997,0.03275295,0.68384105,0.046618566,0.1726634
111,"Yeah, yeah. But I mean, I'm pretty nifty getting on and off both the load, the ramp and stuff. Yeah, crashed of the south on the bus that we gloss over that. But it would be here if it's not on the bus route. There's only a certain type of taxi. I can have a map, but you probably yeah, it comes back to transport. It is huge.",0.056474168,0.0022651067,0.0790365,0.79929245,0.016088093,0.046843674
112,"Yeah, yeah. Is there any approximation when you crashed on the bus I worked with was comedy, a nightclub, three buses in the depot.",0.097314924,0.011540922,0.013087472,0.7748047,0.052313894,0.050938096
113,"So I burst in because the crowds in the way that I went because it felt I felt pressured to do that and put the post goes quiet because I do like to use to drive. I do reverse parking and they'll go, Oh, you know, the flashing to the side? Yeah, something out.",0.22199471,0.00808501,0.18494646,0.26289,0.0091550965,0.3129287
114,"I don't know his picture post. You can't, you",0.02651201,0.012920072,0.091685906,0.04657369,0.39523354,0.42707476
115,"know, it's a self-drive 'cause people make up, they go off, right? And I had two arguments to have taxi drivers in Plymouth but I didn't hear. He started giving me a lot of, you know, doing that and I'll get off an engineering and technology made.You would think a lot about Typekit. I think more people are going to get hit by a car, but yeah,.",0.017026749,0.0060072136,0.007633948,0.8834691,0.01010387,0.07575914
116,"They are know what you're saying, but it's all about climate change and people have to suffer with climate change and not just because of climate change. Electric cars, like you said, they're very quiet. I've never stepped out looking the wrong way, but you know, you don't ever call me, you know, so there's no",0.078657195,0.008412049,0.123101115,0.22778226,0.2768649,0.28518248
117,"way they can let you know I'll meet someone who's I've been down to the Did you come from home? Yeah, I'm going",0.00017427835,0.00015524143,0.0010618797,0.0014513318,0.0018527849,0.99530447
118,"to say this about the guide dogs. All that because the guide dogs go by what they can hear. Yeah, yeah. So it's really massive. Yeah, yeah, yeah.",0.062137607,0.01377732,0.26958552,0.6450664,0.0061113504,0.003321828
119,It's not been introduced.,0.052009914,0.010022167,0.097856306,0.09102732,0.37558943,0.37349486
120,"No, I know",0.009948473,0.03316535,0.046105377,0.03247735,0.22158922,0.6567142
121,what it's,0.031345736,0.024882093,0.26352006,0.17316638,0.06847073,0.43861502
122,"like coming otherwise three three years in this place. But in the Pines University here, 50 years ago, it's never, never",0.06909827,0.013786496,0.048627183,0.07071143,0.43639135,0.36138526
123,"been a polytechnic. Yes. Yeah, I think so. She's very down. That's all you need to know. Oh, yeah, yeah.",0.0354736,0.010549867,0.08206549,0.21222675,0.098343775,0.5613405
124,"But it was a complete idiot or not. One thing I miss is my driving licence and I can't drive. And I just let it lapse, like living in France and Belgium, and I didn't need one because this is I just never one of  ...",0.0942031,0.0018753525,0.21911328,0.6383533,0.03542464,0.011030324
125,"Yeah, we're getting my driving licence back. It is not impossible that they have a point because I'm insulin dependent diabetic and had four heart bypass. I have cancer twice. They take all these medical things into account. And because you're over 80 years , You wait for years to get your driving licence, which is really going to make it hard to just renewed your degree and wouldn't have any problems in this country.",0.24542171,0.004520382,0.5763869,0.15771519,0.014727534,0.0012282786
126,"When you think of how the world's changed in the past 80 years, it's just a man. Yeah, and frightening.",0.019167257,0.0070569282,0.785683,0.11275385,0.063608184,0.0117308255
127,"Oh yes, totally.",0.009084439,0.0031706416,0.009146438,0.6431501,0.01691445,0.31853393
128,"see these films that come out, you know, robots.",0.010491931,0.006677229,0.14661375,0.31280684,0.17106313,0.35234714
129,"But a very Victorian upbringing wouldn't even have electric vehicle guests if that oil lamps, no wireless or anything like that.",0.017260436,0.021944148,0.094848186,0.12168225,0.22045852,0.52380645
130,"it's kind of my generation now. You know, I mean, I can't imagine having a television since I was a toddler. But when microwave was coming you give me pause and think that now you feel like I can't give me that one?",0.021272976,0.0011915064,0.043078043,0.734918,0.19349223,0.006047225
131,"Well, my wife wouldn't have one she wouldn't use it to get the room microwave oven.",0.003378094,0.013178571,0.0053017815,0.009421327,0.08313059,0.88558966
132,"Well, I think everyone was horrified.",0.009113439,0.045277853,0.31276345,0.008155799,0.015359655,0.6093298
133,"Well, I think we read you talk about radiation and not what you think. You find that you know what's going to happen.",0.014813583,0.0057304697,0.06934084,0.056028906,0.058513142,0.79557306
134,We were worried about what's coming out of the Blue Submarine.,0.0041370573,0.0027787315,0.82047904,0.015622489,0.004215171,0.15276751
135,"So I went to my well, I spent most of her time in the spinning wheel to yeah, yeah, straight on the spinning room. And she was very well as well.",0.007381836,0.0019978543,0.01040444,0.1652141,0.048075896,0.7669259
136,"And frankly, that was",0.015050729,0.010748242,0.08168909,0.63558096,0.06868691,0.18824407
137,"in an antique shop in the day and the end of the old toys. You know, and it's just like this spring on it and this little bobbing on it, you know, it was kids entertainment. Then, you know, and then you try and get a kid now like you one of them night that five year old knows how to use a computer about the knowledge. And it's. Oh yes. So I do have dyslexia, you know, so I struggle with things and not very retellings have to be told this is what you've got to do. Something finished telling me I've forgotten the first part. You know, so I don't know what going to be like in seventy years. I've no idea.",0.003911797,0.001276122,0.0690099,0.058184084,0.027234443,0.84038365
138,That that scares me. I want to run a self-drive car sitting in a car andI can't control the steering wheel which is moving along the motorway that terrifies me. I like to be in control.,0.030553974,0.0073085865,0.7803915,0.15549938,0.023611499,0.002635066
139,"Well, we are in a way because we, you know, somebody at the front and control. You know that because that is",0.22153853,0.064099126,0.37550637,0.045804534,0.15539522,0.1376562
140,You don't know that on the docklands light rail that drives itself.,0.049603216,0.011850163,0.017419942,0.09497768,0.054220047,0.77192897
141,"Yeah. And when you talk about planes without pilots, I mean, I won't even go on a plane anyway, you know, with the pilot",0.15535372,0.055408582,0.5928834,0.07843106,0.038429845,0.07949336
