,Tweet,Anger,Depression,Fatigue,Vigour,Tension,Confusion
69,But it's not what it's about. Why would you have to if you're doing enough to meet your needs? That's what it's about.,0.58108866,0.088854,0.0028411106,0.000447943,0.007562348,0.31920597
70,"You know, so if it's like you say, it's what you said, so you need to give it. You want older people to embrace it as because they don't need it, make it easier. Make it less scary. Yeah, they get that. Sometimes these iPhones. I mean, I love it. I'm a geek. Yeah. As soon as therie is a new technology I want it! But I'm lucky enough to become A.. I've got friends that was so, you know, can't understand it. The technical wording is too difficult if you make it simple wording. Yet I just say press number one press number two fine. Why would you just interface? You know this? I love it, but I don't understand a lot of it. Make it easy. We want older people or people who are scared of it to to embrace the technology. Make it every dayable. Yeah, if that makes sense. Right?",0.01283711,0.97513705,1.9284496e-05,0.007412564,9.571392e-05,0.0044982545
71,"Don't you find it like your eyes on ebay, as you said, Oh, there's marvellous tablet! It should be £700 for £200 if you think you're going to get the genuine thing £200...",0.90893894,0.014145912,0.00080431317,1.1226396e-05,0.0018358872,0.07426369
72,"So I've got bars all around my house, even if that's possible, because when I go home, I've tried to make myself show for like four stuff stuff. Yeah, I think wherever I put my hand and, well, I set up. That's why we need your help when you come in the hole every everywhere around the world. So do not think you should design. So let's make it open. Right. But I'm going to go around the outside world. Yeah, because everybody everywhere I put my hand, I need a handrail. Yeah, there's basic, that's not technology, that's just",0.7658361,0.2161098,0.0016802375,2.1465716e-05,0.005962938,0.010389447
73,"So you've got stairless, haven't you? It is not the one that goes up to the floor. And I think we have seen that. We've got that. Yeah. So it goes, that is lovely.",0.7861673,0.1952671,4.340711e-06,8.06548e-05,0.000983287,0.017497262
74,"Look by my own house, yeah, so.",0.24926142,0.6693025,0.01971996,0.0010486839,0.020519286,0.040148154
75,The one I'm thinking about to move back to the stairs up on the outside is a public footpath. Uh-Huh. Yeah. So that's a different part.,0.0028654546,0.9967627,1.3128856e-05,2.0422603e-05,0.00023577859,0.0001025512
76,"We couldn't adapt where I used to be. I have what I have now because some of those that go through the others say that the future builds. It's already in place and things, but it's not like they can't be adapted. So this oh we need it to be installed.",0.007934323,0.9845819,4.9019323e-05,3.2643322e-05,8.863847e-06,0.007393288
77,"I am about to have the bathroom changed because it's something I physically need. Yeah, and you said about being able to stay where I am. Yes, if I get worse, then the equipment that's being fitted, it can be again. I think this phrase know it's coming from a future group. They can adjust it so I can stay where I am, so I'm going to need. It's probably at some stage a way of showering and this new equipment can't be and have an add on so I can stay where I won't need help to be showered. So I'm keeping into handles. So that's important",0.6875405,0.095360935,0.092096545,0.0037975456,0.08642429,0.03478023
78,"it will be based solely on this idea of being checked being built next week, and it's the hardest part of the electric service and Flamingo is once that's done and it looks perfectly normal. But if I get worse, they can adjust they can block put something onto that'll  help me, which again is thinking ahead.",0.08960717,0.54581136,0.054355767,2.1330128e-05,0.0003632347,0.30984116
79,"Yeah, thinking ahead. Yes, these things are built and put in it's thinkable ok. What like Bath? Possibly what you're saying? What do we need to put in now just in case? Yeah, I don't know if you understand.",0.05815803,0.46265256,0.00014766766,0.0001797615,0.0013543026,0.47750765
80,Sorry.,0.30594626,0.45643628,0.03231404,0.0020043922,0.0215673,0.18173173
81,"It's lucky that you live where you are, where I am. I'm coming down my bedroom world and I have for 12 months and I've been trying to get it. I have reported it and they keep saying Yes, yes, we'll do it. I've had scaffolding outside my flat for about 14 months. Nothing to do with me. It was a flat blow that took them a long time to cure their down. Yeah, when I said, Well, why can't you expand it because it sounds like no, why can't you expand it? Oh, no, all the scaffolding has got to come down and we'll just build a separate little one for you. Oh, how stupid! The scaffolding came down last week, but I don't know where I'm going to get mine. They are all removed.",0.32907027,0.5415263,0.0004250608,1.5919588e-06,0.0030039465,0.12597282
82,"It's not mould, it is just the black strips.",0.2010307,0.35611987,0.1572359,0.0030467198,0.064281344,0.21828546
83,"Yeah, and I have this severe case where and oh yes, it is definitely damp. It needs to be done. It's coming through the outside cladding.",0.0015370657,0.99764,0.00056308066,2.184745e-06,0.00022463303,3.3014334e-05
84,"Yeah, but it could spot, I think, what you're saying. It could be that if you go too bad, they have to say yes, it's not suitable for it to stay. Yeah. So they need to put it right.",0.075467326,0.912222,0.00019390558,3.0273686e-08,3.366837e-05,0.0120830415
85,Do you pay rent ?,0.4129634,0.080730446,0.02046085,0.022616368,0.031427402,0.43180156
86,"No, it's my own flat, but we're going to come on those factory housing.",0.12422449,0.3272555,0.007718745,0.0042404765,0.17438485,0.36217594
87,"Uh, yeah, yeah. Yeah, yeah, yeah.",0.5260826,0.19445187,0.21548507,0.0024294292,0.0150099695,0.046541065
88,"Yes, absolutely. I suppose we're looking at, we get a bus every half an hour.",0.76347095,0.1329168,0.061183807,0.001668841,0.026213134,0.01454646
89,there aren't the amount of seats on the blue buses downstairs.,0.49436155,0.402859,0.028455622,0.002721418,0.008373113,0.06322929
90,"I mean, you see people that are able to stand but they're still using seats. Yeah, yeah, that's interesting.",0.54187727,0.25566438,0.0028479209,0.0006482487,0.0061303736,0.1928318
91,"Yeah, I have to ask, what does Pepper think? Because his head is this is kind of, you know, he's looking down",0.13918327,0.24088493,0.0048236265,0.0011406748,0.041577403,0.5723901
92,"It just gives you a right look, and ..",0.20425878,0.30009782,0.020564092,0.053313673,0.021551806,0.40021384
93,"Oh, I think the facilitators is accessibility and that covers what you were saying about accessibility, and that's allowing for people like Gaynor to stay where she is, and she has to be able to use and things like that. And it's making it technology accessible as well. Mm hmm. So it's fair to say the barriers is the inaccessibility to those things.",0.12554693,0.5146953,1.8957833e-05,1.6592703e-07,0.00010842703,0.35963026
94,"I love what you say about the house. Is that the future proofed? Yes. Yeah. We want more of that because we are an ageing population. Yeah. Yeah, we.",0.9744125,0.0056930934,0.014812487,5.3274374e-07,0.0015105926,0.0035707694
95,"It's already in place, we keep coming back to this thing, but it's you're off.",0.32956526,0.21077819,0.0027321267,0.0010026443,0.047330454,0.40859133
96,"You might also make one comment about the accessibility and I mean, I know this room because the astronomical society used to meet in this room and I belong to that we had a long time, but it just doesn't seem to be a hearing in this room.",0.04925062,0.84161186,0.0012980872,2.904585e-09,7.456545e-05,0.10776484
97,Absolutely right. I noticed that. Yeah.,0.15199348,0.4866538,0.1195507,0.008705435,0.045950197,0.1871464
98,"But I mean, simple people in here were wearing hearing aids. But there isn't any hearing loop here.  A hearing loop is something that you  fix in the room, it's not difficult, you put wires all around the room. We have one in the church, and so people with wearing hearing aids, they can set their hearing aid to the new system and then they can hear it might be worth mentioning this to university.",0.026650382,0.0010491929,0.9284742,1.561186e-05,0.0006354173,0.043175187
99,"to him just yet. Yes, you should be like in our church yet we're hearing aids. And she said it's the hidden disability, and she wear them for the service and as soon as the service was out, she's taken them off and goes,",0.0012575799,0.99575645,6.2925776e-09,1.4272522e-09,1.116231e-05,0.0029748029
100,"but they don't have a lot of patience with usual deaf. with blind people she can always... Yeah, yeah, yeah. Yeah, yeah, yeah.",0.8432595,0.12882309,0.007770989,0.0021229875,0.0028408878,0.015182564
101,"or speak more slowly. Yeah, I mean, I'm finding that with the telephone. You know, these companies occasionaly rang, and I get blown and I say, please start again slowly.",0.3583344,0.55069065,0.0005344075,2.9019327e-05,0.071790695,0.018620797
102,"Yeah, yeah, I'm lucky with my phone, I press on something and then it comes out very loud,.",0.8691371,0.058054615,0.0011945284,0.0015274815,0.030818049,0.039268233
103,"But OK, so OK, you have used technology to help you.",0.21009183,0.13005695,0.0008609439,0.00014047956,0.0013714014,0.6574784
104,Yes. Yes.,0.4172164,0.3902854,0.058020487,0.0296494,0.03454703,0.07028129
105,"I just said about physical places. And I have to say it's a criticism of the university. Where I live my home, I can only live one door away because threshold strips. Mm. Yeah. And I'm talkative I couldn't get out of the kitchen,  because the designers need to think, of, this is my soapbox. There are too many able bodied designers designing for disabled people. Yeah, they need to sit in a wheelchair and go round themselves. So that's just my soapbox that it might be. What I have come today. I had a real struggle to find somewhere to get to get in and to come out of the and the Cafe out the cafe. Yeah. You get to live with that. Yeah, yeah.",0.1527006,0.35379636,0.32896876,0.07758982,0.0693853,0.017559169
106,"A  big thing for yourself, I'm looking at the factors you're looking at, for me to stay there what was said to me recently? It's all right. The fire brigade will get you just get over the threshold to stand outside. So that way gonna happen. It's something that I'm fighting at the minute. Yeah, it's a big issue. And it might has been adapted for me, both ongoing and there's a few blows. This is the same. It's not only once inside, it's getting in and out, which is also an issue, and you've got stairs and stuff and something you can't get out it's something you never get over. But whereas I would have thought reasonable to adapt or to adjust, and that is a reason to stay where if I would have to move, I'm lucky it can be done. But there are places if you want to stay in your own home, there has to be a way of making from this part of accessibility not only in where you live, getting in and I'm sure that that makes sense.",0.90388805,6.019372e-05,0.00048880966,7.9372854e-05,2.1879189e-06,0.095481396
107,"I'm working on this at the minute,",0.113653794,0.17891833,0.37062806,0.011270089,0.15645008,0.16907965
108,"That's well, first, that comes back to self-care, but well to tell you when someone says the word, isn't it? You go, Oh yes, to stay where I am, if I have a problem, if I do well enough to comfort me, rock, as you say, get to know me. If I fall there is a technology, I can get home. But without that, you didn't have somebody like that who taught me that's have to go the care home.",0.43112,0.545229,0.0073668095,1.5540994e-05,4.8210286e-06,0.016263813
109,"It's not too bad. It's not cheap, I used to pay.",0.22705036,0.64851844,0.007735626,0.0107048405,0.0074986555,0.09849209
110,"My hob, every ring on my hob I can set a timer on and it would go off.",0.5057557,0.3572445,0.024753049,0.0008826388,0.08112684,0.03023727
111,"Why if every time I've put something on the hob, but if I have to leave the kitchen, and the chance of that cliff, would you not believe it? But like the open, it's perfect if you remember to do it. Oh, the grill, the oven to set because I know I have to because of the technology on that is absolutely out of control",0.0004585841,0.9995172,7.1688717e-09,5.329737e-14,2.34791e-06,2.1859616e-05
112,Each hob I could turned off in time.,0.6674288,0.12793007,0.097966984,0.0050740982,0.07123206,0.030367978
113,"It's it's it's getting it's getting worse as hard as times going on the stopping you just using the phone and you're being forced into it, which I think is wrong. But to do this, it's not to be human. Yes, and that's where I live there. But there are a lot of people who say I called that one particular service pool and said, we call this all medication, and they said, Well, we're not going to do this anymore. And that is wrong. Go online doing an e-consult. I am speaking to the doctor. I have to do. So want to hear how many people are falling sick because of it? And I think that is a huge barrier and it is causing people to go to the special care, because they're not being as that. What we don't mind coming up to date a doctor place isn't great. But outside agencies have also got to realise they've got to. We're not all. On the same page is that we're not using the technology.",0.15594304,0.575956,0.008330977,3.5471065e-05,0.030692073,0.22904246
114,"OK. I know. Yeah, but you were able to ring them up. That's right. Yeah. You think if they had?",0.5718014,0.19505167,0.012853488,0.00037863877,0.02850763,0.19140714
115,"Yeah, yeah, you hadn't realised that the word risk was.",0.44605395,0.27544475,0.041813333,0.004141281,0.027926883,0.20461978
116,"There's going to be a follow up session, I guess.",0.16592652,0.5735238,0.01340181,0.014290908,0.13244292,0.10041404
