,Tweet,Anger,Disgust,Fear,Joy,Sadness,Surprise,Trust,Anticipation
16,"When  you're saying about living independently. So I when my two were little, I worked in several different care homes like one was a Devon County care home and it's gone now. It's a 52 bed one. And it was their lounges on three separate floors. Much the same size as six chairs all the way around, and in the corner was like I say, a normal sized TV like we would've had years ago in our own front rooms, not as big as these  even, and people were just staring at that space or nothing in sight. And I would hate the thought that that would ever happen to me. You know, it's just it's horrendous.",0.0020024348,0.02063531,0.58249927,0.06812037,0.010092486,0.013128156,0.21386725,0.08965475
17,"I don't like the idea of not being able to eat the foods that I want to eat. So somebody is going to come and give me like school dinners, a plate of something that I don't like or don't enjoy. And that's my only choice, especially if I'm in a position where, you know, I'm not well enough to go out and buy food or cook food. So that scares me. The I'll spend the end of my life, you know, just looking at the slop on the plate",0.07360341,0.0042724465,0.38532642,0.053345572,0.07768885,0.0069112093,0.39234415,0.006507947
18,"You can't. Just existing, not doing anything.",0.052527096,0.0061295624,0.046802603,0.021810716,0.035134558,0.15151584,0.6761364,0.009943277
19,"No joy! Yeah, exactly. Yeah, it takes all the joy out of life is, you know, this is all that's left to me. I don't have to worry about my weight anymore, but look what I've got to eat and that's not very inspiring.",0.011756682,0.00029996966,0.322396,0.16210076,0.0036712782,0.00067589147,0.49889737,0.0002020486
20,"Exactly, I want to enjoy my food because .",0.25801814,0.005507618,0.030672116,0.26039344,0.25840327,0.046385318,0.12186478,0.018755347
21,"Yeah, what's left to me?",0.0053045466,0.0027465585,0.043786954,0.014994429,0.07842378,0.18261294,0.667012,0.0051187985
22,"Yeah, I am not able to walk or anything, but yeah, you just yeah...",0.049320083,0.008853818,0.017504683,0.19294743,0.0556085,0.09707747,0.5676171,0.011070904
23,"I've got got a man living next door to me, he is a hundred and one, and without a support from his family, I don't know, how he would get on because he's slowing down more and more and more is falling over a lot. He sits out to eat his food and everything else. So, you know, see, without  family around. You can be a bit lost.",0.02942906,0.0012845909,0.09398135,0.035252634,0.10496963,0.0026298463,0.7321781,0.00027478285
24,Thanks for that sort of thing.,0.070225984,0.0076982323,0.021090603,0.24568252,0.02571906,0.2826695,0.34281617,0.0040979236
25,"I'm sorry, but my family's no good. I'm better off without them. You know, I came out of hospital after an operation and its first time I asked my daughter to come up to look after me and I am the one who has to get up and do the dinner. So what would change? hello.",0.007925598,0.0030589784,0.09543982,0.719806,0.012284652,0.118503034,0.03832865,0.004653242
26,"So Mary Poppins, I will sing it in my head. Yeah, yeah, that's right. Uh, uh,",0.023049613,0.0019070663,0.017616851,0.38178104,0.23592663,0.022610337,0.28195578,0.035152677
27,"uh, exercise. I like to walk in, but obviously I have problems with my legs now. So in ten years time, I don't know. Well, it's my sisters and my mom is the same, so",0.020539284,0.0025729071,0.0016295916,0.12272434,0.03564354,0.13961771,0.67079425,0.006478384
28,"I'd agree because, as you know, I don't. Yeah, so I want to be able to keep them dancing as long as possible. But also I don't want people to just say, Oh, Hazel, this is your chronological age. So you now have to do seated exercise when you get to do this kind of exercise because they they've seen me on a piece of paper saying that, you know, you may be this age. So they've made an assumption about what I can do physically or not.",0.016085563,0.056635763,0.1463594,0.06698333,0.0067326534,0.06737834,0.61617494,0.023650043
29,"So they have pigeonholed you. I'd say, Yeah,",0.013519785,0.0072585754,0.01431653,0.20229737,0.07372076,0.43805256,0.23475188,0.016082527
30,"and cycling,",0.013048114,0.0007204799,0.023384389,0.66560775,0.005173619,0.009539807,0.2782591,0.00426672
31,"I've never been on the bike for years,.",0.010412685,0.007978762,0.06736512,0.16902198,0.18097043,0.27219442,0.21926638,0.072790235
32,"I  know, we should go bike riding.",0.0071865837,0.00021912668,0.0057205698,0.115057535,0.0032138703,0.016775407,0.84205055,0.009776326
33,"Yeah, but you've got electric bikes today, you know, I think it makes it easier.",0.007628207,0.00047356193,0.030347666,0.19922838,0.01972702,0.06226984,0.6731298,0.0071955053
34,"After another 10 years, I might have a scooter.",0.002841993,0.000939186,0.028828876,0.2615027,0.07046353,0.48490956,0.0711802,0.079333946
35,"Yeah, you can. Do you miss walking?",0.0066131093,0.000833761,0.010745309,0.13077724,0.015866391,0.021566287,0.7999585,0.013639388
36,I used to walk everywhere.,0.046852116,0.009375818,0.056349356,0.1817418,0.3320105,0.055948928,0.303993,0.013728492
37,Do you miss it now that you can't do it? Well.,0.010564061,0.0013569755,0.027807714,0.07353572,0.051804777,0.03057631,0.800384,0.003970464
38,"No, I do miss it because I've got this bulges in my spine and the the vertebraes are starting to crumble. And I might get a pinch in my nerve, and my legs just give up and fall to the floor. So I was out with my daughter last week to the Barbican to the Hooe, every five minutes or so, I sit down. And the last two bus stops, I've got a bus I wanted to go home. and I suffered for days after. I don't take painkillers because of if I ever do it and I could, my legs could collapse way with me while I go across the road or anything like that.",0.18115717,0.017096316,0.08008166,0.39159143,0.013675748,0.10834722,0.17417052,0.03387992
39,"Yeah, this is kind of masks the real problem, doesn't it?",0.023190591,0.0062667793,0.20856006,0.023661496,0.024343858,0.068718985,0.6350533,0.01020496
40,"Yeah, sort of..",0.14878094,0.013621998,0.07371072,0.22994864,0.14831343,0.1838371,0.18489803,0.016889133
41,"I think washing, and that sounds a bit bizarre. But washing and looking after myself, dressing myself, you know, in the future, yeah, feels like a bit of a scary prospect. You know, you got yourself if you've had an operation, you got hit by a car, so you can actually look. And seeing how little it takes for you to not be able to wash or getting out of the bath and, you know, look, look after yourself. You don't think of it when you're well. But as soon as you can't do that..",0.39873874,0.14651062,0.044410672,0.022353131,0.082357384,0.13176258,0.12673177,0.04713511
42,"My mom, she's got diabetes and she goes for dialysis three times a week. She's she's blind, so she she can't cook for herself. My sister's a carer. But she can still shower herself a shower. She can still get herself ready, but she gets so upset because she can't see, so, yeah, yeah, and yeah, so it's really hard for like, see my mom being like family, she was doing everything for me. Now, it's the other way around, but my daughter sees that, you know, like with my grand children, she says, you're wiping their bums. I'll be wiping your bum when we get old. I don't ever want you to do that. She says that to me all the time, I just doesn't say bums.",0.29061857,0.012124178,0.028812557,0.012179602,0.033089124,0.15852964,0.46029603,0.004350282
43,"Yeah, yeah, yeah. I can imagine. What is she looking forward to it or something?",0.0001835198,0.00014829251,0.0018681693,0.10903684,0.0028288187,0.3882562,0.0285093,0.46916887
44,"I don't know, laughs. So I don't go to do this, do that, but do that. Can you change Alison's nappy, I don't know. For God's sake, Laura, I'm just want to sit down for two minutes and say this. Don't worry, I'll be doing yours when you get old. I'll be wiping.",0.0088307345,0.00023026361,0.040123943,0.01104046,0.0012806699,0.0041791,0.93282,0.0014948323
45,"Oh, bless you.",0.00094517285,0.0003749154,0.0097584985,0.24274209,0.009798355,0.2822679,0.44799244,0.0061206473
46,"Yeah, my mom is all like that sometimes, she'd say  I wish I weren't here and she's eighty six this year.",0.013486788,0.0017109284,0.017107368,0.1504768,0.23120534,0.25218838,0.28838047,0.04544392
47,"When you get to that age, you have to rely on the people you trust, people that are going to look after you. You don't think they're going to abuse you, because in 10 years time I could have Alzheimer's, you know, so you're thinking differently. Yeah, try to trust I mean to trust,  trust people that are coming to look after you, are going to look after you well.",0.00041960098,2.1846457e-05,0.0024700947,0.0027394048,0.00039891564,0.00049019686,0.99195415,0.0015057677
48,"And I don't think there's a problem with ... Rayan was just saying you can't do things, but you don't realise you can't do things until you fall off the ladder trying to change the light bulb. Yeah, yeah. You have an accident because you haven't realised that maybe physically you can't do what you always been able to do.",0.31774682,0.10824455,0.26325133,0.03681538,0.0037969283,0.021743292,0.24328086,0.005120818
49,"So it's kind of a gradual thing, isn't it? Like with your eyesight and your hearing. I mean, my mom's 88 now, and she's always had really good hearing, but I know lately that she'll say, yeah, or she'll think she's answered what I've said, but I know she's not heard me. And yeah, and you think it's because it's not overnight thing unless you have a serious illness",0.01124815,1.8547616e-05,0.024071002,0.060981873,0.00089129066,0.0020321086,0.9005268,0.0002302314
50,"and it's like those things she's always repeating herself. I'll say, yes, mom, you told me the other day, and you know,",0.01206182,0.005524746,0.012766189,0.10496876,0.09745508,0.23359,0.51747376,0.01615962
51,I look after my grandchildren all the time because my daughter works. So and now it's a six weeks holidays.,0.00096338044,0.0003218278,0.00096909126,0.9275172,0.04309435,0.017845122,0.006846032,0.0024430216
52,"You're a busy, girl.",0.017166257,0.007899426,0.024260292,0.13550325,0.040282845,0.47881636,0.29188576,0.004185814
53,"Yeah, but I've always been a giver. I'm not a taker, so. Me too. Anything you can do to help someone, I will.",0.0030238326,0.000108154716,0.0038121399,0.014856575,0.0047553396,0.0036466678,0.9691812,0.0006160998
54,"it's like my next door neighbours through lockdown. The wife has got really serious cancer and treatments doctor in lockdown. And so I did their shopping. I mean, I only ordinarily do shopping once a month, but they like best weekly because it does. So I was coming into Plymouth every week to do the shopping because I had to be in Lidl's, so I held my breath go into Lidl's.",0.19477311,0.12314772,0.006073529,0.3809338,0.19008628,0.08447648,0.0036002903,0.0169088
55,"Phew! I'm home. So it was really stressful. I don't want to get this disease. Yeah. So that was, you know, it was just nice to be able to do things for them. But then he's a builder. And so he reciprocated by building us a porch, when I gone shopping and you said, Well, you're not going to be there, so I'll go and do your front porch. So I came back and it was almost finished that way. Wow!",0.0123006,0.007996439,0.002880223,0.12532476,0.006273419,0.034248553,0.8095654,0.0014105531
56,"So, yeah, yeah, I think, yeah, that scares me having people look after me and not the other way around.",0.032389138,0.015503093,0.45483884,0.015825646,0.021645341,0.25174272,0.1990198,0.0090354085
57,"Yes, definitely.",0.013007185,0.006600062,0.025427883,0.21968386,0.04619644,0.3374191,0.34291276,0.008752722
58,I don't want to be looked after.,0.015122579,0.0025715737,0.75327593,0.004263803,0.081470296,0.0075128684,0.12782982,0.007953126
59,I'm too independent for that.,0.0041353153,0.0006421032,0.0074181478,0.060704358,0.024229893,0.3944595,0.5017207,0.006689976
60,And they wouldn't it do it right anyway.,0.13816702,0.017916523,0.04380622,0.22470286,0.05707916,0.094563566,0.41368616,0.010078501
61,Of course not.,0.12055203,0.012473405,0.061108824,0.4298398,0.07094983,0.25135985,0.03749763,0.01621863
62,Cooking for start. You see it is a theme here.,0.0029597387,0.001265533,0.015922014,0.060831,0.026147421,0.5421132,0.17596695,0.17479415
63,"Cooking, cleaning. just do everything that you normally do. That person does, you know,",0.021230504,0.006447453,0.021644903,0.2201441,0.033418622,0.15305918,0.5255297,0.01852554
64,"and you have to be grateful as well. Yeah, which I don't want to be.",0.009652194,0.0005754293,0.049498662,0.63703877,0.03813598,0.02199031,0.23710589,0.0060027563
65,I'm going to be really miserable. Oh yeah.,0.004334306,0.0036881797,0.0050539197,0.41946602,0.36851177,0.1750041,0.01542281,0.00851891
66,But to be beholden to anybody.,0.00016028834,0.00010049107,0.005872055,0.0031688614,0.002284451,0.002906067,0.9853932,0.00011457062
67,"Because you have to be grateful that somebody is coming and doing it and they have their way of doing it. But you have your way of doing things and it's like, I don't want it, I want it done how I want it, but I'm just going to have to accept. And again, that just adds, and I think I'll probably end up quite low and depressed thinking, Yeah, I didn't have the control of anything.",0.08156517,0.003614328,0.39343733,0.04931294,0.36862043,0.023218244,0.07833752,0.0018940208
68,"Yeah, you have to compromise all the time, isn't it? Yeah, yeah.",0.020233516,0.016611034,0.012539258,0.12403429,0.0135871135,0.23653348,0.5742669,0.0021943797
69,you're quite easygoing.,0.014328031,0.006771549,0.060154106,0.028196769,0.00942591,0.5093782,0.36977136,0.0019740812
70,"Yeah, I still look after my children, even though my eldest is thirty nine next month and my youngest is 31, I still look after them, you know? Mm yeah, it'll be hard. Like I said, Lara said, she's going to be looking after me. That's my eldest. So be hard for me not being able to look after her because I still do.",0.004509563,0.0010617473,0.25603673,0.13778765,0.014146641,0.058968853,0.51715267,0.010336114
71,What if she moves away? What if she immigrated to Canada?,0.002506768,0.0028161407,0.7596695,0.005385466,0.01916925,0.033655085,0.16185862,0.014939204
72,She should take me with her,0.0055428077,0.010797145,0.0044191685,0.030357892,0.4886112,0.036352232,0.40974236,0.01417719
73,"What if you were in a position where your children weren't the people caring for you, like strangers?",0.0021517666,0.001587152,0.7044493,0.036594763,0.026337642,0.036969326,0.15002272,0.04188732
74,"Yeah, because I've got four children and my girls are here. My boys have moved away. So, yeah,",0.010070064,0.00448356,0.00983689,0.38329136,0.23806989,0.29831338,0.045414776,0.01052009
75,Because not everybody has their family.,0.0059439894,0.007879074,0.0062080044,0.041089907,0.026957162,0.117170855,0.79410106,0.0006499362
76,"Yeah, yeah, I know that.",0.0051810765,0.0023814195,0.01052299,0.02924513,0.017003838,0.09064875,0.8429253,0.0020914883
77,And not everybody has a family whose wants to or able to look after them. yeah. Hmm.,0.0022914791,0.0017772145,0.0033685486,0.02073343,0.00728842,0.82579255,0.13547255,0.0032758252
78,"It's about trusting a stranger, isn't it?",8.62492e-05,9.383173e-06,0.008729869,0.0006711831,0.0013873127,0.002675396,0.9658818,0.020558786
79,"??? trust anyone because I've got a life of people all my life and just trust in it takes a long time. I can be with a group of people in the community room, but I don't have to be friends with them, I don't have to associate, I can come straight back into my room.",0.013913296,0.0016931196,0.06265607,0.8185694,0.0020954704,0.0003680042,0.10052145,0.00018315956
80,"Yeah, that's your sanctuary, isn't it? It's your safe place. Yeah. And yeah, and it's invading your personal space.",0.11648598,0.10658339,0.049337383,0.09315302,0.008830336,0.034644924,0.58993423,0.0010307407
81,Shopping.,0.0011957787,0.0006861228,0.0014687072,0.87530863,0.021318596,0.085061416,0.00970318,0.005257592
82,"Oh, blimey, no!",0.018008292,0.0063292203,0.24392596,0.19947617,0.021701679,0.23260012,0.2720071,0.0059514483
83,I would go shopping for everyone.,0.023088178,0.003218005,0.015249282,0.14957693,0.26023418,0.25654572,0.26430365,0.027784042
84,"See mine is still at the top, like gardening and doing exercise. Yeah, that's really, that's my life.",0.019421022,0.0037423067,0.08250739,0.40425414,0.10038515,0.058143005,0.32493848,0.0066085095
85,"Yeah, mine is dancing because that's all I do outside of work. But equally, I would find it really difficult if I had any visual impairment as I got older because I think there's so much that I do that would be totally different.",0.012319266,0.0018178683,0.05493647,0.11815558,0.07300482,0.035405524,0.6973701,0.006990341
86,"and I don't know. Obviously, I would learn I would adapt, but I would find that really difficult journey to sight loss. Hearing loss, maybe I could deal with a little bit better, but I would find sight loss a really big issue to deal with.",0.4857216,0.0017978735,0.0129892025,0.058080785,0.38983443,0.0026130097,0.031746086,0.017217008
87,"Yeah, ditto because I'm aware, you know, I get dry eyes now all the time and that drives me mad. Yeah. It's not something that they can fix.",0.032625373,0.00060008926,0.010979784,0.9322537,0.002984071,0.0046995054,0.012045059,0.0038124067
88,"Yeah, my mom's got that muscular degeneration. So she's not completely blind. It's just a false. And she gets really upset because obviously the past six and a half years I became, I became a granny with my eldest do seven in October, and there is one on the way and every time I go home, I'll take pictures of them. And she gets really upset because she can't see them",0.06352054,0.03934185,0.0417675,0.72496504,0.061741762,0.011069313,0.051063437,0.0065305736
89,"But it takes so much away, doesn't it? You can't read, you can't do puzzles, you can't watch films, you can't look at photographs with your loved ones.",0.03485714,0.0019040715,0.010212523,0.0069859982,0.008013887,0.040480703,0.89702255,0.0005231395
90,"Yeah, yeah. My mom used to read every night before she went to bed. She has those tapes now. Audio tapes? Yeah. She used to love bingo.  Yeah, she used to be at the bingo five times a week. And she can't. She can't now so ...",0.14705953,0.10841831,0.026124232,0.25830936,0.038289517,0.1642962,0.23905481,0.01844804
91,"Yeah, yeah. I think I like taking photos as well. And so that be hard, you know, you can have the autofocus, but it's nice sometimes to just do it again and due to what you will and I do take photos now without my glasses, but I know it's getting harder. Yeah. And I don't want to have contact lenses to make it easier because I just can't stand the thought of putting something in my eyes. And so even at that, that would be awful if I, you know, so I love walking on the moors to the live on the moors and taking photos to babysit. To have those two things taken away from me.",0.0049028406,0.00037715843,0.009488455,0.9733754,0.0020287947,0.0011536557,0.007536737,0.001137
92,"That's a combination of loss, I've lost one thing but it is accurate loss of  ... I like watching people what I like to sit in a coffee shop and watch people and what's going on around me. Because it's sometimes makes me feel less isolated just seeing life around me. But again, if I couldn't do that, yeah,",0.021313854,0.000734364,0.069909364,0.19777037,0.035734314,0.01806474,0.6536186,0.0028544187
93,"I know my two. When they were little, we used to make up lives of people doing that. We'd sit and eat. Shall we make up thier lives? What do you think of that? She is a spy? Yeah, well, yeah, right.We give them a really, really interesting lives, they might have them but yeah, so?",0.023707686,0.023346277,0.15470861,0.20080738,0.049402133,0.3589561,0.10288511,0.08618672
94,"To yourself, I hope.",0.0057792165,0.0027254918,0.030979194,0.027718622,0.013870451,0.019600395,0.89672434,0.0026022838
95,I've got these calls all the time .,0.04308704,0.0037530763,0.06628218,0.18516524,0.04632194,0.33355543,0.2696339,0.05220122
96,"Oh, that was 2010. Go away.",0.28133008,0.032335468,0.10354946,0.07794483,0.21401516,0.11051255,0.15613881,0.024173647
97,"yeah, that's one of my hobbies is walking, even though that I can't do. I used to go walking every day.",0.0076173176,0.0010148667,0.017446188,0.69375193,0.12503101,0.029210921,0.11887565,0.0070521403
98,"So out of that list walked on the kind of the general. We think of the top three, the.",0.026418084,0.002709105,0.27739275,0.30267894,0.095128916,0.093371555,0.18136895,0.020931683
99,"Oh, Yeah. Exercise, yeah. Yeah. So exercise self-care.",0.030695628,0.0039685024,0.019636173,0.7327066,0.012144363,0.079233274,0.11364444,0.007971021
100,"Watching TV, I love  to sit down and watch TV. Yes, TV, I like all the soaps.",0.0032036866,0.0008640773,0.0056064,0.5085851,0.31960523,0.052688412,0.05147724,0.05796986
101,Yeah. Depending on your cooking skills. Laughs...,0.009769058,0.0029650233,0.017968865,0.7376534,0.031141818,0.026349196,0.16609073,0.008061944
102,Probably taking care of myself,0.02521517,0.0027977792,0.023221793,0.7782957,0.034253746,0.0366821,0.08807289,0.011460817
103,"we've got self care. Yeah. Yes, socialising, because it would be awful to be in a totally isolated, wouldn't it?",0.005194098,0.00074866985,0.046370108,0.13272133,0.026872905,0.1736731,0.5896084,0.024811398
104,"See, I like being on my own Sometimes.",0.0001518116,0.000121092016,0.0012321228,0.1961792,0.025558056,0.02841926,0.7479741,0.00036435618
105,"Yeah. I go to my church every Sunday, and if it weren't for getting a lift there, I like socialising with them, it's a smaller group and it's more like a family. It's not a great big church and it's nice once a week or we go out for a meal, you know, so there is a certain amount of socialising.",0.013963956,0.054661978,0.049466245,0.39481017,0.017872637,0.03527878,0.4322465,0.0016997171
106,"Yeah. Just maybe just meeting other people in general in what however, you like to do it. If you know if it's going to the cinema with friends, go for a meal with people",0.08310287,0.006290535,0.008716472,0.24795651,0.0067898883,0.013274705,0.6336107,0.0002583113
107,in this is like socialisation?,0.004907847,0.004053098,0.116946705,0.046318002,0.022841439,0.053029764,0.7224065,0.029496657
108,Even going to work is in a way.,0.0053881477,0.00090548745,0.019093372,0.17642668,0.1092016,0.20360416,0.46992585,0.015454676
109,"I don't mind being on my own but if I was on my own all the time, I wouldn't like it, because obviously I'm busy with my grandchildren and sometimes I just like to be at home on my own doing nothing. But if I didn't have that, I probably wouldn't like it.",0.0584207,0.0011125648,0.17699097,0.43057525,0.2045476,0.013053116,0.11040368,0.0048961136
110,"I mean, obviously during this time, I've talked to a lot of people who do live alone, and maybe the one Zoom call that I do with them a week is the only contact they have.",0.0031238366,0.0069888695,0.16838056,0.44131374,0.021848565,0.0010768411,0.3553903,0.0018772779
111,"Oh, that's frightening.",0.00042547693,0.00052566174,0.9818787,0.008519843,0.00037517495,0.0031853062,0.0045093056,0.0005805157
112,"Yeah. And I think, yeah, when I start thinking about it, it reminds me actually how terrifying that must be, you know, not having any contact andnot being able to speak to anyone. And I think we've all seen it, haven't we? The, you know, an older person at the checkout in a supermarket and just chatting to the cashier. And especially if you're in a rush to get back to work or something or go somewhere, you like the for goodness sake, you know, just move along. But in the back of your mind, you know, that may be the only current contact that person must have. So I think that we can be quite flippant about socialising because we get it. Yeah, yeah. But I can't begin to imagine how how debilitating it is if if literally you get up and there's no one and you go to bed and you've spoken to no one in, that happens day.",0.014056833,0.0050410316,0.070564166,0.20266551,0.0016676973,0.0220669,0.6834088,0.0005290778
113,"Also, you may not have the physical ability to get out and meet new people or the confidence to just turn up to something and can't join this club or something that must super frightening.",0.0022358585,0.018300481,0.031444702,0.006704205,0.003917912,0.55231875,0.3833813,0.0016968095
114,"Where I live in community homes. We do take care of each other and the staff family. And if they're not, there is always somebody there if you need. You know, I'm helping people. Yeah, I'm helping people and people will help me. Yeah, it's needed. So you don't see each other for a couple of days before. Oh, and go and look at shopping. So I'm lucky that I'm there.",0.014137367,0.00064049184,0.050683483,0.4669845,0.16612002,0.0480905,0.25072527,0.002618344
115,"Yeah, absolutely. I mean, I've lived in my house since 1988, and I still don't know the neighbours.",0.010830732,0.0018111529,0.0025138103,0.48290828,0.068190046,0.36666426,0.06338179,0.0036999246
116,"Yeah, well, I know them, but we don't talk to each other. Yeah, yeah. I mean, nobody talks to each other at all.",0.009936986,0.0033446406,0.010073856,0.036768075,0.019933762,0.05158156,0.8674991,0.0008620251
117,"Yeah, it's like I live on the Barbican and some of the some of the neighbours are lovely. Others don't even bother with you. You know, I'm always like this: "" Hello, good morning"" but I'm like that.",0.009233049,0.04705313,0.1476359,0.17098944,0.38453314,0.098357536,0.12983273,0.012365085
118,"They are looking at you like you're strange. Yeah, yeah.",0.019056322,0.021416077,0.031178,0.12079602,0.04518318,0.6724175,0.07583761,0.014115241
119,"I mean, I think it's the world we're living in now.",0.059112262,0.0057093515,0.07151806,0.562855,0.11805203,0.03387044,0.13310708,0.015775789
120,"Yeah, yeah. But like I say, I know a lot of people where I live so, you know, I'm never on my own. and there is always someone there.",0.011638158,0.00017912386,0.09281439,0.031348977,0.0010004241,0.0003631114,0.8626269,2.8876198e-05
121,"But now what if I say do, too, and that is the only contact I know we get it a lot. And I know you like your teams, but you were phoning people on their own when, you know, through lockdown. Yeah, and you said the same team.",0.011527961,0.0019738537,0.095343485,0.24311534,0.04831151,0.02268072,0.57552916,0.0015179493
122,Yes. Yes.,0.001763105,0.00035824996,0.0030667593,0.77501166,0.0039697587,0.09519356,0.11433181,0.0063051125
123,"Um, and we would get leaseholders as well, like I did. We we don't find them like you would for tenants. But you know, when we're speaking with our like more elderly leaseholders, you can't get them off the phone. And it's just they just want to talk and talk. And oh, we really, really something. Don't be sorry. That's fine with us. Somebody else will pick up the phone to somebody else is. You know, it's just ...",0.00012494536,2.3338225e-05,0.00043814693,0.0016114576,0.003214874,0.00027364254,0.99430823,5.3468493e-06
124,"And I think sometimes it's not your problems. You don't necessarily want to talk to other people about your problems. But it's when something funny or something really positive has happened to you. You want to share with someone and then it's like, Oh, oh, I can't tell anyone and I've got nobody to tell my good news to, you know, that must be really difficult.",0.003491013,0.00022502334,0.003192137,0.0063940077,0.017195053,0.4612926,0.37073687,0.1374733
125,"And again, I suppose, you know, it's all about being going, losing your eyesight, maybe losing your hearing. Then when you don't have that communication, you know, that must be quite isolating as well.",0.03115017,0.00892092,0.22635823,0.35215774,0.060911644,0.007572881,0.30974635,0.0031820217
126,"You know, it is still used as a punishment.So that just goes to show that, doesn't it? That's how you punish human beings and actually isolate them. Yeah, yeah.",0.01621964,0.02312218,0.1759203,0.297435,0.007734652,0.06998196,0.40267864,0.0069076503
127,Yes. And that's an understatement.,0.0023903004,0.00076985895,0.009642571,0.54116446,0.0017023006,0.24444617,0.19787818,0.0020061638
128,"I'm an ex smoker and I, you know. But I smoked until just after the pop started to stop you, and I used to be outside every five minutes up in smoke if I. So I do understand when you want a cigarette? Yeah.",0.08560792,0.0135070095,0.04013436,0.27824637,0.12723693,0.3657995,0.07099976,0.018468145
129,Did they say that all the most important meetings go on in the smoking area?,0.017090028,0.003798158,0.059481427,0.24422824,0.017948445,0.09912177,0.5308854,0.027446497
130,All the big decisions are made.,0.012771359,0.0009928033,0.15146928,0.037108358,0.0144012105,0.14177427,0.48814255,0.15334019
131,"Yeah, I guess you can just pretend, you know, one of those candy ones we used to have when we were little.",0.0017400361,0.0008415878,0.006909867,0.15554042,0.04198392,0.680614,0.09569056,0.01667958
132,Oh the worst one is opening a tin,0.051943015,0.012533661,0.08018991,0.54589295,0.06016771,0.088061415,0.08536121,0.07585015
133,O Jar Jar. Oh yeah.,0.0012905493,0.0011388103,0.005075287,0.8536477,0.010134919,0.09395175,0.022314569,0.012446432
134,"I think everyone knows what kind of problem. I know, I know. Sometimes, you can get it open easily and other times, it's just won't. Yeah. Yeah. Bang it!",0.027122552,0.0056327926,0.0072137397,0.0048889685,0.049704198,0.20168799,0.46646085,0.23728892
135,"You can get a gadget, though.",0.012243663,0.0021144412,0.016413787,0.031030132,0.012846119,0.38710618,0.52582586,0.012419791
