,Tweet,Anger,Disgust,Fear,Joy,Sadness,Surprise,Trust,Anticipation
16,I'm shaving less often.,0.019077972,0.0035412095,0.049317196,0.20454085,0.14239538,0.15778771,0.39016363,0.03317606
17,"and I keep my pyjamas on, you know it's raining what I want to get dressed for.",0.0056012804,0.00090231356,0.036814146,0.40923646,0.26456457,0.12283991,0.054626897,0.10541441
18,"Because at young age after you spend all your life trying to impress people, you become so many different people's to try to fit in, and you lose your own identity, you know, so I think, well, if you don't like me, so I'm not going to like me if I'm dressed in mine. So, yeah, you know, professional person, they're not going to like me.",0.05347716,0.003930487,0.0063701198,0.048845805,0.022296784,0.11250848,0.7500855,0.0024856646
19,So this is no surprises.,0.0018152333,0.0006990377,0.01222159,0.06725891,0.02532175,0.8196671,0.05381051,0.019205887
20,"When  you're saying about living independently. So I when my two were little, I worked in several different care homes like one was a Devon County care home and it's gone now. It's a 52 bed one. And it was their lounges on three separate floors. Much the same size as six chairs all the way around, and in the corner was like I say, a normal sized TV like we would've had years ago in our own front rooms, not as big as these  even, and people were just staring at that space or nothing in sight. And I would hate the thought that that would ever happen to me. You know, it's just it's horrendous.",0.0020024348,0.02063531,0.58249927,0.06812037,0.010092486,0.013128156,0.21386725,0.08965475
21,"I don't like the idea of not being able to eat the foods that I want to eat. So somebody is going to come and give me like school dinners, a plate of something that I don't like or don't enjoy. And that's my only choice, especially if I'm in a position where, you know, I'm not well enough to go out and buy food or cook food. So that scares me. The I'll spend the end of my life, you know, just looking at the slop on the plate",0.07360341,0.0042724465,0.38532642,0.053345572,0.07768885,0.0069112093,0.39234415,0.006507947
22,Tapioca!,0.0065959515,0.0009421608,0.024489546,0.39090273,0.010410896,0.11200658,0.43549916,0.01915297
23,"You can't. Just existing, not doing anything.",0.052527096,0.0061295624,0.046802603,0.021810716,0.035134558,0.15151584,0.6761364,0.009943277
24,"No joy! Yeah, exactly. Yeah, it takes all the joy out of life is, you know, this is all that's left to me. I don't have to worry about my weight anymore, but look what I've got to eat and that's not very inspiring.",0.011756682,0.00029996966,0.322396,0.16210076,0.0036712782,0.00067589147,0.49889737,0.0002020486
25,"Exactly, I want to enjoy my food because .",0.25801814,0.005507618,0.030672116,0.26039344,0.25840327,0.046385318,0.12186478,0.018755347
26,"Yeah, what's left to me?",0.0053045466,0.0027465585,0.043786954,0.014994429,0.07842378,0.18261294,0.667012,0.0051187985
27,"Yeah, I am not able to walk or anything, but yeah, you just yeah...",0.049320083,0.008853818,0.017504683,0.19294743,0.0556085,0.09707747,0.5676171,0.011070904
28,"I've got got a man living next door to me, he is a hundred and one, and without a support from his family, I don't know, how he would get on because he's slowing down more and more and more is falling over a lot. He sits out to eat his food and everything else. So, you know, see, without  family around. You can be a bit lost.",0.02942906,0.0012845909,0.09398135,0.035252634,0.10496963,0.0026298463,0.7321781,0.00027478285
29,Thanks for that sort of thing.,0.070225984,0.0076982323,0.021090603,0.24568252,0.02571906,0.2826695,0.34281617,0.0040979236
30,"I'm sorry, but my family's no good. I'm better off without them. You know, I came out of hospital after an operation and its first time I asked my daughter to come up to look after me and I am the one who has to get up and do the dinner. So what would change? hello.",0.007925598,0.003058975,0.095439814,0.71980596,0.012284658,0.118503116,0.03832861,0.004653246
31,"I like gardening, so I'd like green space to look after when I'm older. Feed the birds and stuff like that.",0.023700716,0.0033796886,0.029328085,0.69718254,0.02120273,0.075357825,0.12330176,0.026546681
32,"So Mary Poppins, I will sing it in my head. Yeah, yeah, that's right. Uh, uh,",0.023049613,0.0019070663,0.017616851,0.38178104,0.23592663,0.022610337,0.28195578,0.035152677
33,"uh, exercise. I like to walk in, but obviously I have problems with my legs now. So in ten years time, I don't know. Well, it's my sisters and my mom is the same, so",0.020539284,0.0025729071,0.0016295916,0.12272434,0.03564354,0.13961771,0.67079425,0.006478384
34,"I'd agree because, as you know, I don't. Yeah, so I want to be able to keep them dancing as long as possible. But also I don't want people to just say, Oh, Hazel, this is your chronological age. So you now have to do seated exercise when you get to do this kind of exercise because they they've seen me on a piece of paper saying that, you know, you may be this age. So they've made an assumption about what I can do physically or not.",0.016085563,0.056635763,0.1463594,0.06698333,0.0067326534,0.06737834,0.61617494,0.023650043
35,"So they have pigeonholed you. I'd say, Yeah,",0.013519785,0.0072585754,0.01431653,0.20229737,0.07372076,0.43805256,0.23475188,0.016082527
36,"Walking, I like countryside walking.",0.010958825,0.0019085491,0.056129735,0.42537332,0.012914135,0.4018239,0.082364045,0.008527492
37,"and cycling,",0.013048128,0.0007204796,0.023384403,0.66560787,0.0051736194,0.009539821,0.27825898,0.004266722
38,"I've never been on the bike for years,.",0.0104126865,0.007978778,0.0673652,0.16902184,0.18097048,0.27219442,0.21926643,0.07279018
39,"I  know, we should go bike riding.",0.0071865837,0.00021912668,0.0057205698,0.115057535,0.0032138703,0.016775407,0.84205055,0.009776326
40,It's not that flat in Plymouth by the way.,0.020043643,0.006117068,0.013031624,0.051433,0.09788028,0.056314472,0.74996835,0.0052115787
41,"Yeah, but you've got electric bikes today, you know, I think it makes it easier.",0.007628207,0.00047356193,0.030347666,0.19922838,0.01972702,0.06226984,0.6731298,0.0071955053
42,"After another 10 years, I might have a scooter.",0.002841993,0.000939186,0.028828876,0.2615027,0.07046353,0.48490956,0.0711802,0.079333946
43,"Yeah, you can. Do you miss walking?",0.0066131093,0.000833761,0.010745309,0.13077724,0.015866391,0.021566287,0.7999585,0.013639388
44,I used to walk everywhere.,0.046852116,0.009375818,0.056349356,0.1817418,0.3320105,0.055948928,0.303993,0.013728492
45,Do you miss it now that you can't do it? Well.,0.010564061,0.0013569755,0.027807714,0.07353572,0.051804777,0.03057631,0.800384,0.003970464
46,"No, I do miss it because I've got this bulges in my spine and the the vertebraes are starting to crumble. And I might get a pinch in my nerve, and my legs just give up and fall to the floor. So I was out with my daughter last week to the Barbican to the Hooe, every five minutes or so, I sit down. And the last two bus stops, I've got a bus I wanted to go home. and I suffered for days after. I don't take painkillers because of if I ever do it and I could, my legs could collapse way with me while I go across the road or anything like that.",0.18115717,0.017096316,0.08008166,0.39159143,0.013675748,0.10834722,0.17417052,0.03387992
47,"Yeah, this is kind of masks the real problem, doesn't it?",0.023190591,0.0062667793,0.20856006,0.023661496,0.024343858,0.068718985,0.6350533,0.01020496
48,"Yeah, sort of..",0.14878094,0.013621998,0.07371072,0.22994864,0.14831343,0.1838371,0.18489803,0.016889133
49,"I think washing, and that sounds a bit bizarre. But washing and looking after myself, dressing myself, you know, in the future, yeah, feels like a bit of a scary prospect. You know, you got yourself if you've had an operation, you got hit by a car, so you can actually look. And seeing how little it takes for you to not be able to wash or getting out of the bath and, you know, look, look after yourself. You don't think of it when you're well. But as soon as you can't do that..",0.39873874,0.14651062,0.044410672,0.022353131,0.082357384,0.13176258,0.12673177,0.04713511
50,"My mom, she's got diabetes and she goes for dialysis three times a week. She's she's blind, so she she can't cook for herself. My sister's a carer. But she can still shower herself a shower. She can still get herself ready, but she gets so upset because she can't see, so, yeah, yeah, and yeah, so it's really hard for like, see my mom being like family, she was doing everything for me. Now, it's the other way around, but my daughter sees that, you know, like with my grand children, she says, you're wiping their bums. I'll be wiping your bum when we get old. I don't ever want you to do that. She says that to me all the time, I just doesn't say bums.",0.29061857,0.012124178,0.028812557,0.012179602,0.033089124,0.15852964,0.46029603,0.004350282
51,"Yeah, yeah, yeah. I can imagine. What is she looking forward to it or something?",0.0001835198,0.00014829251,0.0018681693,0.10903684,0.0028288187,0.3882562,0.0285093,0.46916887
52,"I don't know, laughs. So I don't go to do this, do that, but do that. Can you change Alison's nappy, I don't know. For God's sake, Laura, I'm just want to sit down for two minutes and say this. Don't worry, I'll be doing yours when you get old. I'll be wiping.",0.0088307345,0.00023026361,0.040123943,0.01104046,0.0012806699,0.0041791,0.93282,0.0014948323
53,"Oh, bless you.",0.00094517285,0.0003749154,0.0097584985,0.24274209,0.009798355,0.2822679,0.44799244,0.0061206473
54,I guess it's the mental distress that it causes. Isn't it ? when you can't do what you were used to  maybe ??? with life? Yeah. You know.,0.00045289157,1.6061224e-06,0.0041788174,0.98325455,0.00055639824,4.891474e-05,0.011506382,4.4985723e-07
55,"Yeah, my mom is all like that sometimes, she'd say  I wish I weren't here and she's eighty six this year.",0.013486788,0.0017109284,0.017107368,0.1504768,0.23120534,0.25218838,0.28838047,0.04544392
56,"When you get to that age, you have to rely on the people you trust, people that are going to look after you. You don't think they're going to abuse you, because in 10 years time I could have Alzheimer's, you know, so you're thinking differently. Yeah, try to trust I mean to trust,  trust people that are coming to look after you, are going to look after you well.",0.00041960098,2.1846457e-05,0.0024700947,0.0027394048,0.00039891564,0.00049019686,0.99195415,0.0015057677
57,"And I don't think there's a problem with ... Rayan was just saying you can't do things, but you don't realise you can't do things until you fall off the ladder trying to change the light bulb. Yeah, yeah. You have an accident because you haven't realised that maybe physically you can't do what you always been able to do.",0.31774682,0.10824455,0.26325133,0.03681538,0.0037969283,0.021743292,0.24328086,0.005120818
58,"So it's kind of a gradual thing, isn't it? Like with your eyesight and your hearing. I mean, my mom's 88 now, and she's always had really good hearing, but I know lately that she'll say, yeah, or she'll think she's answered what I've said, but I know she's not heard me. And yeah, and you think it's because it's not overnight thing unless you have a serious illness",0.01124815,1.8547616e-05,0.024071002,0.060981873,0.00089129066,0.0020321086,0.9005268,0.0002302314
59,"and it's like those things she's always repeating herself. I'll say, yes, mom, you told me the other day, and you know,",0.01206182,0.005524746,0.012766189,0.10496876,0.09745508,0.23359,0.51747376,0.01615962
60,I look after my grandchildren all the time because my daughter works. So and now it's a six weeks holidays.,0.00096338044,0.0003218278,0.00096909126,0.9275172,0.04309435,0.017845122,0.006846032,0.0024430216
61,"You're a busy, girl.",0.017166257,0.007899426,0.024260292,0.13550325,0.040282845,0.47881636,0.29188576,0.004185814
62,"Yeah, but I've always been a giver. I'm not a taker, so. Me too. Anything you can do to help someone, I will.",0.0030238365,0.000108154716,0.0038121468,0.014856589,0.0047553484,0.0036466676,0.9691812,0.0006161004
63,"it's like my next door neighbours through lockdown. The wife has got really serious cancer and treatments doctor in lockdown. And so I did their shopping. I mean, I only ordinarily do shopping once a month, but they like best weekly because it does. So I was coming into Plymouth every week to do the shopping because I had to be in Lidl's, so I held my breath go into Lidl's.",0.19477303,0.123147696,0.0060735294,0.380934,0.19008607,0.084476575,0.0036002942,0.016908793
64,"Phew! I'm home. So it was really stressful. I don't want to get this disease. Yeah. So that was, you know, it was just nice to be able to do things for them. But then he's a builder. And so he reciprocated by building us a porch, when I gone shopping and you said, Well, you're not going to be there, so I'll go and do your front porch. So I came back and it was almost finished that way. Wow!",0.0123006,0.007996439,0.002880223,0.12532476,0.006273419,0.034248553,0.8095654,0.0014105531
65,"So, yeah, yeah, I think, yeah, that scares me having people look after me and not the other way around.",0.032389138,0.015503093,0.45483884,0.015825646,0.021645341,0.25174272,0.1990198,0.0090354085
66,"Yes, definitely.",0.013007185,0.006600062,0.025427883,0.21968386,0.04619644,0.3374191,0.34291276,0.008752722
67,I don't want to be looked after.,0.015122579,0.0025715737,0.75327593,0.004263803,0.081470296,0.0075128684,0.12782982,0.007953126
68,I'm too independent for that.,0.0041353153,0.0006421032,0.0074181478,0.060704358,0.024229893,0.3944595,0.5017207,0.006689976
69,And they wouldn't it do it right anyway.,0.13816702,0.017916523,0.04380622,0.22470286,0.05707916,0.094563566,0.41368616,0.010078501
70,Of course not.,0.12055203,0.012473405,0.061108824,0.4298398,0.07094983,0.25135985,0.03749763,0.01621863
71,Cooking for start. You see it is a theme here.,0.0029597431,0.0012655363,0.015922053,0.060831062,0.026147438,0.542113,0.17596716,0.17479402
72,"Cooking, cleaning. just do everything that you normally do. That person does, you know,",0.021230511,0.006447452,0.021644922,0.2201443,0.033418637,0.15305924,0.5255294,0.018525558
73,"and you have to be grateful as well. Yeah, which I don't want to be.",0.009652194,0.0005754293,0.049498662,0.63703877,0.03813598,0.02199031,0.23710589,0.0060027563
74,I'm going to be really miserable. Oh yeah.,0.004334306,0.0036881797,0.0050539197,0.41946602,0.36851177,0.1750041,0.01542281,0.00851891
75,But to be beholden to anybody.,0.00016028834,0.00010049107,0.005872055,0.0031688614,0.002284451,0.002906067,0.9853932,0.00011457062
76,"Because you have to be grateful that somebody is coming and doing it and they have their way of doing it. But you have your way of doing things and it's like, I don't want it, I want it done how I want it, but I'm just going to have to accept. And again, that just adds, and I think I'll probably end up quite low and depressed thinking, Yeah, I didn't have the control of anything.",0.08156517,0.003614328,0.39343733,0.04931294,0.36862043,0.023218244,0.07833752,0.0018940208
77,"Yeah, you have to compromise all the time, isn't it? Yeah, yeah.",0.020233516,0.016611034,0.012539258,0.12403429,0.0135871135,0.23653348,0.5742669,0.0021943797
78,"And I think it'd be quite nice. I mean, people do things for you.",0.026260113,0.0016683476,0.003072731,0.27429494,0.019448653,0.2506281,0.4199407,0.0046863966
79,"yeah, I won't mind.",0.0030739603,0.0001204943,0.007991166,0.03407118,0.011781059,0.07425206,0.86702186,0.0016882179
80,you're quite easygoing.,0.014328031,0.006771549,0.060154106,0.028196769,0.00942591,0.5093782,0.36977136,0.0019740812
81,I just give them more jobs.,0.02225091,0.0025942372,0.008794515,0.34701195,0.05471017,0.048871934,0.5036358,0.012130465
82,"Yeah, I still look after my children, even though my eldest is thirty nine next month and my youngest is 31, I still look after them, you know? Mm yeah, it'll be hard. Like I said, Lara said, she's going to be looking after me. That's my eldest. So be hard for me not being able to look after her because I still do.",0.004509563,0.0010617473,0.25603673,0.13778765,0.014146641,0.058968853,0.51715267,0.010336114
83,What if she moves away? What if she immigrated to Canada?,0.002506768,0.0028161407,0.7596695,0.005385466,0.01916925,0.033655085,0.16185862,0.014939204
84,She should take me with her,0.0055428077,0.010797145,0.0044191685,0.030357892,0.4886112,0.036352232,0.40974236,0.01417719
85,"What if you were in a position where your children weren't the people caring for you, like strangers?",0.0021517666,0.001587152,0.7044493,0.036594763,0.026337642,0.036969326,0.15002272,0.04188732
86,"Yeah, because I've got four children and my girls are here. My boys have moved away. So, yeah,",0.010070064,0.00448356,0.00983689,0.38329136,0.23806989,0.29831338,0.045414776,0.01052009
87,Because not everybody has their family.,0.0059439894,0.007879074,0.0062080044,0.041089907,0.026957162,0.117170855,0.79410106,0.0006499362
88,"Yeah, yeah, I know that.",0.0051810765,0.0023814195,0.01052299,0.02924513,0.017003838,0.09064875,0.8429253,0.0020914883
89,And not everybody has a family whose wants to or able to look after them. yeah. Hmm.,0.0022914791,0.0017772145,0.0033685486,0.02073343,0.00728842,0.82579255,0.13547255,0.0032758252
90,"It's about trusting a stranger, isn't it?",8.62492e-05,9.383173e-06,0.008729869,0.0006711831,0.0013873127,0.002675396,0.9658818,0.020558786
91,"??? trust anyone because I've got a life of people all my life and just trust in it takes a long time. I can be with a group of people in the community room, but I don't have to be friends with them, I don't have to associate, I can come straight back into my room.",0.013913296,0.0016931196,0.06265607,0.8185694,0.0020954704,0.0003680042,0.10052145,0.00018315956
92,"Yeah, that's your sanctuary, isn't it? It's your safe place. Yeah. And yeah, and it's invading your personal space.",0.11648598,0.10658339,0.049337383,0.09315302,0.008830336,0.034644924,0.58993423,0.0010307407
93,Shopping.,0.0011957787,0.0006861228,0.0014687072,0.87530863,0.021318596,0.085061416,0.00970318,0.005257592
94,"Oh, blimey, no!",0.018008312,0.0063292217,0.24392612,0.1994762,0.021701725,0.23259993,0.27200702,0.005951455
95,I would go shopping for everyone.,0.02308814,0.0032179998,0.015249273,0.14957698,0.2602344,0.2565457,0.2643035,0.027784023
96,"See mine is still at the top, like gardening and doing exercise. Yeah, that's really, that's my life.",0.019421022,0.0037423067,0.08250739,0.40425414,0.10038515,0.058143005,0.32493848,0.0066085095
97,"Yeah, mine is dancing because that's all I do outside of work. But equally, I would find it really difficult if I had any visual impairment as I got older because I think there's so much that I do that would be totally different.",0.012319266,0.0018178683,0.05493647,0.11815558,0.07300482,0.035405524,0.6973701,0.006990341
98,"and I don't know. Obviously, I would learn I would adapt, but I would find that really difficult journey to sight loss. Hearing loss, maybe I could deal with a little bit better, but I would find sight loss a really big issue to deal with.",0.4857216,0.0017978735,0.0129892025,0.058080785,0.38983443,0.0026130097,0.031746086,0.017217008
99,"Yeah, ditto because I'm aware, you know, I get dry eyes now all the time and that drives me mad. Yeah. It's not something that they can fix.",0.032625373,0.00060008926,0.010979784,0.9322537,0.002984071,0.0046995054,0.012045059,0.0038124067
100,"Yeah, my mom's got that muscular degeneration. So she's not completely blind. It's just a false. And she gets really upset because obviously the past six and a half years I became, I became a granny with my eldest do seven in October, and there is one on the way and every time I go home, I'll take pictures of them. And she gets really upset because she can't see them",0.06352054,0.03934185,0.0417675,0.72496504,0.061741762,0.011069313,0.051063437,0.0065305736
101,"But it takes so much away, doesn't it? You can't read, you can't do puzzles, you can't watch films, you can't look at photographs with your loved ones.",0.03485714,0.0019040715,0.010212523,0.0069859982,0.008013887,0.040480703,0.89702255,0.0005231395
102,"Yeah, yeah. My mom used to read every night before she went to bed. She has those tapes now. Audio tapes? Yeah. She used to love bingo.  Yeah, she used to be at the bingo five times a week. And she can't. She can't now so ...",0.14705953,0.10841831,0.026124232,0.25830936,0.038289517,0.1642962,0.23905481,0.01844804
103,"Yeah, I've seen it right. I enjoy a good book or good films. I just noticed reading that I really enjoy a good book or watching a good film.",0.015335275,0.0035028597,0.046535946,0.7781988,0.07741181,0.00530567,0.03909684,0.0346128
104,"Yeah, yeah. I think I like taking photos as well. And so that be hard, you know, you can have the autofocus, but it's nice sometimes to just do it again and due to what you will and I do take photos now without my glasses, but I know it's getting harder. Yeah. And I don't want to have contact lenses to make it easier because I just can't stand the thought of putting something in my eyes. And so even at that, that would be awful if I, you know, so I love walking on the moors to the live on the moors and taking photos to babysit. To have those two things taken away from me.",0.0049028406,0.00037715843,0.009488455,0.9733754,0.0020287947,0.0011536557,0.007536737,0.001137
105,"That's a combination of loss, I've lost one thing but it is accurate loss of  ... I like watching people what I like to sit in a coffee shop and watch people and what's going on around me. Because it's sometimes makes me feel less isolated just seeing life around me. But again, if I couldn't do that, yeah,",0.021313854,0.000734364,0.069909364,0.19777037,0.035734314,0.01806474,0.6536186,0.0028544187
106,"I know my two. When they were little, we used to make up lives of people doing that. We'd sit and eat. Shall we make up thier lives? What do you think of that? She is a spy? Yeah, well, yeah, right.We give them a really, really interesting lives, they might have them but yeah, so?",0.023707686,0.023346277,0.15470861,0.20080738,0.049402133,0.3589561,0.10288511,0.08618672
107,"Yeah, I'll make rude comment",0.02301206,0.0036705625,0.002344245,0.010852656,0.0036300884,0.044116765,0.90520346,0.007170138
108,"To yourself, I hope.",0.005779217,0.0027254943,0.030979164,0.027718622,0.013870451,0.019600414,0.89672434,0.0026022864
109,I've got these calls all the time .,0.04308703,0.0037530756,0.066282205,0.18516532,0.04632195,0.33355537,0.26963383,0.052201234
110,"Yes, yes. You know, regarding the car accident, you had to.",0.013256781,0.004560912,0.035144195,0.3076303,0.010446943,0.3868899,0.2296345,0.012436461
111,"Oh, that was 2010. Go away.",0.28133008,0.032335468,0.10354946,0.07794483,0.21401516,0.11051255,0.15613881,0.024173647
112,A few of us mentioned walking.,0.020098299,0.002833057,0.09872429,0.55516094,0.0062451465,0.08329251,0.2309339,0.002711887
113,"yeah, that's one of my hobbies is walking, even though that I can't do. I used to go walking every day.",0.0076173176,0.0010148667,0.017446188,0.69375193,0.12503101,0.029210921,0.11887565,0.0070521403
114,"So out of that list walked on the kind of the general. We think of the top three, the.",0.026418084,0.002709105,0.27739275,0.30267894,0.095128916,0.093371555,0.18136895,0.020931683
115,"Oh, Yeah. Exercise, yeah. Yeah. So exercise self-care.",0.030695628,0.0039685024,0.019636173,0.7327066,0.012144363,0.079233274,0.11364444,0.007971021
116,"Watching TV, I love  to sit down and watch TV. Yes, TV, I like all the soaps.",0.0032036866,0.0008640773,0.0056064,0.5085851,0.31960523,0.052688412,0.05147724,0.05796986
117,"Cooking is fun, isn't it? because you can look forward to eating after that.",0.0054567484,0.0016379288,0.013701424,0.06977834,0.15321594,0.08341857,0.61347514,0.05931588
118,Yeah. Depending on your cooking skills. Laughs...,0.009769058,0.0029650233,0.017968865,0.7376534,0.031141818,0.026349196,0.16609073,0.008061944
119,Probably taking care of myself,0.02521517,0.0027977792,0.023221793,0.7782957,0.034253746,0.0366821,0.08807289,0.011460817
120,"we've got self care. Yeah. Yes, socialising, because it would be awful to be in a totally isolated, wouldn't it?",0.005194098,0.00074866985,0.046370108,0.13272133,0.026872905,0.1736731,0.5896084,0.024811398
121,"See, I like being on my own Sometimes.",0.0001518116,0.000121092016,0.0012321228,0.1961792,0.025558056,0.02841926,0.7479741,0.00036435618
122,"I think I have it for granted in a way, but it's taken away. Yeah. See if you are alone for the week.",0.0050322483,0.0005599711,0.027863095,0.045178782,0.036604326,0.19849047,0.6390569,0.047214214
123,"Yeah. I go to my church every Sunday, and if it weren't for getting a lift there, I like socialising with them, it's a smaller group and it's more like a family. It's not a great big church and it's nice once a week or we go out for a meal, you know, so there is a certain amount of socialising.",0.013963956,0.054661978,0.049466245,0.39481017,0.017872637,0.03527878,0.4322465,0.0016997171
124,"Yeah. Just maybe just meeting other people in general in what however, you like to do it. If you know if it's going to the cinema with friends, go for a meal with people",0.08310287,0.006290535,0.008716472,0.24795651,0.0067898883,0.013274705,0.6336107,0.0002583113
125,in this is like socialisation?,0.004907847,0.004053098,0.116946705,0.046318002,0.022841439,0.053029764,0.7224065,0.029496657
126,Even going to work is in a way.,0.0053881444,0.0009054886,0.019093368,0.17642649,0.10920154,0.20360406,0.46992624,0.015454666
127,"I don't mind being on my own but if I was on my own all the time, I wouldn't like it, because obviously I'm busy with my grandchildren and sometimes I just like to be at home on my own doing nothing. But if I didn't have that, I probably wouldn't like it.",0.05842069,0.0011125671,0.17699085,0.43057537,0.20454766,0.013053132,0.11040361,0.00489612
128,"I mean, obviously during this time, I've talked to a lot of people who do live alone, and maybe the one Zoom call that I do with them a week is the only contact they have.",0.0031238366,0.0069888695,0.16838056,0.44131374,0.021848565,0.0010768411,0.3553903,0.0018772779
129,"Oh, that's frightening.",0.00042547693,0.00052566174,0.9818787,0.008519843,0.00037517495,0.0031853062,0.0045093056,0.0005805157
130,"Yeah. And I think, yeah, when I start thinking about it, it reminds me actually how terrifying that must be, you know, not having any contact andnot being able to speak to anyone. And I think we've all seen it, haven't we? The, you know, an older person at the checkout in a supermarket and just chatting to the cashier. And especially if you're in a rush to get back to work or something or go somewhere, you like the for goodness sake, you know, just move along. But in the back of your mind, you know, that may be the only current contact that person must have. So I think that we can be quite flippant about socialising because we get it. Yeah, yeah. But I can't begin to imagine how how debilitating it is if if literally you get up and there's no one and you go to bed and you've spoken to no one in, that happens day.",0.014056833,0.0050410316,0.070564166,0.20266551,0.0016676973,0.0220669,0.6834088,0.0005290778
131,"Also, you may not have the physical ability to get out and meet new people or the confidence to just turn up to something and can't join this club or something that must super frightening.",0.0022358585,0.018300481,0.031444702,0.006704205,0.003917912,0.55231875,0.3833813,0.0016968095
132,"Where I live in community homes. We do take care of each other and the staff family. And if they're not, there is always somebody there if you need. You know, I'm helping people. Yeah, I'm helping people and people will help me. Yeah, it's needed. So you don't see each other for a couple of days before. Oh, and go and look at shopping. So I'm lucky that I'm there.",0.014137367,0.00064049184,0.050683483,0.4669845,0.16612002,0.0480905,0.25072527,0.002618344
133,"Yeah, absolutely. I mean, I've lived in my house since 1988, and I still don't know the neighbours.",0.010830732,0.0018111529,0.0025138103,0.48290828,0.068190046,0.36666426,0.06338179,0.0036999246
134,"Yeah, well, I know them, but we don't talk to each other. Yeah, yeah. I mean, nobody talks to each other at all.",0.009936986,0.0033446406,0.010073856,0.036768075,0.019933762,0.05158156,0.8674991,0.0008620251
135,"Yeah, it's like I live on the Barbican and some of the some of the neighbours are lovely. Others don't even bother with you. You know, I'm always like this: "" Hello, good morning"" but I'm like that.",0.009233049,0.04705313,0.1476359,0.17098944,0.38453314,0.098357536,0.12983273,0.012365085
136,"They are looking at you like you're strange. Yeah, yeah.",0.019056322,0.021416077,0.031178,0.12079602,0.04518318,0.6724175,0.07583761,0.014115241
137,"I mean, I think it's the world we're living in now.",0.059112262,0.0057093515,0.07151806,0.562855,0.11805203,0.03387044,0.13310708,0.015775789
138,"Yeah, yeah. But like I say, I know a lot of people where I live so, you know, I'm never on my own. and there is always someone there.",0.011638158,0.00017912386,0.09281439,0.031348977,0.0010004241,0.0003631114,0.8626269,2.8876198e-05
139,"But now what if I say do, too, and that is the only contact I know we get it a lot. And I know you like your teams, but you were phoning people on their own when, you know, through lockdown. Yeah, and you said the same team.",0.011527961,0.0019738537,0.095343485,0.24311534,0.04831151,0.02268072,0.57552916,0.0015179493
140,Yes. Yes.,0.001763105,0.00035824996,0.0030667593,0.77501166,0.0039697587,0.09519356,0.11433181,0.0063051125
