,Tweet,Anger,Disgust,Fear,Joy,Sadness,Surprise,Trust,Anticipation
20,"And I think there was a study made by a bit of a cruel statistically, but I think they did it with cats and the cats would be happier if you had any kind of contact, even if it was negative contact if it was just hit. Kind of thing, rather than stroke, it would be happier just because of the contact. So they were saying, well, that could be sort of people as well. Yeah. So just bad, any contact was better than nothing at all which is weird.",0.19951853,0.0074512637,0.4868582,0.09683427,0.013026375,0.009042691,0.17437801,0.012890665
21,Very important! Laughs..,0.005044597,0.00040791638,0.042815074,0.74693453,0.014029997,0.011237714,0.1599206,0.019609584
22,"Well, that's where you got all the guts??? Said, which is great things you wouldn't say in the office.",0.0034709794,0.0007107504,0.008970092,0.2091117,0.024390964,0.5278961,0.21700178,0.008447622
23,"And you get to learn about all the teams because suddenly we're going to talk of the other teams in the organisation unless there's a meeting or something or something formal. So, yeah, so you get to know what's happening in their little neck of the woods.",0.0058056074,0.00087218295,0.0027966874,0.050278507,0.0007922273,0.014936591,0.9217432,0.0027750013
24,"Yeah, yeah. There's a can opener??? Which is really good. Yeah.",0.00070626853,0.00048105535,0.002538856,0.04404148,0.0017720615,0.8848921,0.062529646,0.0030385416
25,You could put the light somewhere else?,0.066347905,0.007901266,0.016064273,0.035365187,0.025335269,0.57540745,0.19262184,0.0809568
26,A lack of money could be a barrier.,0.016859923,0.0065222736,0.12627614,0.011027461,0.0128097925,0.028587656,0.79464877,0.003268022
27,"You've got to qualify, I think. Yeah. And then social services would help you.",0.047905978,0.0068998393,0.036180027,0.06376387,0.043624945,0.039779704,0.7585978,0.003247844
28,"And it's knowing that that help is out there as well, because you may not know that you could get help. Yeah. So it'd be nice if somebody came to see you and explained, Oh yeah, you could have this, you could have that because I'm sure a lot of think lots of older people don't claim certain things today and that they're entitled to.",0.059042357,0.0038175615,0.1688292,0.08281311,0.052344132,0.009796706,0.621709,0.0016479555
29,"Yeah, yeah, yeah. Well, she's paid all her life social insurance. That's what it's for, isn't it?",0.017028876,0.005725728,0.017366264,0.081891686,0.024901245,0.17674431,0.6726461,0.0036957995
30,Especially with clothes because you want to feel them and try them on.,0.13438012,0.006150818,0.071622044,0.24798723,0.052945655,0.14995189,0.33073872,0.006223524
31,Look for the bargains.,0.008505241,0.002799739,0.013063427,0.3316537,0.027322605,0.5430237,0.05678609,0.016845496
32,They don't always give you the very thing either.,0.0033164495,0.0012443424,0.0072970553,0.005302922,0.054709837,0.017452627,0.91038346,0.00029328684
33,"It's the same colour..Laughs.  Yeah, yeah.",0.000884973,0.00020225641,0.0010633843,0.9625141,0.0009900816,0.00285027,0.030863682,0.00063126365
34,"Yes. Knowledge. Would it be big for me? Knowledge knowing? Yeah, yeah. Information?",0.00399479,0.0012917157,0.026424875,0.03394392,0.0076502175,0.35494372,0.5279468,0.043803927
35,Yeah. So it's something you haven't heard about,0.0015842675,0.00089007814,0.0052521625,0.041872546,0.014018626,0.73573476,0.19163035,0.00901718
36,something like 65.,0.0320417,0.0037987,0.0405216,0.14356567,0.027058993,0.41583595,0.29159042,0.045586955
37,Transport.,0.00571263,0.00037373597,0.013922427,0.53730136,0.0031329405,0.014931791,0.42013252,0.0044926223
38,"Oh, I see.",0.026455069,0.057055905,0.06043377,0.058666613,0.11588118,0.46768785,0.20301543,0.010804182
39,"Maybe the mobility? Yeah. Mhm. Yeah. Like, moving yourself and also transporting things. So it's more like for mobility. Yeah. Yeah.",0.011573537,0.0019377214,0.0066033583,0.88494724,0.008613039,0.008236455,0.0768505,0.0012381333
40,"Yeah, something like this. I loved the whole knowledge that you guys talked about because this is something that's not exactly physical. It doesn't fit anywhere, but it's just amazing. And I think that that's something we need to think about.",0.038990524,0.014828915,0.056393784,0.01077569,0.09247543,0.042636447,0.7351824,0.008716821
41,An information centre.,0.0560576,0.0038821823,0.17549044,0.37992528,0.02333036,0.02145188,0.3248018,0.015060463
42,"Because it's always something you learn like, Oh, I didn't know. But even now in my job and I should know what's out there, mostly. But that's always something I think I've got to know about that.",0.019859456,5.0210696e-05,0.021562414,0.3332777,0.009236692,0.055859488,0.5552896,0.0048644277
43,"They are company, aren't they?",0.00882283,0.0037674457,0.015066514,0.040758286,0.20751983,0.122581154,0.595695,0.0057889023
44,something to worry about.,0.0037667078,0.00019505552,0.02885774,0.021621907,0.0036390014,0.017315432,0.9044381,0.020166077
45,When did she die?,0.016848663,0.035456583,0.20147641,0.04641295,0.2055981,0.35943154,0.1160739,0.018701857
46,Oh yeah. Are you going to get another one?,0.1473678,0.014887661,0.030860381,0.056151696,0.007682423,0.19335312,0.5358132,0.013883696
47,Just take on home.,0.011469528,0.0016869341,0.007947885,0.4960209,0.032294847,0.099791065,0.3370871,0.013701723
48,"Yeah, it comes with adaptations.",0.0057817018,0.001542359,0.039507046,0.056818496,0.005336092,0.055047087,0.8219203,0.014046917
49,"It's a very broad categories, so...",0.005765759,0.0087964805,0.030845212,0.18749568,0.072114885,0.5725442,0.08869118,0.03374658
50,"no. It's nice down there, isn't it?",0.009618429,0.003453854,0.026402785,0.07741551,0.06360956,0.3785827,0.43324137,0.0076758023
51,Is it a shared table  or something like that? I don't know.,0.005696999,0.000894639,0.0235868,0.0979078,0.045571275,0.473188,0.26474983,0.08840465
52,"I was going to say often it's we compared to China you know, where the culture is different, where the elderly are more respected. I mean, we don't live in the same house. Yeah, there is more social connections. Well, in Britain, we've lost a lot of that in the last century, I think.",0.027252337,0.00019505373,0.06754397,0.77956825,0.009309794,0.012498209,0.10333237,0.00029999635
53,"It's kind of interesting stuff, you know, you just got to try  once you're older, you know, like, you know, well, maybe somebody younger. Yeah. So maybe not so valued.",0.03240586,0.001933288,0.23984301,0.3335867,0.069324754,0.026463147,0.2816279,0.014815367
54,You need to put your foot down.,0.06969126,0.019655995,0.034649756,0.0031762253,0.012707373,0.03954523,0.8144284,0.0061457925
55,"Because it's a big social thing with Facebook and stuff now. Yeah, yeah.",0.0047467444,0.0035540897,0.00501229,0.24862272,0.0178658,0.6114345,0.09834135,0.0104224775
56,"Unless she missed it, you know, because you are told so many things anyway and you can't remember everything.",0.031185962,0.006183091,0.08002759,0.085861646,0.09376404,0.07154878,0.627107,0.0043218564
57,"I'm thinking about social groups as well as clubs, and there is like something holding people back like all that's not for me. Oh, that's not my kind of thing. Well, in fact, if you were to go along with it, make new friends and probably have a laugh. Yeah, and it would be generally, good, good for them. So I think people should be encouraged to do more.",0.012254247,0.043884795,0.11061822,0.740615,0.008724068,0.01626275,0.0613147,0.0063262363
58,"It is creating the family, I suppose, isn't it?",0.0247996,0.0039908043,0.07163875,0.080465734,0.08647017,0.095473886,0.62440795,0.012753096
59,Like the TV is a big social friend for people as well.,0.010890034,0.013093501,0.010634871,0.06295006,0.014379787,0.18025659,0.7058866,0.0019085502
60,"Whatever people can access, I guess. Yeah, but it's like a friend in the corner, isn't it? yeah. Keep it coming.",0.018547656,0.0019803257,0.010541219,0.012171241,0.009730453,0.032230344,0.91158694,0.0032118473
61,What was that Gogglebox?,0.033147305,0.028522432,0.06878888,0.02903981,0.047749124,0.4226777,0.35414374,0.015930997
62,"When I watch someone, I feel as if I'm there with them, in the chats as it were, so it's like, Oh, they're my friends. So it's kind of like a social contact in a way. Yeah, it's weird.",0.1825624,0.16714126,0.2865002,0.21166566,0.054367587,0.057899594,0.036025293,0.003838032
63,I prefer face to face.,0.09924112,0.018188898,0.48619714,0.04725586,0.03908483,0.13192716,0.16822277,0.009882212
64,"Hmm. I don't know, the interaction isn't as fluid. Yeah, no.",0.0073657017,0.00435006,0.022471294,0.021021774,0.03315057,0.76531386,0.14043261,0.0058941236
65,I don't mind it.,0.009666424,0.0014555012,0.11112608,0.028526522,0.018274184,0.07141407,0.7541582,0.0053790445
66,"Well, I got some Facebook. I've never would have otherwise.",0.0013842694,0.000981579,0.0030473552,0.016944507,0.021191536,0.93698937,0.017130882,0.0023305153
67,"Because I'm a bit phobic of technology,",0.0015339655,0.00067315006,0.97490376,0.00062591786,0.0011612293,0.0027608853,0.01395317,0.0043879077
68,What's the topic?,0.040946186,0.013576051,0.0849653,0.033379585,0.04393859,0.3689645,0.29812816,0.11610161
69,Have you got a bar?,0.008018941,0.0011446289,0.02909673,0.094589874,0.018718893,0.29326797,0.547893,0.007269999
70,"Family is a support, yeah",0.008254184,0.008721733,0.033231676,0.18775758,0.0076593705,0.11614802,0.63063544,0.007592
71,Social Connections.,0.0058595804,0.00071296806,0.01869809,0.21909069,0.017896904,0.053237285,0.6727865,0.011717993
72,"Yeah, OK. I think technology, TV and social media are the big one.",0.09356863,0.047396008,0.07193493,0.39434224,0.05012028,0.1629656,0.16377537,0.015896931
73,because we I think people watch tons of TV.,0.043944366,0.017643321,0.072579846,0.35614818,0.08111014,0.12744759,0.29003617,0.01109038
74,"What about mental health in terms of if you're going physically going worse, you feel bad in your head. Yes. And then you don't feel like going out to meeting people.",0.017576076,0.00055423216,0.07600295,0.2953276,0.0056672837,0.0041958406,0.5985077,0.0021683096
75,When we can't be bothered to go to the church. You know what you're feeling?,0.021240342,0.0043463516,0.2661548,0.19047755,0.098928876,0.028520698,0.35929495,0.031036435
76,Drugs.,0.013605291,0.01398273,0.04231398,0.26053417,0.2405769,0.23713142,0.17550287,0.016352637
